tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,genomeSize,numReads,numUniqueReads,taxRank_raw,norm_abund,classified_fraction
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1686385,1686385,Citrobacter_sp._BIDMC108,Citrobacter_sp._BIDMC108,species,0.0,abund,0.0,5627653,2,2,species,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1812935,1812935,Enterobacter_roggenkampii,Enterobacter roggenkampii,species,0.0,abund,0.0,10385117,2,2,species,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1821960,1821960,Edwardsiella_anguillarum,Edwardsiella anguillarum,species,0.0,abund,0.0,33825758,2,2,species,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2051553,2051553,Methylobacterium_currus,Methylobacterium currus,species,0.0,abund,0.0,7744635,1,1,species,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2494701,2494701,Enterobacter_chengduensis,Enterobacter chengduensis,species,0.0,abund,0.0,5218125,1,1,species,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2585118,2585118,Alistipes_communis,Alistipes communis,species,0.0,abund,0.0,3334777,4,4,species,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2606626,2606626,Sodaliphilus_pleomorphus,Sodaliphilus pleomorphus,species,0.0,abund,0.0,3340670,1,1,species,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2686361,2686361,Polaribacter_sp._L3A8,Polaribacter_sp._L3A8,species,0.0,abund,0.0,4224107,1,1,species,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2714353,2714353,Vescimonas_fastidiosa,Vescimonas fastidiosa,species,0.0,abund,0.0,2504406,2,2,species,0.0,1.0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2714355,2714355,Vescimonas_coprocola,Vescimonas coprocola,species,0.0,abund,0.0,2557760,1,1,species,0.0,1.0
