tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,genomeSize,numReads,numUniqueReads,taxRank_raw
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1428,1428,Bacillus_thuringiensis,Bacillus thuringiensis,species,0.0,abund,0.0,7588830,2,1,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1449,1449,Amphibacillus_xylanus,Amphibacillus xylanus,species,0.0,abund,0.0,2569486,1,1,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1473,1473,Virgibacillus_pantothenticus,Virgibacillus pantothenticus,species,0.0,abund,0.0,4761851,1,1,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1491,1491,Clostridium_botulinum,Clostridium botulinum,species,0.0,abund,0.0,5267493,1,1,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1492,1492,Clostridium_butyricum,Clostridium butyricum,species,0.0,abund,0.0,9493631,4,0,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1493,1493,Clostridium_cellulovorans,Clostridium cellulovorans,species,0.0,abund,0.0,5262222,9,9,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1496,1496,Clostridioides_difficile,Clostridioides difficile,species,0.00156,abund,1.56e-05,16267201,133,79,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1502,1502,Clostridium_perfringens,Clostridium perfringens,species,0.0,abund,0.0,18735296,9,9,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1505,1505,Paraclostridium_sordellii,Paraclostridium sordellii,species,0.0,abund,0.0,21739454,8,2,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1512,1512,[Clostridium]_symbiosum,[Clostridium]_symbiosum,species,0.0,abund,0.0,5299950,19,0,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1513,1513,Clostridium_tetani,Clostridium tetani,species,0.0,abund,0.0,11548799,24,21,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1520,1520,Clostridium_beijerinckii,Clostridium beijerinckii,species,0.0,abund,0.0,6168017,1,0,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1522,1522,[Clostridium]_innocuum,[Clostridium]_innocuum,species,0.5171399999999999,abund,0.0051714,9008608,14034,10515,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1531,1531,Enterocloster_clostridioformis,Enterocloster clostridioformis,species,0.0,abund,0.0,5832416,18,18,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1532,1532,Blautia_coccoides,Blautia coccoides,species,0.0,abund,0.0,6500967,15,4,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1534,1534,Clostridium_kluyveri,Clostridium kluyveri,species,0.0,abund,0.0,4156629,1,0,species
Centrifuger,unified,Centrifuger_unified,simulated,simulated,pacbio,sim_pacbio,1547,1547,Thomasclavelia_ramosa,Thomasclavelia ramosa,species,0.0,abund,0.0,5368158,1,1,species
