tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,target,lineage,num_unique,num_shared,num_children,num_cumulative
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1796613,1796613,Bacteroides caecimuris,Bacteroides caecimuris,species,1.14755,fraction_reads,1.14755,1796613,1||976|200643|171549|815|816|1796613,14228,0,0,14228
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1796652,1796652,Turicimonas muris,Turicimonas muris,species,0.70387,fraction_reads,0.70387,1796652,1||1224|28216|80840|995019|1918598|1796652,8727,0,0,8727
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1982626,1982626,Faecalibacillus intestinalis,Faecalibacillus intestinalis,species,0.69596,fraction_reads,0.69596,1982626,1||1239|526524|526525|2810280|2678885|1982626,8629,0,0,8629
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2025876,2025876,Parabacteroides sp. CT06,Parabacteroides sp. CT06,species,0.29584,fraction_reads,0.29584,2025876,1||976|200643|171549|2005525|375288|2025876,3668,0,0,3668
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2093857,2093857,Dysosmobacter welbionis,Dysosmobacter welbionis,species,0.27955,fraction_reads,0.27955,2093857,1||1239|186801|186802|216572|2591381|2093857,3466,0,0,3466
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2108523,2108523,Lawsonibacter asaccharolyticus,Lawsonibacter asaccharolyticus,species,0.75266,fraction_reads,0.75266,2108523,1||1239|186801|186802|216572|2172004|2108523,9332,0,0,9332
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2109687,2109687,Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,species,0.40335,fraction_reads,0.40335,2109687,1||1239|186801|186802|216572|459786|2109687,5001,0,0,5001
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2382163,2382163,Streptococcus koreensis,Streptococcus koreensis,species,0.48675,fraction_reads,0.48675,2382163,1||1239|91061|186826|1300|1301|2382163,6035,0,0,6035
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2585118,2585118,Alistipes communis,Alistipes communis,species,0.78944,fraction_reads,0.78944,2585118,1||976|200643|171549|171550|239759|2585118,9788,0,0,9788
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2610896,2610896,Streptococcus sp. LPB0220,Streptococcus sp. LPB0220,species,0.51723,fraction_reads,0.51723,2610896,1||1239|91061|186826|1300|1301|2610896,6413,0,0,6413
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2682455,2682455,Veillonella orientalis,Veillonella orientalis,species,0.50344,fraction_reads,0.50344,2682455,1||1239|909932|1843489|31977|29465|2682455,6242,0,0,6242
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2682456,2682456,Veillonella nakazawae,Veillonella nakazawae,species,0.50699,fraction_reads,0.50699,2682456,1||1239|909932|1843489|31977|29465|2682456,6286,0,0,6286
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2714355,2714355,Vescimonas coprocola,Vescimonas coprocola,species,0.61144,fraction_reads,0.61144,2714355,1||1239|186801|186802|216572|2892396|2714355,7581,0,0,7581
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2714358,2714358,Pusillibacter faecalis,Pusillibacter faecalis,species,0.69758,fraction_reads,0.69758,2714358,1||1239|186801|186802|216572|2892397|2714358,8649,0,0,8649
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2735723,2735723,Turicibacter bilis,Turicibacter bilis,species,0.64676,fraction_reads,0.64676,2735723,1||1239|526524|526525|2810281|191303|2735723,8019,0,0,8019
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2763056,2763056,Oscillibacter hominis,Oscillibacter hominis,species,0.01097,fraction_reads,0.01097,2763056,1||1239|186801|186802|216572|459786|2763056,136,0,0,136
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2763667,2763667,Wansuia hejianensis,Wansuia hejianensis,species,0.95736,fraction_reads,0.95736,2763667,1||1239|186801|3085636|186803|2944198|2763667,11870,0,0,11870
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2763672,2763672,Simiaoa sunii,Simiaoa sunii,species,0.8705,fraction_reads,0.8705,2763672,1||1239|186801|3085636|186803|2944193|2763672,10793,0,0,10793
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2806443,2806443,Turicibacter sp. TJ11,Turicibacter sp. TJ11,species,0.64572,fraction_reads,0.64572,2806443,1||1239|526524|526525|2810281|191303|2806443,8006,0,0,8006
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2847299,2847299,Bacteroides sp. DH3716P,Bacteroides sp. DH3716P,species,0.89784,fraction_reads,0.89784,2847299,1||976|200643|171549|815|816|2847299,11132,0,0,11132
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2860051,2860051,Blautia sp. KLE_1732_HM_1032,Blautia sp. KLE_1732_HM_1032,species,8e-05,fraction_reads,8e-05,2860051,1||1239|186801|3085636|186803|572511|2860051,1,0,0,1
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2922857,2922857,Bifidobacterium sp. FKU,Bifidobacterium sp. FKU,species,0.01226,fraction_reads,0.01226,2922857,1||201174|1760|85004|31953|1678|2922857,152,0,0,152
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2929488,2929488,Faecalibacterium sp. IP-1-18,Faecalibacterium sp. IP-1-18,species,0.57821,fraction_reads,0.57821,2929488,1||1239|186801|186802|216572|216851|2929488,7169,0,0,7169
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2929489,2929489,Faecalibacterium sp. IP-3-29,Faecalibacterium sp. IP-3-29,species,0.73282,fraction_reads,0.73282,2929489,1||1239|186801|186802|216572|216851|2929489,9086,0,0,9086
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2929490,2929490,Faecalibacterium sp. I2-3-92,Faecalibacterium sp. I2-3-92,species,0.70419,fraction_reads,0.70419,2929490,1||1239|186801|186802|216572|216851|2929490,8731,0,0,8731
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2929493,2929493,Faecalibacterium sp. I3-3-89,Faecalibacterium sp. I3-3-89,species,0.67725,fraction_reads,0.67725,2929493,1||1239|186801|186802|216572|216851|2929493,8397,0,0,8397
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2929494,2929494,Faecalibacterium sp. I4-1-79,Faecalibacterium sp. I4-1-79,species,0.78089,fraction_reads,0.78089,2929494,1||1239|186801|186802|216572|216851|2929494,9682,0,0,9682
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2929495,2929495,Faecalibacterium sp. I4-3-84,Faecalibacterium sp. I4-3-84,species,0.7567,fraction_reads,0.7567,2929495,1||1239|186801|186802|216572|216851|2929495,9382,0,0,9382
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2944914,2944914,Allocoprobacillus halotolerans,Allocoprobacillus halotolerans,species,0.70927,fraction_reads,0.70927,2944914,1||1239|526524|526525|128827|3059504|2944914,8794,0,0,8794
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2985571,2985571,Bifidobacterium sp. KRGSERBCFTRI,Bifidobacterium sp. KRGSERBCFTRI,species,0.47892,fraction_reads,0.47892,2985571,1||201174|1760|85004|31953|1678|2985571,5938,0,0,5938
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2994035,2994035,Sellimonas catena,Sellimonas catena,species,0.00161,fraction_reads,0.00161,2994035,1||1239|186801|3085636|186803|1769710|2994035,20,0,0,20
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,3081750,3081750,Anaerocolumna sp. AGMB13020,Anaerocolumna sp. AGMB13020,species,1.41378,fraction_reads,1.41378,3081750,1||1239|186801|3085636|186803|1843210|3081750,17529,0,0,17529
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,194,194,Campylobacter,Campylobacter,genus,0.44376,fraction_reads,0.44376,194,1||29547|3031852|213849|72294|194,0,0,5502,5502
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,724,724,Haemophilus,Haemophilus,genus,2.48995,fraction_reads,2.48995,724,1||1224|1236|135625|712|724,0,0,30872,30872
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,816,816,Bacteroides,Bacteroides,genus,13.42204,fraction_reads,13.42204,816,1||976|200643|171549|815|816,0,0,166415,166415
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,838,838,Prevotella,Prevotella,genus,1.287,fraction_reads,1.287,838,1||976|200643|171549|171552|838,0,0,15957,15957
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,841,841,Roseburia,Roseburia,genus,2.79329,fraction_reads,2.79329,841,1||1239|186801|3085636|186803|841,0,0,34633,34633
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,848,848,Fusobacterium,Fusobacterium,genus,0.52756,fraction_reads,0.52756,848,1||32066|203490|203491|203492|848,0,0,6541,6541
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1016,1016,Capnocytophaga,Capnocytophaga,genus,8e-05,fraction_reads,8e-05,1016,1||976|117743|200644|49546|1016,0,0,1,1
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1253,1253,Pediococcus,Pediococcus,genus,0.44384,fraction_reads,0.44384,1253,1||1239|91061|186826|33958|1253,0,0,5503,5503
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1263,1263,Ruminococcus,Ruminococcus,genus,0.72193,fraction_reads,0.72193,1263,1||1239|186801|186802|216572|1263,0,0,8951,8951
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1301,1301,Streptococcus,Streptococcus,genus,6.45168,fraction_reads,6.45168,1301,1||1239|91061|186826|1300|1301,0,0,79992,79992
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1350,1350,Enterococcus,Enterococcus,genus,0.00032,fraction_reads,0.00032,1350,1||1239|91061|186826|81852|1350,0,0,4,4
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1378,1378,Gemella,Gemella,genus,0.43545,fraction_reads,0.43545,1378,1||1239|91061|1385|539738|1378,0,0,5399,5399
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1485,1485,Clostridium,Clostridium,genus,2.09442,fraction_reads,2.09442,1485,1||1239|186801|186802|31979|1485,0,0,25968,25968
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1654,1654,Actinomyces,Actinomyces,genus,1.53557,fraction_reads,1.53557,1654,1||201174|1760|2037|2049|1654,0,0,19039,19039
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1678,1678,Bifidobacterium,Bifidobacterium,genus,2.54326,fraction_reads,2.54326,1678,1||201174|1760|85004|31953|1678,0,0,31533,31533
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1730,1730,Eubacterium,Eubacterium,genus,1.50621,fraction_reads,1.50621,1730,1||1239|186801|186802|186806|1730,0,0,18675,18675
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2701,2701,Gardnerella,Gardnerella,genus,0.40537,fraction_reads,0.40537,2701,1||201174|1760|85004|31953|2701,0,0,5026,5026
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,28050,28050,Lachnospira,Lachnospira,genus,0.52062,fraction_reads,0.52062,28050,1||1239|186801|3085636|186803|28050,0,0,6455,6455
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,29465,29465,Veillonella,Veillonella,genus,2.54576,fraction_reads,2.54576,29465,1||1239|909932|1843489|31977|29465,0,0,31564,31564
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,32207,32207,Rothia,Rothia,genus,1.1644,fraction_reads,1.1644,32207,1||201174|1760|85006|1268|32207,0,0,14437,14437
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,33042,33042,Coprococcus,Coprococcus,genus,0.82065,fraction_reads,0.82065,33042,1||1239|186801|3085636|186803|33042,0,0,10175,10175
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,40544,40544,Sutterella,Sutterella,genus,0.73347,fraction_reads,0.73347,40544,1||1224|28216|80840|995019|40544,0,0,9094,9094
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,84111,84111,Eggerthella,Eggerthella,genus,0.84356,fraction_reads,0.84356,84111,1||201174|84998|1643822|1643826|84111,0,0,10459,10459
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,86331,86331,Mogibacterium,Mogibacterium,genus,0.43964,fraction_reads,0.43964,86331,1||1239|186801|3082720|543314|86331,0,0,5451,5451
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,102106,102106,Collinsella,Collinsella,genus,0.59103,fraction_reads,0.59103,102106,1||201174|84998|84999|84107|102106,0,0,7328,7328
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,133925,133925,Olsenella,Olsenella,genus,0.77896,fraction_reads,0.77896,133925,1||201174|84998|84999|1643824|133925,0,0,9658,9658
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,162289,162289,Peptoniphilus,Peptoniphilus,genus,0.40408,fraction_reads,0.40408,162289,1||1239|1737404|1737405|1570339|162289,0,0,5010,5010
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,171003,171003,Caloranaerobacter,Caloranaerobacter,genus,0.61612,fraction_reads,0.61612,171003,1||1239|1737404|1737405|2848916|171003,0,0,7639,7639
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,189330,189330,Dorea,Dorea,genus,1.46185,fraction_reads,1.46185,189330,1||1239|186801|3085636|186803|189330,0,0,18125,18125
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,191303,191303,Turicibacter,Turicibacter,genus,2.01659,fraction_reads,2.01659,191303,1||1239|526524|526525|2810281|191303,0,0,25003,25003
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,207244,207244,Anaerostipes,Anaerostipes,genus,0.71532,fraction_reads,0.71532,207244,1||1239|186801|3085636|186803|207244,0,0,8869,8869
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,216851,216851,Faecalibacterium,Faecalibacterium,genus,5.84895,fraction_reads,5.84895,216851,1||1239|186801|186802|216572|216851,0,0,72519,72519
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,239759,239759,Alistipes,Alistipes,genus,3.19164,fraction_reads,3.19164,239759,1||976|200643|171549|171550|239759,0,0,39572,39572
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,244127,244127,Anaerotruncus,Anaerotruncus,genus,0.86542,fraction_reads,0.86542,244127,1||1239|186801|186802|216572|244127,0,0,10730,10730
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,283168,283168,Odoribacter,Odoribacter,genus,1.06165,fraction_reads,1.06165,283168,1||976|200643|171549|1853231|283168,0,0,13163,13163
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,375288,375288,Parabacteroides,Parabacteroides,genus,6.61936,fraction_reads,6.61936,375288,1||976|200643|171549|2005525|375288,0,0,82071,82071
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,397864,397864,Barnesiella,Barnesiella,genus,0.7771,fraction_reads,0.7771,397864,1||976|200643|171549|2005519|397864,0,0,9635,9635
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,416916,416916,Aggregatibacter,Aggregatibacter,genus,0.56716,fraction_reads,0.56716,416916,1||1224|1236|135625|712|416916,0,0,7032,7032
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,459786,459786,Oscillibacter,Oscillibacter,genus,0.41432,fraction_reads,0.41432,459786,1||1239|186801|186802|216572|459786,0,0,5137,5137
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,572511,572511,Blautia,Blautia,genus,3.85575,fraction_reads,3.85575,572511,1||1239|186801|3085636|186803|572511,0,0,47806,47806
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,577309,577309,Paraprevotella,Paraprevotella,genus,0.96382,fraction_reads,0.96382,577309,1||976|200643|171549|171552|577309,0,0,11950,11950
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,644652,644652,Gordonibacter,Gordonibacter,genus,0.79533,fraction_reads,0.79533,644652,1||201174|84998|1643822|1643826|644652,0,0,9861,9861
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,909656,909656,Phocaeicola,Phocaeicola,genus,2.61166,fraction_reads,2.61166,909656,1||976|200643|171549|815|909656,0,0,32381,32381
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,946234,946234,Flavonifractor,Flavonifractor,genus,0.98591,fraction_reads,0.98591,946234,1||1239|186801|186802|216572|946234,0,0,12224,12224
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1348911,1348911,Coprobacter,Coprobacter,genus,0.83219,fraction_reads,0.83219,1348911,1||976|200643|171549|2005519|1348911,0,0,10318,10318
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1392389,1392389,Intestinimonas,Intestinimonas,genus,0.78283,fraction_reads,0.78283,1392389,1||1239|186801|186802||1392389,0,0,9706,9706
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1505657,1505657,Intestinibacter,Intestinibacter,genus,0.7321,fraction_reads,0.7321,1505657,1||1239|186801|3082720|186804|1505657,0,0,9077,9077
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1506553,1506553,Lachnoclostridium,Lachnoclostridium,genus,0.01774,fraction_reads,0.01774,1506553,1||1239|186801|3085636|186803|1506553,0,0,220,220
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1649459,1649459,Hungatella,Hungatella,genus,1.68518,fraction_reads,1.68518,1649459,1||1239|186801|3085636|186803|1649459,0,0,20894,20894
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1686313,1686313,Fenollaria,Fenollaria,genus,0.39077,fraction_reads,0.39077,1686313,1||1239|186801|186802||1686313,0,0,4845,4845
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1766253,1766253,Agathobacter,Agathobacter,genus,0.83824,fraction_reads,0.83824,1766253,1||1239|186801|3085636|186803|1766253,0,0,10393,10393
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1769710,1769710,Sellimonas,Sellimonas,genus,0.00161,fraction_reads,0.00161,1769710,1||1239|186801|3085636|186803|1769710,0,0,20,20
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1843210,1843210,Anaerocolumna,Anaerocolumna,genus,1.41378,fraction_reads,1.41378,1843210,1||1239|186801|3085636|186803|1843210,0,0,17529,17529
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1870884,1870884,Clostridioides,Clostridioides,genus,0.00871,fraction_reads,0.00871,1870884,1||1239|186801|3082720|186804|1870884,0,0,108,108
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1905344,1905344,Ruthenibacterium,Ruthenibacterium,genus,1.07117,fraction_reads,1.07117,1905344,1||1239|186801|186802|216572|1905344,0,0,13281,13281
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,1918598,1918598,Turicimonas,Turicimonas,genus,0.70387,fraction_reads,0.70387,1918598,1||1224|28216|80840|995019|1918598,0,0,8727,8727
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2172004,2172004,Lawsonibacter,Lawsonibacter,genus,0.75266,fraction_reads,0.75266,2172004,1||1239|186801|186802|216572|2172004,0,0,9332,9332
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2316020,2316020,Mediterraneibacter,Mediterraneibacter,genus,1.50678,fraction_reads,1.50678,2316020,1||1239|186801|3085636|186803|2316020,0,0,18682,18682
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2529408,2529408,Schaalia,Schaalia,genus,0.59418,fraction_reads,0.59418,2529408,1||201174|1760|2037|2049|2529408,0,0,7367,7367
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2569097,2569097,Anaerobutyricum,Anaerobutyricum,genus,0.89332,fraction_reads,0.89332,2569097,1||1239|186801|3085636|186803|2569097,0,0,11076,11076
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2591381,2591381,Dysosmobacter,Dysosmobacter,genus,0.27955,fraction_reads,0.27955,2591381,1||1239|186801|186802|216572|2591381,0,0,3466,3466
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2678885,2678885,Faecalibacillus,Faecalibacillus,genus,0.69596,fraction_reads,0.69596,2678885,1||1239|526524|526525|2810280|2678885,0,0,8629,8629
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2759736,2759736,Lacticaseibacillus,Lacticaseibacillus,genus,0.71347,fraction_reads,0.71347,2759736,1||1239|91061|186826|33958|2759736,0,0,8846,8846
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2767842,2767842,Lactiplantibacillus,Lactiplantibacillus,genus,0.77799,fraction_reads,0.77799,2767842,1||1239|91061|186826|33958|2767842,0,0,9646,9646
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2767876,2767876,Amylolactobacillus,Amylolactobacillus,genus,8e-05,fraction_reads,8e-05,2767876,1||1239|91061|186826|33958|2767876,0,0,1,1
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2767886,2767886,Levilactobacillus,Levilactobacillus,genus,0.59902,fraction_reads,0.59902,2767886,1||1239|91061|186826|33958|2767886,0,0,7427,7427
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2892396,2892396,Vescimonas,Vescimonas,genus,0.61144,fraction_reads,0.61144,2892396,1||1239|186801|186802|216572|2892396,0,0,7581,7581
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2892397,2892397,Pusillibacter,Pusillibacter,genus,0.69758,fraction_reads,0.69758,2892397,1||1239|186801|186802|216572|2892397,0,0,8649,8649
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2944193,2944193,Simiaoa,Simiaoa,genus,0.8705,fraction_reads,0.8705,2944193,1||1239|186801|3085636|186803|2944193,0,0,10793,10793
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,2944198,2944198,Wansuia,Wansuia,genus,0.95736,fraction_reads,0.95736,2944198,1||1239|186801|3085636|186803|2944198,0,0,11870,11870
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,3059504,3059504,Allocoprobacillus,Allocoprobacillus,genus,0.70927,fraction_reads,0.70927,3059504,1||1239|526524|526525|128827|3059504,0,0,8794,8794
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,3342669,3342669,Eshraghiella,Eshraghiella,genus,0.60039,fraction_reads,0.60039,3342669,1||1239|186801|3085636|186803|3342669,0,0,7444,7444
