tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,clade_reads,direct_reads,norm_abund,classified_fraction
Sourmash,unified,Sourmash_unified,simulated,simulated,ont,sim_ont,0,199,Campylobacter concisus,Campylobacter concisus,species,0.4100632304006659,abund,0.41,42147000,42147000,0.44044388226851156,0.9310226498972588
Sourmash,unified,Sourmash_unified,simulated,simulated,ont,sim_ont,0,726,Haemophilus haemolyticus,Haemophilus haemolyticus,species,0.49420271402951155,abund,0.49,50795000,50795000,0.5308170688264655,0.9310226498972588
Sourmash,unified,Sourmash_unified,simulated,simulated,ont,sim_ont,0,727,Haemophilus influenzae,Haemophilus influenzae,species,0.35860465860221946,abund,0.36,36858000,36858000,0.3851728619510949,0.9310226498972588
Sourmash,unified,Sourmash_unified,simulated,simulated,ont,sim_ont,0,729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,species,0.5222427223341292,abund,0.52,53677000,53677000,0.5609344975568106,0.9310226498972588
Sourmash,unified,Sourmash_unified,simulated,simulated,ont,sim_ont,0,732,Aggregatibacter aphrophilus,Aggregatibacter aphrophilus,species,0.542061423554291,abund,0.54,55714000,55714000,0.5822215212638587,0.9310226498972588
Sourmash,unified,Sourmash_unified,simulated,simulated,ont,sim_ont,0,735,Haemophilus parahaemolyticus,Haemophilus parahaemolyticus,species,0.4664837745222751,abund,0.47,47946000,47946000,0.5010444961502848,0.9310226498972588
Sourmash,unified,Sourmash_unified,simulated,simulated,ont,sim_ont,0,818,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,species,1.6466159214053075,abund,1.65,169242000,169242000,1.768609949056574,0.9310226498972588
Sourmash,unified,Sourmash_unified,simulated,simulated,ont,sim_ont,0,820,Bacteroides uniformis,Bacteroides uniformis,species,1.0812429572896483,abund,1.08,111132000,111132000,1.1613497882236987,0.9310226498972588
Sourmash,unified,Sourmash_unified,simulated,simulated,ont,sim_ont,0,821,Phocaeicola vulgatus,Phocaeicola vulgatus,species,0.7301396333171511,abund,0.73,75045000,75045000,0.7842340177198958,0.9310226498972588
Sourmash,unified,Sourmash_unified,simulated,simulated,ont,sim_ont,0,823,Parabacteroides distasonis,Parabacteroides distasonis,species,0.5449704917163563,abund,0.54,56012999,56012999,0.5853461156680725,0.9310226498972588
Sourmash,unified,Sourmash_unified,simulated,simulated,ont,sim_ont,0,851,Fusobacterium nucleatum,Fusobacterium nucleatum,species,0.5023948330414783,abund,0.5,51637000,51637000,0.5396161232993838,0.9310226498972588
