tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,genomeSize,numReads,numUniqueReads,norm_abund,classified_fraction
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,471,471,Acinetobacter calcoaceticus,Acinetobacter calcoaceticus,species,0.0,abund,0.0,8050108,5,5,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,480,480,Moraxella catarrhalis,Moraxella catarrhalis,species,0.0,abund,0.0,1863286,2,0,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,484,484,Neisseria flavescens,Neisseria flavescens,species,0.0,abund,0.0,2231882,37,34,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,485,485,Neisseria gonorrhoeae,Neisseria gonorrhoeae,species,0.0,abund,0.0,2216159,1,0,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,486,486,Neisseria lactamica,Neisseria lactamica,species,0.0,abund,0.0,2220606,3,0,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,487,487,Neisseria meningitidis,Neisseria meningitidis,species,0.0,abund,0.0,2222288,5,2,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,493,493,Neisseria canis,Neisseria canis,species,0.0,abund,0.0,2569389,11,11,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,495,495,Neisseria elongata,Neisseria elongata,species,0.0,abund,0.0,2253031,317,22,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,511,511,Alcaligenes faecalis,Alcaligenes faecalis,species,0.0,abund,0.0,32768163,20,1,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,518,518,Bordetella bronchiseptica,Bordetella bronchiseptica,species,0.0,abund,0.0,5231793,19,0,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,519,519,Bordetella parapertussis,Bordetella parapertussis,species,0.0,abund,0.0,4836562,4,0,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,524,524,Acidiphilium cryptum,Acidiphilium cryptum,species,0.0,abund,0.0,3963080,3,0,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,529,529,Ochrobactrum anthropi,Ochrobactrum anthropi,species,0.0,abund,0.0,5205777,1,1,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,533,533,Beijerinckia indica,Beijerinckia indica,species,0.0,abund,0.0,4418616,1,0,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,536,536,Chromobacterium violaceum,Chromobacterium violaceum,species,0.0,abund,0.0,4751080,3,0,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,539,539,Eikenella corrodens,Eikenella corrodens,species,0.0,abund,0.0,4651055,11,10,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,542,542,Zymomonas mobilis,Zymomonas mobilis,species,0.0,abund,0.0,4310417,3,0,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,545,545,Citrobacter koseri,Citrobacter koseri,species,0.0,abund,0.0,4735357,218,6,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,546,546,Citrobacter freundii,Citrobacter freundii,species,0.0,abund,0.0,5164552,47,8,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,548,548,[Enterobacter] aerogenes,[Enterobacter] aerogenes,species,1.51989e-12,abund,1.51989e-14,5435727,64,10,1.536479398327855e-12,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,549,549,Pantoea agglomerans,Pantoea agglomerans,species,0.0,abund,0.0,30133336,7,2,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,550,550,Enterobacter cloacae,Enterobacter cloacae,species,0.131836,abund,0.00131836,5356576,89,20,0.13327497250324108,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,552,552,Erwinia amylovora,Erwinia amylovora,species,0.0,abund,0.0,3869718,3,0,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,553,553,Pantoea ananatis,Pantoea ananatis,species,0.0,abund,0.0,4838981,17,1,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,554,554,Pectobacterium carotovorum,Pectobacterium carotovorum,species,0.0,abund,0.0,9726078,15,2,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,556,556,Dickeya chrysanthemi,Dickeya chrysanthemi,species,0.0,abund,0.0,4813854,1,0,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,562,562,Escherichia coli,Escherichia coli,species,12.12694580000004,abund,0.12126945800000041,8437634,86925,27232,12.259309809485272,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,563,563,Shimwellia blattae,Shimwellia blattae,species,0.0,abund,0.0,4158725,5,1,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,564,564,Escherichia fergusonii,Escherichia fergusonii,species,3.02855e-26,abund,3.02855e-28,4643861,347,50,3.061606222691001e-26,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,565,565,Atlantibacter hermannii,Atlantibacter hermannii,species,0.0,abund,0.0,13352683,11,0,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,569,569,Hafnia alvei,Hafnia alvei,species,0.0,abund,0.0,4712721,9,2,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,571,571,Klebsiella oxytoca,Klebsiella oxytoca,species,0.0,abund,0.0,6684898,73,15,0.0,0.9892029803029516
Centrifuge,default,Centrifuge_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,573,573,Klebsiella pneumoniae,Klebsiella pneumoniae,species,0.181281,abund,0.00181281,14826006,859,336,0.1832596581385968,0.9892029803029516
