tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,genomeSize,numReads,numUniqueReads,taxRank_raw
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,158,158,Treponema_denticola,Treponema denticola,species,0.0,abund,0.0,5434457,4,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,159,159,Brachyspira_hyodysenteriae,Brachyspira hyodysenteriae,species,0.0,abund,0.0,5275684,1,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,172,172,Leptospira_biflexa,Leptospira biflexa,species,0.0,abund,0.0,3514958,1,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,173,173,Leptospira_interrogans,Leptospira interrogans,species,0.0,abund,0.0,7213989,2,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,195,195,Campylobacter_coli,Campylobacter coli,species,0.0,abund,0.0,2998663,1,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,196,196,Campylobacter_fetus,Campylobacter fetus,species,0.0,abund,0.0,2979227,1,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,197,197,Campylobacter_jejuni,Campylobacter jejuni,species,0.0,abund,0.0,3360036,2,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,198,198,Campylobacter_hyointestinalis,Campylobacter hyointestinalis,species,0.0,abund,0.0,1668200,2,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,199,199,Campylobacter_concisus,Campylobacter concisus,species,0.0,abund,0.0,5573110,4,3,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,200,200,Campylobacter_curvus,Campylobacter curvus,species,0.0,abund,0.0,1938585,1,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,201,201,Campylobacter_lari,Campylobacter lari,species,0.0,abund,0.0,1426313,2,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,206,206,Campylobacter_sputorum,Campylobacter sputorum,species,0.0,abund,0.0,1564776,2,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,210,210,Helicobacter_pylori,Helicobacter pylori,species,0.0,abund,0.0,2727064,10,3,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,212,212,Helicobacter_acinonychis,Helicobacter acinonychis,species,0.0,abund,0.0,1497104,1,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,213,213,Helicobacter_cinaedi,Helicobacter cinaedi,species,0.0,abund,0.0,2853066,1,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,227,227,Pseudoalteromonas_carrageenovora,Pseudoalteromonas carrageenovora,species,0.0,abund,0.0,4548410,5,5,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,238,238,Elizabethkingia_meningoseptica,Elizabethkingia meningoseptica,species,0.0,abund,0.0,3989186,3,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,246,246,Chryseobacterium_balustinum,Chryseobacterium balustinum,species,0.0,abund,0.0,4787482,3,3,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,247,247,Empedobacter_brevis,Empedobacter brevis,species,0.0,abund,0.0,3672495,1,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,250,250,Chryseobacterium_gleum,Chryseobacterium gleum,species,0.0,abund,0.0,5473996,1,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,253,253,Chryseobacterium_indologenes,Chryseobacterium indologenes,species,0.0,abund,0.0,5176564,18,12,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,254,254,Chryseobacterium_indoltheticum,Chryseobacterium indoltheticum,species,0.0,abund,0.0,8144275,6,6,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,258,258,Sphingobacterium_spiritivorum,Sphingobacterium spiritivorum,species,0.0,abund,0.0,15381790,4,4,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,259,259,Sphingobacterium_thalpophilum,Sphingobacterium thalpophilum,species,0.0,abund,0.0,5906941,2,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,287,287,Pseudomonas_aeruginosa,Pseudomonas aeruginosa,species,0.0,abund,0.0,11221436,3,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,290,290,[Pseudomonas]_carboxydohydrogena,[Pseudomonas]_carboxydohydrogena,species,0.0,abund,0.0,3251556,1,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,294,294,Pseudomonas_fluorescens,Pseudomonas fluorescens,species,0.0,abund,0.0,8213379,1,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,303,303,Pseudomonas_putida,Pseudomonas putida,species,0.0,abund,0.0,7014267,5,5,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,316,316,Stutzerimonas_stutzeri,Stutzerimonas stutzeri,species,0.0,abund,0.0,4627035,5,4,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,317,317,Pseudomonas_syringae,Pseudomonas syringae,species,0.0,abund,0.0,6780025,1,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,337,337,Burkholderia_glumae,Burkholderia glumae,species,0.0,abund,0.0,55874346,2,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,343,343,Xanthomonas_translucens,Xanthomonas translucens,species,0.0,abund,0.0,7919519,8,7,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,346,346,Xanthomonas_citri,Xanthomonas citri,species,0.0,abund,0.0,9542591,5,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,347,347,Xanthomonas_oryzae,Xanthomonas oryzae,species,0.0,abund,0.0,9934092,2,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,358,358,Agrobacterium_tumefaciens,Agrobacterium tumefaciens,species,0.0,abund,0.0,19621376,1,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,359,359,Agrobacterium_rhizogenes,Agrobacterium rhizogenes,species,0.0,abund,0.0,7104616,1,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,375,375,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,species,0.0,abund,0.0,9944287,1,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,384,384,Rhizobium_leguminosarum,Rhizobium leguminosarum,species,0.0,abund,0.0,6969849,1,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,414,414,Methylococcus_capsulatus,Methylococcus capsulatus,species,0.0,abund,0.0,6630848,3,3,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,421,421,Methylomonas_methanica,Methylomonas methanica,species,0.0,abund,0.0,5030678,1,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,426,426,Methylosinus_trichosporium,Methylosinus trichosporium,species,0.0,abund,0.0,5010724,3,3,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,435,435,Acetobacter_aceti,Acetobacter aceti,species,0.0,abund,0.0,3817660,2,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,446,446,Legionella_pneumophila,Legionella pneumophila,species,0.0,abund,0.0,12645427,8,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,451,451,Tatlockia_micdadei,Tatlockia micdadei,species,0.0,abund,0.0,6456263,3,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,454,454,Legionella_israelensis,Legionella israelensis,species,0.0,abund,0.0,3213130,1,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,456,456,Legionella_jordanis,Legionella jordanis,species,0.0,abund,0.0,3105891,2,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,470,470,Acinetobacter_baumannii,Acinetobacter baumannii,species,0.0,abund,0.0,12866776,9,3,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,476,476,Moraxella_bovis,Moraxella bovis,species,0.0,abund,0.0,22490922,5,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,478,478,Moraxella_nonliquefaciens,Moraxella nonliquefaciens,species,0.0,abund,0.0,2301145,2,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,483,483,Neisseria_cinerea,Neisseria cinerea,species,0.0,abund,0.0,1820296,1,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,486,486,Neisseria_lactamica,Neisseria lactamica,species,0.0,abund,0.0,2191949,3,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,490,490,Neisseria_sicca,Neisseria sicca,species,0.0,abund,0.0,2556815,2,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,504,504,Kingella_kingae,Kingella kingae,species,0.0,abund,0.0,4043742,2,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,505,505,Kingella_oralis,Kingella oralis,species,0.0,abund,0.0,2393629,2,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,521,521,Bordetella_avium,Bordetella avium,species,0.0,abund,0.0,7441780,1,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,537,537,Iodobacter_fluviatilis,Iodobacter fluviatilis,species,0.0,abund,0.0,4552650,1,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,539,539,Eikenella_corrodens,Eikenella corrodens,species,0.0,abund,0.0,2443725,2,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,542,542,Zymomonas_mobilis,Zymomonas mobilis,species,0.0,abund,0.0,2325344,1,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,546,546,Citrobacter_freundii,Citrobacter freundii,species,0.0,abund,0.0,10265957,7,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,548,548,Klebsiella_aerogenes,Klebsiella aerogenes,species,0.0,abund,0.0,8871710,5,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,549,549,Pantoea_agglomerans,Pantoea agglomerans,species,0.0,abund,0.0,6775528,3,3,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,550,550,Enterobacter_cloacae,Enterobacter cloacae,species,0.0,abund,0.0,7447615,7,6,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,562,562,Escherichia_coli,Escherichia coli,species,6.54791,abund,0.0654791,7450150,442897,310531,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,564,564,Escherichia_fergusonii,Escherichia fergusonii,species,7e-05,abund,7e-07,9628813,13,13,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,569,569,Hafnia_alvei,Hafnia alvei,species,0.0,abund,0.0,4721994,4,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,571,571,Klebsiella_oxytoca,Klebsiella oxytoca,species,0.0,abund,0.0,10030351,4,4,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,573,573,Klebsiella_pneumoniae,Klebsiella pneumoniae,species,3.9999999999999996e-05,abund,4e-07,14769204,71,60,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,577,577,Raoultella_terrigena,Raoultella terrigena,species,0.0,abund,0.0,5910502,1,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,582,582,Morganella_morganii,Morganella morganii,species,0.0,abund,0.0,18659263,2,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,584,584,Proteus_mirabilis,Proteus mirabilis,species,0.0,abund,0.0,10668605,5,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,587,587,Providencia_rettgeri,Providencia rettgeri,species,0.0,abund,0.0,13513573,7,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,588,588,Providencia_stuartii,Providencia stuartii,species,0.0,abund,0.0,9071383,2,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,621,621,Shigella_boydii,Shigella boydii,species,0.0,abund,0.0,7979920,8,8,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,622,622,Shigella_dysenteriae,Shigella dysenteriae,species,3.9999999999999996e-05,abund,4e-07,14391020,13,12,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,623,623,Shigella_flexneri,Shigella flexneri,species,0.00667,abund,6.67e-05,7297056,2192,2184,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,624,624,Shigella_sonnei,Shigella sonnei,species,0.0,abund,0.0,16409230,47,46,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,630,630,Yersinia_enterocolitica,Yersinia enterocolitica,species,0.0,abund,0.0,9522838,7,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,632,632,Yersinia_pestis,Yersinia pestis,species,0.0,abund,0.0,6833101,1,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,633,633,Yersinia_pseudotuberculosis,Yersinia pseudotuberculosis,species,0.0,abund,0.0,8733048,3,3,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,636,636,Edwardsiella_tarda,Edwardsiella tarda,species,0.0,abund,0.0,3832140,4,4,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,644,644,Aeromonas_hydrophila,Aeromonas hydrophila,species,0.0,abund,0.0,5794768,5,4,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,645,645,Aeromonas_salmonicida,Aeromonas salmonicida,species,0.0,abund,0.0,9774257,1,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,650,650,Aeromonas_jandaei,Aeromonas jandaei,species,0.0,abund,0.0,9077955,2,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,651,651,Aeromonas_media,Aeromonas media,species,0.0,abund,0.0,14591606,2,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,654,654,Aeromonas_veronii,Aeromonas veronii,species,0.0,abund,0.0,27525998,2,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,659,659,Photobacterium_phosphoreum,Photobacterium phosphoreum,species,0.0,abund,0.0,4610892,1,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,670,670,Vibrio_parahaemolyticus,Vibrio parahaemolyticus,species,0.0,abund,0.0,8762200,19,6,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,672,672,Vibrio_vulnificus,Vibrio vulnificus,species,0.0,abund,0.0,5896337,6,6,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,674,674,Vibrio_mimicus,Vibrio mimicus,species,0.0,abund,0.0,8617533,2,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,676,676,Vibrio_fluvialis,Vibrio fluvialis,species,0.0,abund,0.0,9717803,2,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,680,680,Vibrio_campbellii,Vibrio campbellii,species,0.0,abund,0.0,12897918,4,4,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,687,687,Vibrio_gazogenes,Vibrio gazogenes,species,0.0,abund,0.0,4761168,3,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,718,718,Actinobacillus_equuli,Actinobacillus equuli,species,0.0,abund,0.0,5470882,7,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,727,727,Haemophilus_influenzae,Haemophilus influenzae,species,0.0,abund,0.0,5421842,11,9,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,728,728,Avibacterium_paragallinarum,Avibacterium paragallinarum,species,0.0,abund,0.0,16664199,2,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,729,729,Haemophilus_parainfluenzae,Haemophilus parainfluenzae,species,0.0,abund,0.0,12010740,9,9,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,730,730,[Haemophilus]_ducreyi,[Haemophilus]_ducreyi,species,0.0,abund,0.0,9999403,2,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,731,731,Histophilus_somni,Histophilus somni,species,0.0,abund,0.0,12563243,1,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,738,738,Glaesserella_parasuis,Glaesserella parasuis,species,0.0,abund,0.0,3739171,4,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,747,747,Pasteurella_multocida,Pasteurella multocida,species,0.0,abund,0.0,5225298,3,2,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,774,774,Bartonella_bacilliformis,Bartonella bacilliformis,species,0.0,abund,0.0,1412046,5,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,777,777,Coxiella_burnetii,Coxiella burnetii,species,0.0,abund,0.0,2265736,5,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,782,782,Rickettsia_prowazekii,Rickettsia prowazekii,species,0.0,abund,0.0,1061298,1,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,784,784,Orientia_tsutsugamushi,Orientia tsutsugamushi,species,0.0,abund,0.0,2612335,6,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,785,785,Rickettsia_typhi,Rickettsia typhi,species,0.0,abund,0.0,1064228,2,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,803,803,Bartonella_quintana,Bartonella quintana,species,0.0,abund,0.0,1549690,1,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,807,807,Bartonella_elizabethae,Bartonella elizabethae,species,0.0,abund,0.0,1958608,1,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,813,813,Chlamydia_trachomatis,Chlamydia trachomatis,species,0.0,abund,0.0,1177750,1,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,817,817,Bacteroides_fragilis,Bacteroides fragilis,species,12.152989999999999,abund,0.1215299,10573790,545165,541480,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,818,818,Bacteroides_thetaiotaomicron,Bacteroides thetaiotaomicron,species,0.00133,abund,1.33e-05,9954039,106,104,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,820,820,Bacteroides_uniformis,Bacteroides uniformis,species,0.0,abund,0.0,7687856,1,0,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,821,821,Phocaeicola_vulgatus,Phocaeicola vulgatus,species,0.0064399999999999995,abund,6.44e-05,10030516,237,237,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,823,823,Parabacteroides_distasonis,Parabacteroides distasonis,species,0.00076,abund,7.6e-06,5257589,67,66,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,827,827,Campylobacter_ureolyticus,Campylobacter ureolyticus,species,0.0,abund,0.0,1516315,6,6,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,831,831,Butyrivibrio_fibrisolvens,Butyrivibrio fibrisolvens,species,0.0,abund,0.0,4410496,6,6,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,851,851,Fusobacterium_nucleatum,Fusobacterium nucleatum,species,0.13434000000000001,abund,0.0013434,2597863,145238,145235,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,853,853,Faecalibacterium_prausnitzii,Faecalibacterium prausnitzii,species,10.14915,abund,0.1014915,20492434,543929,543487,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,856,856,Fusobacterium_varium,Fusobacterium varium,species,0.0,abund,0.0,3057471,8,6,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,859,859,Fusobacterium_necrophorum,Fusobacterium necrophorum,species,0.0,abund,0.0,2413491,6,6,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,861,861,Fusobacterium_ulcerans,Fusobacterium ulcerans,species,0.0,abund,0.0,3378483,4,1,species
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,880,880,Maridesulfovibrio_salexigens,Maridesulfovibrio salexigens,species,0.0,abund,0.0,4263182,1,1,species
