tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,clade_reads,direct_reads,norm_abund,classified_fraction
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1982626,Faecalibacillus intestinalis,Faecalibacillus intestinalis,species,0.6603816681878211,abund,0.66,68099000,68099000,0.7068705093627541,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2025876,Parabacteroides sp. CT06,Parabacteroides sp. CT06,species,1.9393784023389822,abund,1.94,199990000,199990000,2.075904685347174,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2049036,Paraprevotella sp.,Paraprevotella sp.,species,0.05201672958721086,abund,0.05,5364000,5364000,0.05567854758839063,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2081703,Peptostreptococcaceae bacterium oral taxon 929,Peptostreptococcaceae bacterium oral taxon 929,species,0.013479353863949124,abund,0.01,1390000,1390000,0.014428258976111667,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2093857,Dysosmobacter welbionis,Dysosmobacter welbionis,species,0.6494042375590511,abund,0.65,66967000,66967000,0.6951203013332877,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2108523,Lawsonibacter asaccharolyticus,Lawsonibacter asaccharolyticus,species,0.7404044222060284,abund,0.74,76351000,76351000,0.7925266194856847,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2109687,Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,species,0.032108014851464424,abund,0.03,3311000,3311000,0.03436832048194657,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2292357,Faecalibacterium sp. OM04-11BH,Faecalibacterium sp. OM04-11BH,species,0.08068217564608396,abund,0.08,8320000,8320000,0.08636195300809285,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2302965,Lachnospiraceae bacterium AM40-2BH,Lachnospiraceae bacterium AM40-2BH,species,0.5308731999482236,abund,0.53,54744000,54744000,0.5682450427253647,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2382163,Streptococcus koreensis,Streptococcus koreensis,species,0.3724568512277395,abund,0.37,38408000,38408000,0.39867666960755166,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2485925,Oscillospiraceae bacterium,Oscillospiraceae bacterium,species,0.030081263083431786,abund,0.03,3102000,3102000,0.032198891614315384,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2508867,Prevotella brunnea,Prevotella brunnea,species,0.021072399961411113,abund,0.02,2173000,2173000,0.022555832197906942,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2584648,Faecalibacterium sp. BIOML-A4,Faecalibacterium sp. BIOML-A4,species,0.0181050026359662,abund,0.02,1867000,1867000,0.019379539214676608,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2585118,Alistipes communis,Alistipes communis,species,0.7605943608713105,abund,0.76,78433000,78433000,0.8141378678225656,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2610896,Streptococcus sp. LPB0220,Streptococcus sp. LPB0220,species,0.7147548603570029,abund,0.71,73706000,73706000,0.765071407261357,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2682455,Veillonella sp. S12025-13,Veillonella sp. S12025-13,species,0.6827535166512244,abund,0.68,70406000,70406000,0.7308172672461279,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2682456,Veillonella nakazawae,Veillonella nakazawae,species,0.28121423215874863,abund,0.28,28999000,28999000,0.3010108503944332,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2709720,Blautia sp. MSK.20.9,Blautia sp. MSK.20.9,species,1.4707429672100574,abund,1.47,151664000,151664000,1.5742787549302155,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2714355,Vescimonas coprocola,Vescimonas coprocola,species,0.5835202590326695,abund,0.58,60173000,60173000,0.6245982930716311,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2714358,Pusillimonas faecalis,Pusillimonas faecalis,species,0.666946792335946,abund,0.67,68776000,68776000,0.7138977980870906,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2735723,Turicibacter bilis,Turicibacter bilis,species,0.6374279771115854,abund,0.64,65732000,65732000,0.6823009489336489,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2763667,Lachnospiraceae bacterium NSJ-29,Lachnospiraceae bacterium NSJ-29,species,0.9206495565872288,abund,0.92,94937999,94937999,0.9854604577308133,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2763672,Lachnospiraceae bacterium sunii NSJ-8,Lachnospiraceae bacterium sunii NSJ-8,species,0.8308033597890354,abund,0.83,85672999,85672999,0.8892893646274501,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2806443,Turicibacter sp. TJ11,Turicibacter sp. TJ11,species,0.584014825253577,abund,0.58,60224000,60224000,0.6251276752355028,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2817021,Faecalibacterium sp. Marseille-Q4137,Faecalibacterium sp. Marseille-Q4137,species,0.16921922656540447,abund,0.17,17450000,17450000,0.18113174038356014,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2881266,Faecalibacterium sp. CLA-AA-H233,Faecalibacterium sp. CLA-AA-H233,species,0.37025554667585714,abund,0.37,38181000,38181000,0.39632039997620105,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2883199,Lachnospiraceae bacterium 210521-DFI.1.109,Lachnospiraceae bacterium 210521-DFI.1.109,species,0.08289317757484684,abund,0.08,8548000,8548000,0.08872860268187231,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2884902,Bifidobacterium sp. MSK23_125,Bifidobacterium sp. MSK23_125,species,0.4508698406837774,abund,0.45,46494000,46494000,0.4826096926872919,0.9342328749620027
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,194,Campylobacter,Campylobacter,genus,0.425637266040615,abund,0.43,43892000,0,0.4786707850166739,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,724,Haemophilus,Haemophilus,genus,2.4026027011685662,abund,2.4,247758000,0,2.7019620056994698,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,816,Bacteroides,Bacteroides,genus,13.734879744751325,abund,13.73,1416350000,0,15.446217223146956,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,830,Butyrivibrio,Butyrivibrio,genus,0.5572597624401701,abund,0.56,57465000,0,0.6266931709874959,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,838,Prevotella,Prevotella,genus,0.9779513565743334,abund,0.98,100846999,0,1.0998020636540995,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,841,Roseburia,Roseburia,genus,2.6931845993939154,abund,2.69,277723000,0,3.0287498046839,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,848,Fusobacterium,Fusobacterium,genus,0.5199054666963341,abund,0.52,53613000,0,0.5846846076072848,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1253,Pediococcus,Pediococcus,genus,0.42062372219337646,abund,0.42,43375000,0,0.4730325640230164,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1263,Ruminococcus,Ruminococcus,genus,0.703311955637967,abund,0.7,72526000,0,0.7909431639961564,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1301,Streptococcus,Streptococcus,genus,6.26426303040614,abund,6.26,645975000,0,7.044777188352,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1378,Gemella,Gemella,genus,0.4274991624016785,abund,0.43,44084000,0,0.4807646697957499,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1485,Clostridium,Clostridium,genus,1.113510997684764,abund,1.11,114826000,0,1.2522521543863254,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1654,Actinomyces,Actinomyces,genus,1.4667573453121558,abund,1.47,151253000,0,1.6495122629665313,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1678,Bifidobacterium,Bifidobacterium,genus,2.413580122099959,abund,2.41,248889999,0,2.7143071904704548,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1730,Eubacterium,Eubacterium,genus,1.4464025512399048,abund,1.45,149154000,0,1.6266213038452793,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2701,Gardnerella,Gardnerella,genus,0.3972433465343971,abund,0.4,40964000,0,0.4467390421357658,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,28050,Lachnospira,Lachnospira,genus,0.5043702689337107,abund,0.5,52011000,0,0.5672137564818699,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,29465,Veillonella,Veillonella,genus,2.409206614824213,abund,2.41,248439000,0,2.7093887532752543,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,32207,Rothia,Rothia,genus,1.0975200232087554,abund,1.1,113177000,0,1.2342687377160328,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,33042,Coprococcus,Coprococcus,genus,0.7580827402592509,abund,0.76,78174000,0,0.8525382745806405,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,40544,Sutterella,Sutterella,genus,0.7081509467013559,abund,0.71,73025000,0,0.7963850832917757,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,84111,Eggerthella,Eggerthella,genus,0.8081018005116939,abund,0.81,83331999,0,0.9087896058128746,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,86331,Mogibacterium,Mogibacterium,genus,0.4216807362733552,abund,0.42,43484000,0,0.4742212798611376,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,102106,Collinsella,Collinsella,genus,0.5639218603571002,abund,0.56,58152000,0,0.634185352462627,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,133925,Olsenella,Olsenella,genus,0.7679934594311617,abund,0.77,79196000,0,0.8636838487692634,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,162289,Peptoniphilus,Peptoniphilus,genus,0.3671620834509653,abund,0.37,37862000,0,0.41290971617382016,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,171003,Caloranaerobacter,Caloranaerobacter,genus,0.6085879782688627,abund,0.61,62758000,0,0.6844167758606677,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,189330,Dorea,Dorea,genus,0.8381151916543388,abund,0.84,86427000,0,0.9425426031312332,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,191303,Turicibacter,Turicibacter,genus,1.956920957115877,abund,1.96,201799000,0,2.200749242358056,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,207244,Anaerostipes,Anaerostipes,genus,0.5689838910887417,abund,0.57,58674000,0,0.6398781017057399,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,216851,Faecalibacterium,Faecalibacterium,genus,4.923930377788194,abund,4.92,507758999,0,5.537441872109055,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,239759,Alistipes,Alistipes,genus,2.8713351100662963,abund,2.87,296094000,0,3.2290974988318393,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,244127,Anaerotruncus,Anaerotruncus,genus,0.8088485082288722,abund,0.81,83409000,0,0.9096293517601329,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,283168,Odoribacter,Odoribacter,genus,1.016808745734653,abund,1.02,104853999,0,1.143501002767419,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,375288,Parabacteroides,Parabacteroides,genus,6.577750132823322,abund,6.58,678302000,0,7.397324132379021,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,397864,Barnesiella,Barnesiella,genus,0.07605651717669001,abund,0.08,7842999,0,0.0855330011896243,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,416916,Aggregatibacter,Aggregatibacter,genus,0.5624575564481389,abund,0.56,58001000,0,0.632538599329083,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,459786,Oscillibacter,Oscillibacter,genus,0.05176459778831685,abund,0.05,5338000,0,0.058214359118267694,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,572511,Blautia,Blautia,genus,4.647797571114847,abund,4.65,479283999,0,5.226903491462243,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,577309,Paraprevotella,Paraprevotella,genus,0.7374370248805835,abund,0.74,76045000,0,0.8293201459626577,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,644652,Gordonibacter,Gordonibacter,genus,0.76742131419521,abund,0.77,79137000,0,0.8630404154256934,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,909656,Phocaeicola,Phocaeicola,genus,2.660611110452185,abund,2.66,274364000,0,2.9921177266999623,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,946234,Flavonifractor,Flavonifractor,genus,1.0119988468019057,abund,1.01,104357999,0,1.1380918004214728,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1273095,Anaerosphaera,Anaerosphaera,genus,0.020228718475427343,abund,0.02,2085999,0,0.022749174767018973,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1348911,Coprobacter,Coprobacter,genus,0.7939145478328423,abund,0.79,81869000,0,0.8928346509279614,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1392389,Intestinimonas,Intestinimonas,genus,0.7599252418665534,abund,0.76,78364000,0,0.8546103480599345,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1505657,Intestinibacter,Intestinibacter,genus,0.6831511091033265,abund,0.68,70447000,0,0.7682703178727246,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1505663,Erysipelatoclostridium,Erysipelatoclostridium,genus,1.1453862754910955,abund,1.15,118113000,0,1.2880990255781102,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1506553,Lachnoclostridium,Lachnoclostridium,genus,0.05850427472029142,abund,0.06,6033000,0,0.06579378579252698,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1649459,Hungatella,Hungatella,genus,1.6823785202509391,abund,1.68,173488000,0,1.891999388293373,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1686313,Fenollaria,Fenollaria,genus,0.16878284460578022,abund,0.17,17405000,0,0.1898128363532127,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1905344,Ruthenibacterium,Ruthenibacterium,genus,1.0943586783456998,abund,1.09,112851000,0,1.2307134958515602,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1924081,Bariatricus,Bariatricus,genus,0.03513359643819257,abund,0.04,3623000,0,0.03951116955516745,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,1924110,Massilimicrobiota,Massilimicrobiota,genus,0.027705396050322864,abund,0.03,2856999,0,0.03115743083299582,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2172004,Lawsonibacter,Lawsonibacter,genus,0.7404044222060284,abund,0.74,76351000,0,0.8326572748293101,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2316020,Mediterraneibacter,Mediterraneibacter,genus,0.6025465124722869,abund,0.6,62135000,0,0.6776225559785618,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2529408,Schaalia,Schaalia,genus,0.5664916652304431,abund,0.57,58417000,0,0.6370753496837475,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2569097,Anaerobutyricum,Anaerobutyricum,genus,0.8825679672747293,abund,0.88,91011000,0,0.9925341022316714,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2591381,Dysosmobacter,Dysosmobacter,genus,0.6494042375590511,abund,0.65,66967000,0,0.7303186562519731,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2678885,Faecalibacillus,Faecalibacillus,genus,0.6603816681878211,abund,0.66,68099000,0,0.7426638519286084,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2759736,Lacticaseibacillus,Lacticaseibacillus,genus,0.692858183360746,abund,0.69,71448000,0,0.7791868734136362,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2767842,Lactiplantibacillus,Lactiplantibacillus,genus,0.7666067345372446,abund,0.77,79053000,0,0.8621243408348475,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2767886,Levilactobacillus,Levilactobacillus,genus,0.5818426128323363,abund,0.58,60000000,0,0.654338993461233,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2892396,Vescimonas,Vescimonas,genus,0.5835202590326695,abund,0.58,60173000,0,0.6562256708923796,0.8892066935436397
Sourmash,default,Sourmash_default,simulated,simulated,pacbio,sim_pacbio,0,2892397,Pusillimonas (ex Kitahara et al. 2021),Pusillimonas (ex Kitahara et al. 2021),genus,0.666946792335946,abund,0.67,68776000,0,0.7500469769048294,0.8892066935436397
