tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,lineage_raw,query_name,query_md5,query_filename,fraction_raw,f_weighted_raw,bp_match_at_rank,query_ani_at_rank,total_weighted_hashes,norm_abund,classified_fraction
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,5476,Candida albicans,Candida albicans,species,1.00133521241139,abund_weighted,0.0100133521241139,;Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida;Candida albicans,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.0073610708633334,0.0100133521241139,13209000,0.8534766524162631,6747990,1.405403471639832,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,4932,Saccharomyces cerevisiae,Saccharomyces cerevisiae,species,0.76931056507196,abund_weighted,0.0076931056507196,;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces cerevisiae,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.0056385278972827,0.0076931056507196,10118000,0.846168704906794,6747990,1.0797500432623708,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,562,Escherichia coli,Escherichia coli,species,10.92929894679749,abund_weighted,0.1092929894679749,;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.0048053988988208,0.1092929894679749,8623000,0.8418158118531699,6747990,15.339593067369528,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,817,Bacteroides fragilis,Bacteroides fragilis,species,12.102507561510901,abund_weighted,0.121025075615109,;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.0028978399946501,0.121025075615109,5200000,0.828192765171529,6747990,16.986225922819916,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,1496,Clostridioides difficile,Clostridioides difficile,species,1.32614304407682,abund_weighted,0.0132614304407682,;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Clostridioides;Clostridioides difficile,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.002271460734268,0.0132614304407682,4076000,0.8217118001267681,6747990,1.861280832767584,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,301301,Roseburia hominis,Roseburia hominis,species,7.65614649695687,abund_weighted,0.0765614649695687,;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia hominis,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.0019844631194132,0.0765614649695687,3561000,0.8181391864532889,6747990,10.74562717143885,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,853,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,species,8.74562647543935,abund_weighted,0.0874562647543935,;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;Faecalibacterium prausnitzii,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.001738146719868,0.0874562647543935,3119000,0.814649002551631,6747990,12.274744419152597,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,239935,Akkermansia muciniphila,Akkermansia muciniphila,species,1.17578716032477,abund_weighted,0.0117578716032477,;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.0015943692739796,0.0117578716032477,2861000,0.8123831983551546,6747990,1.6502519201842214,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,28128,Prevotella corporis,Prevotella corporis,species,5.17253285793251,abund_weighted,0.0517253285793251,;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella corporis,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.0015135641202826,0.0517253285793251,2716000,0.81102134543552,6747990,7.2598022576308265,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,851,Fusobacterium nucleatum,Fusobacterium nucleatum,species,3.95141368022181,abund_weighted,0.0395141368022181,;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium nucleatum,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.0013302200129288,0.0395141368022181,2387000,0.807650261421206,6747990,5.545925515487933,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,423477,Veillonella rogosae,Veillonella rogosae,species,11.10792991690859,abund_weighted,0.1110792991690859,;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;Veillonella rogosae,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.0012711486591917,0.1110792991690859,2281000,0.8064677014324935,6747990,15.590306896689444,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,1680,Bifidobacterium adolescentis,Bifidobacterium adolescentis,species,3.12124054718516,abund_weighted,0.0312124054718516,;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium adolescentis,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.0011647087670805,0.0312124054718516,2090000,0.8041958911071111,6747990,4.380753064973446,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,1613,Limosilactobacillus fermentum,Limosilactobacillus fermentum,species,4.02011561961413,abund_weighted,0.0402011561961413,;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus fermentum,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.0010409932903858,0.0402011561961413,1868000,0.801288007508687,6747990,5.6423507114998035,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,2173,Methanobrevibacter smithii,Methanobrevibacter smithii,species,0.08024611773283,abund_weighted,0.0008024611773283,;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter smithii,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.0009479280444038,0.0008024611773283,1701000,0.7988709427624183,6747990,0.11262779042369682,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,674529,Bacteroides faecis,Bacteroides faecis,species,0.01152935911286,abund_weighted,0.0001152935911286,;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides faecis,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.0003912083992777,0.0001152935911286,702000,0.7763859775616738,6747990,0.01618179518922056,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,28901,Salmonella enterica,Salmonella enterica,species,0.012551885820809999,abund_weighted,0.0001255188582081,;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.0003538708455005,0.0001255188582081,635000,0.7738778427927002,6747990,0.017616941549185947,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,573,Klebsiella pneumoniae,Klebsiella pneumoniae,species,0.01016599016892,abund_weighted,0.0001016599016892,;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.000313189630191,0.0001016599016892,562000,0.7708351819071183,6747990,0.014268266709257345,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,216816,Bifidobacterium longum,Bifidobacterium longum,species,0.0055720295969614655,abund_weighted,5.5720295969614656e-05,;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.0001850159381199,5.5720295969614656e-05,332000,0.7578572186935492,6747990,0.007820507700704186,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,28116,Bacteroides ovatus,Bacteroides ovatus,species,0.0042531183359785655,abund_weighted,4.253118335978566e-05,;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.0001538084304852,4.253118335978566e-05,276000,0.7533544524570712,6747990,0.00596937688856942,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,820,Bacteroides uniformis,Bacteroides uniformis,species,0.003304687766282997,abund_weighted,3.304687766282997e-05,;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,0.0001081117228773,3.304687766282997e-05,194000,0.7448355770421036,6747990,0.004638226641641047,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,2509666,Escherichia sp. KS167_9B,Escherichia sp. KS167_9B,species,0.0036899876852218216,abund_weighted,3.6899876852218215e-05,;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia sp. KS167_9B,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,9.696618443637011e-05,3.6899876852218215e-05,174000,0.7422259579825654,6747990,0.005179006429455698,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,46503,Parabacteroides merdae,Parabacteroides merdae,species,0.002489630245450868,abund_weighted,2.489630245450868e-05,;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides merdae,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,7.634693832059027e-05,2.489630245450868e-05,137000,0.736523870299017,6747990,0.0034942693981869777,0.7124894968724013
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,,46506,Bacteroides stercoris,Bacteroides stercoris,species,0.0019857765053000968,abund_weighted,1.9857765053000968e-05,;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercoris,,c21c3eff,/dodo/eh58/bakeoff/data/ZymoMockD6331/ont/D6331_Zymo.fastq,6.965961525601301e-05,1.9857765053000968e-05,125000,0.7343491816038396,6747990,0.002787095829506279,0.7124894968724013
