tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,genomeSize,numReads,numUniqueReads,norm_abund,classified_fraction
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,134,134,Methylocystis parvus,Methylocystis parvus,species,0.0,abund,0.0,4529043,2,0,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,139,139,Borreliella burgdorferi,Borreliella burgdorferi,species,0.0,abund,0.0,1329613,2,0,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,140,140,Borrelia hermsii,Borrelia hermsii,species,0.0,abund,0.0,922280,4,0,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,141,141,Borrelia parkeri,Borrelia parkeri,species,0.0,abund,0.0,1030684,12,3,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,142,142,Borrelia turicatae,Borrelia turicatae,species,0.0,abund,0.0,1165365,16,0,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,143,143,Borrelia anserina,Borrelia anserina,species,0.0,abund,0.0,1042690,1,0,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,154,154,Spirochaeta thermophila,Spirochaeta thermophila,species,0.0,abund,0.0,2472645,22,15,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,158,158,Treponema denticola,Treponema denticola,species,0.0,abund,0.0,2843201,56,39,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,159,159,Brachyspira hyodysenteriae,Brachyspira hyodysenteriae,species,0.0,abund,0.0,3055339,156,23,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,160,160,Treponema pallidum,Treponema pallidum,species,0.0,abund,0.0,1139838,6,0,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,162,162,Treponema phagedenis,Treponema phagedenis,species,0.0,abund,0.0,17151030,101,10,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,167,167,Treponema succinifaciens,Treponema succinifaciens,species,0.0,abund,0.0,2897425,122,95,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,172,172,Leptospira biflexa,Leptospira biflexa,species,0.0,abund,0.0,3953768,43,0,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,173,173,Leptospira interrogans,Leptospira interrogans,species,0.0,abund,0.0,6128534,128,35,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,174,174,Leptospira borgpetersenii,Leptospira borgpetersenii,species,0.0,abund,0.0,4736323,120,3,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,180,180,Leptospirillum ferrooxidans,Leptospirillum ferrooxidans,species,0.0,abund,0.0,2559538,9,5,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,192,192,Azospirillum brasilense,Azospirillum brasilense,species,0.0,abund,0.0,50779208,116,12,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,193,193,Azospirillum lipoferum,Azospirillum lipoferum,species,0.0,abund,0.0,7223069,48,23,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,195,195,Campylobacter coli,Campylobacter coli,species,0.0,abund,0.0,1776238,221,79,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,196,196,Campylobacter fetus,Campylobacter fetus,species,0.0,abund,0.0,2065164,104,11,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,197,197,Campylobacter jejuni,Campylobacter jejuni,species,0.0,abund,0.0,3124996,273,24,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,198,198,Campylobacter hyointestinalis,Campylobacter hyointestinalis,species,0.0,abund,0.0,1755214,70,0,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,199,199,Campylobacter concisus,Campylobacter concisus,species,0.0593442,abund,0.000593442,2099413,5561,5538,0.06403805845468134,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,200,200,Campylobacter curvus,Campylobacter curvus,species,0.0,abund,0.0,1971270,54,0,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,201,201,Campylobacter lari,Campylobacter lari,species,0.0,abund,0.0,1565468,164,42,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,204,204,Campylobacter showae,Campylobacter showae,species,0.0,abund,0.0,2160580,3,2,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,206,206,Campylobacter sputorum,Campylobacter sputorum,species,0.0,abund,0.0,1746988,137,22,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,210,210,Helicobacter pylori,Helicobacter pylori,species,0.0,abund,0.0,1700965,142,49,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,212,212,Helicobacter acinonychis,Helicobacter acinonychis,species,0.0,abund,0.0,1557588,18,14,0.0,0.9267020492508667
Centrifuge,default,Centrifuge_default,simulated,simulated,pacbio,sim_pacbio,213,213,Helicobacter cinaedi,Helicobacter cinaedi,species,0.0,abund,0.0,2170766,27,16,0.0,0.9267020492508667
