tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,genomeSize,numReads,numUniqueReads,taxRank_raw,norm_abund,classified_fraction
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,203263,203263,Corynebacterium_aquilae,Corynebacterium aquilae,species,0.0,abund,0.0,2884971,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,204038,204038,Dickeya_dadantii,Dickeya dadantii,species,0.0,abund,0.0,5042408,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,204042,204042,Dickeya_zeae,Dickeya zeae,species,0.0,abund,0.0,6271598,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,208199,208199,Pseudalkalibacillus_hwajinpoensis,Pseudalkalibacillus hwajinpoensis,species,0.0,abund,0.0,4337074,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,208226,208226,Alkaliphilus_metalliredigens,Alkaliphilus metalliredigens,species,0.0,abund,0.0,4853565,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,208479,208479,Enterocloster_bolteae,Enterocloster bolteae,species,0.00261,abund,2.61e-05,6570195,65,34,species,0.0026301776710210044,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,208962,208962,Escherichia_albertii,Escherichia albertii,species,0.00047999999999999996,abund,4.8e-06,62167787,7,6,species,0.00048371083604983986,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,212767,212767,Mycobacterium_sp._JS623,Mycobacterium_sp._JS623,species,0.0,abund,0.0,6444882,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,213419,213419,Geobacillus_zalihae,Geobacillus zalihae,species,0.0,abund,0.0,7076265,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,214856,214856,Alistipes_finegoldii,Alistipes finegoldii,species,0.025789999999999997,abund,0.0002579,3907724,50,47,species,0.02598938012859452,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,215578,215578,Williamsoniiplasma_somnilux,Williamsoniiplasma somnilux,species,0.0,abund,0.0,779600,4,4,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,216816,216816,Bifidobacterium_longum,Bifidobacterium longum,species,0.0,abund,0.0,2649432,43,42,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,216934,216934,Spiroplasma_corruscae,Spiroplasma corruscae,species,0.0,abund,0.0,1060249,2,2,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,216937,216937,Spiroplasma_floricola,Spiroplasma floricola,species,0.0,abund,0.0,1078895,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,216942,216942,Spiroplasma_litorale,Spiroplasma litorale,species,0.0,abund,0.0,1030783,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,216964,216964,Spiroplasma_sp._BIUS-1,Spiroplasma_sp._BIUS-1,species,0.0,abund,0.0,830612,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,217159,217159,Clostridium_carboxidivorans,Clostridium carboxidivorans,species,0.0,abund,0.0,5483210,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,218284,218284,Rossellomorea_vietnamensis,Rossellomorea vietnamensis,species,0.0,abund,0.0,4560892,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,220687,220687,Neobacillus_novalis,Neobacillus novalis,species,0.0,abund,0.0,5592531,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,231439,231439,Pseudodesulfovibrio_portus,Pseudodesulfovibrio portus,species,0.0,abund,0.0,3392009,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,232259,232259,Belliella_baltica,Belliella baltica,species,0.0,abund,0.0,4119144,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,232348,232348,Synechococcus_sp._CB0101,Synechococcus_sp._CB0101,species,0.0,abund,0.0,2781378,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,233181,233181,Candidatus_Kinetoplastibacterium_blastocrithidii,Candidatus Kinetoplastibacterium_blastocrithidii,species,0.0,abund,0.0,793033,2,0,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,233316,233316,Alteromonas_stellipolaris,Alteromonas stellipolaris,species,0.0,abund,0.0,7051933,1,0,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,237610,237610,Pseudomonas_psychrotolerans,Pseudomonas psychrotolerans,species,0.0,abund,0.0,5371783,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,238834,238834,Clostridium_estertheticum,Clostridium estertheticum,species,0.0,abund,0.0,10095724,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,238836,238836,Shewanella_donghaensis,Shewanella donghaensis,species,0.0,abund,0.0,4880029,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,239935,239935,Akkermansia_muciniphila,Akkermansia muciniphila,species,0.19678,abund,0.0019678,55961649,6227,3453,species,0.19830128816226564,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,240521,240521,Rhizobium_daejeonense,Rhizobium daejeonense,species,0.0,abund,0.0,5139279,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,244366,244366,Klebsiella_variicola,Klebsiella variicola,species,0.0,abund,0.0,14514940,2,2,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,246432,246432,Staphylococcus_equorum,Staphylococcus equorum,species,0.0,abund,0.0,5417339,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,246787,246787,Bacteroides_cellulosilyticus,Bacteroides cellulosilyticus,species,0.0,abund,0.0,7230232,5,5,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,248039,248039,Mucispirillum_schaedleri,Mucispirillum schaedleri,species,0.0,abund,0.0,2207351,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,253239,253239,Ethanoligenens_harbinense,Ethanoligenens harbinense,species,0.0,abund,0.0,4518842,1,0,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,255507,255507,Aliarcobacter_cibarius,Aliarcobacter cibarius,species,0.0,abund,0.0,2130774,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,264636,264636,Acholeplasma_hippikon,Acholeplasma hippikon,species,0.0,abund,0.0,1427984,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,264697,264697,Peribacillus_muralis,Peribacillus muralis,species,0.0,abund,0.0,4950969,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,271098,271098,Shewanella_halifaxensis,Shewanella halifaxensis,species,0.0,abund,0.0,5204638,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,282217,282217,Variovorax_sp._SRS16,Variovorax_sp._SRS16,species,0.0,abund,0.0,7585250,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,282402,282402,Prevotella_multiformis,Prevotella multiformis,species,0.0,abund,0.0,3010433,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,283811,283811,Stackebrandtia_nassauensis,Stackebrandtia nassauensis,species,0.0,abund,0.0,6780477,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,291112,291112,Photorhabdus_asymbiotica,Photorhabdus asymbiotica,species,0.0,abund,0.0,5036438,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,291644,291644,Bacteroides_salyersiae,Bacteroides salyersiae,species,0.00639,abund,6.39e-05,5490413,18,15,species,0.0064394005049134935,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,291645,291645,Bacteroides_nordii,Bacteroides nordii,species,0.0,abund,0.0,5626047,2,2,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,292800,292800,Flavonifractor_plautii,Flavonifractor plautii,species,0.0,abund,0.0,4668766,4,3,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,293091,293091,Haloquadratum_walsbyi,Haloquadratum walsbyi,species,0.0,abund,0.0,3211759,1,0,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,296745,296745,Caldalkalibacillus_thermarum,Caldalkalibacillus thermarum,species,0.0,abund,0.0,3326782,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,300231,300231,Glaciecola_nitratireducens,Glaciecola nitratireducens,species,0.0,abund,0.0,4110029,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,301301,301301,Roseburia_hominis,Roseburia hominis,species,2.6700600000000003,abund,0.0267006,3567817,5647,5412,species,2.6907019893817408,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,301585,301585,Spiroplasma_platyhelix,Spiroplasma platyhelix,species,0.0,abund,0.0,684319,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,311182,311182,Denitratisoma_oestradiolicum,Denitratisoma oestradiolicum,species,0.0,abund,0.0,4276282,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,313598,313598,Polaribacter_sp._MED152,Polaribacter_sp._MED152,species,0.0,abund,0.0,2868368,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,314275,314275,Alteromonas_mediterranea,Alteromonas mediterranea,species,0.0,abund,0.0,6578186,1,0,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,322095,322095,Porphyromonas_somerae,Porphyromonas somerae,species,0.0,abund,0.0,2718869,3,3,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,323450,323450,Pontibacter_actiniarum,Pontibacter actiniarum,species,0.0,abund,0.0,4959725,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,328615,328615,Trichoplusia_ni_ascovirus_2c,Trichoplusia ni_ascovirus_2c,species,0.0,abund,0.0,170917,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,328813,328813,Alistipes_onderdonkii,Alistipes onderdonkii,species,0.0068,abund,6.8e-05,5225480,13,9,species,0.006852570177372732,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,328814,328814,Alistipes_shahii,Alistipes shahii,species,0.0,abund,0.0,3792078,2,2,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,332101,332101,Clostridium_drakei,Clostridium drakei,species,0.0,abund,0.0,5404564,1,1,species,0.0,0.9923284000000001
Centrifuger,default,Centrifuger_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,333367,333367,Enterocloster_asparagiformis,Enterocloster asparagiformis,species,0.0,abund,0.0,6321483,1,1,species,0.0,0.9923284000000001
