tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,genomeSize,numReads,numUniqueReads
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,648,648,Aeromonas caviae,Aeromonas caviae,species,4.44725e-05,abund,4.44725e-07,239363017,2797,93
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,650,650,Aeromonas jandaei,Aeromonas jandaei,species,1.5315600000000002e-51,abund,1.5315600000000001e-53,33232067,8,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,651,651,Aeromonas media,Aeromonas media,species,0.019722,abund,0.00019722,6784661,1991,124
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,654,654,Aeromonas veronii,Aeromonas veronii,species,0.0,abund,0.0,1383869,15,12
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,663,663,Vibrio alginolyticus,Vibrio alginolyticus,species,0.0,abund,0.0,15571101,23,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,666,666,Vibrio cholerae,Vibrio cholerae,species,0.02457783,abund,0.0002457783,13210865,12763,1012
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,668,668,Aliivibrio fischeri,Aliivibrio fischeri,species,2.12883e-23,abund,2.12883e-25,5112817,895,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,669,669,Vibrio harveyi,Vibrio harveyi,species,2.44762e-78,abund,2.44762e-80,246655237,124,78
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,670,670,Vibrio parahaemolyticus,Vibrio parahaemolyticus,species,0.5374720000000001,abund,0.00537472,7461511,16940,15735
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,672,672,Vibrio vulnificus,Vibrio vulnificus,species,1.05114e-15,abund,1.05114e-17,11383390,219,1
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,676,676,Vibrio fluvialis,Vibrio fluvialis,species,0.0,abund,0.0,206822540,2,1
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,680,680,Vibrio campbellii,Vibrio campbellii,species,0.000427871,abund,4.27871e-06,20279860,4361,91
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,691,691,Vibrio natriegens,Vibrio natriegens,species,1.01319e-41,abund,1.01319e-43,13649423,22,1
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,714,714,Aggregatibacter actinomycetemcomitans,Aggregatibacter actinomycetemcomitans,species,9.8528e-24,abund,9.852799999999999e-26,12003366,243,32
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,715,715,Actinobacillus pleuropneumoniae,Actinobacillus pleuropneumoniae,species,0.00464967,abund,4.64967e-05,2117924,1670,83
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,726,726,Haemophilus haemolyticus,Haemophilus haemolyticus,species,0.0459866,abund,0.000459866,16709894,3151,3150
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,727,727,Haemophilus influenzae,Haemophilus influenzae,species,0.360744,abund,0.00360744,2136774,5722,1184
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,729,729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,species,0.3826910000444295,abund,0.0038269100004442954,2071182,6122,128
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,730,730,[Haemophilus] ducreyi,[Haemophilus] ducreyi,species,0.126036,abund,0.00126036,1035570,1342,269
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,732,732,Aggregatibacter aphrophilus,Aggregatibacter aphrophilus,species,0.781716,abund,0.00781716,1553324,3147,3131
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,735,735,Haemophilus parahaemolyticus,Haemophilus parahaemolyticus,species,0.046033,abund,0.00046033,16490301,5918,246
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,747,747,Pasteurella multocida,Pasteurella multocida,species,2.28131e-14,abund,2.28131e-16,5334695,316,2
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,750,750,Gallibacterium anatis,Gallibacterium anatis,species,0.0224147,abund,0.000224147,1796660,520,281
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,781,781,Rickettsia conorii,Rickettsia conorii,species,1.93111e-58,abund,1.93111e-60,30927727,68,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,813,813,Chlamydia trachomatis,Chlamydia trachomatis,species,1.4105899999999999e-36,abund,1.41059e-38,1729471,4,1
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,817,817,Bacteroides fragilis,Bacteroides fragilis,species,0.883513,abund,0.00883513,1124374,4946,3110
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,818,818,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,species,0.4429634,abund,0.004429634,2297221,9039,409
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,820,820,Bacteroides uniformis,Bacteroides uniformis,species,1.33483,abund,0.0133483,1796687,13873,3383
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,821,821,Phocaeicola vulgatus,Phocaeicola vulgatus,species,0.3513628,abund,0.003513628,4880692,8939,938
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,823,823,Parabacteroides distasonis,Parabacteroides distasonis,species,1.918729,abund,0.01918729,1561849,12491,9556
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,831,831,Butyrivibrio fibrisolvens,Butyrivibrio fibrisolvens,species,4.94535e-32,abund,4.94535e-34,21844206,757,6
Centrifuge,unified,Centrifuge_unified,simulated,simulated,pacbio,sim_pacbio,849,849,Fusobacterium gonidiaformans,Fusobacterium gonidiaformans,species,0.0,abund,0.0,1035549,1,1
