tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,genomeSize,numReads,numUniqueReads
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,195,195,Campylobacter coli,Campylobacter coli,species,0.0,abund,0.0,5765114,395,33
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,196,196,Campylobacter fetus,Campylobacter fetus,species,0.0,abund,0.0,15065459,1,1
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,197,197,Campylobacter jejuni,Campylobacter jejuni,species,0.000984407,abund,9.84407e-06,6696946,1563,135
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,198,198,Campylobacter hyointestinalis,Campylobacter hyointestinalis,species,0.0,abund,0.0,7219458,10,0
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,199,199,Campylobacter concisus,Campylobacter concisus,species,0.0,abund,0.0,7077237,4,0
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,206,206,Campylobacter sputorum,Campylobacter sputorum,species,0.0,abund,0.0,5178066,6,2
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,210,210,Helicobacter pylori,Helicobacter pylori,species,0.000505878,abund,5.05878e-06,2289129,3273,66
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,213,213,Helicobacter cinaedi,Helicobacter cinaedi,species,0.0,abund,0.0,19975918,13,8
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,227,227,Pseudoalteromonas carrageenovora,Pseudoalteromonas carrageenovora,species,0.0,abund,0.0,19891163,9,0
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,235,235,Brucella abortus,Brucella abortus,species,0.137009,abund,0.00137009,4115010,8723,1517
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,238,238,Elizabethkingia meningoseptica,Elizabethkingia meningoseptica,species,0.0,abund,0.0,12426957,28,0
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,247,247,Empedobacter brevis,Empedobacter brevis,species,0.0,abund,0.0,43496207,9,4
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,250,250,Chryseobacterium gleum,Chryseobacterium gleum,species,0.0,abund,0.0,8284831,9,3
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,259,259,Sphingobacterium thalpophilum,Sphingobacterium thalpophilum,species,0.0,abund,0.0,13462863,11,2
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,263,263,Francisella tularensis,Francisella tularensis,species,0.0,abund,0.0,4915514,58,3
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,266,266,Paracoccus denitrificans,Paracoccus denitrificans,species,0.0,abund,0.0,11134740,2,0
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,274,274,Thermus thermophilus,Thermus thermophilus,species,0.0,abund,0.0,3960793,14,2
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,285,285,Comamonas testosteroni,Comamonas testosteroni,species,0.0,abund,0.0,1035560,2,0
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,287,287,Pseudomonas aeruginosa,Pseudomonas aeruginosa,species,0.0,abund,0.0,4120622,546,212
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,292,292,Burkholderia cepacia,Burkholderia cepacia,species,0.0,abund,0.0,20884762,18,10
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,294,294,Pseudomonas fluorescens,Pseudomonas fluorescens,species,0.0,abund,0.0,2737974,5,2
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,297,297,Hydrogenophilus thermoluteolus,Hydrogenophilus thermoluteolus,species,0.0,abund,0.0,12503466,2,0
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,303,303,Pseudomonas putida,Pseudomonas putida,species,0.0,abund,0.0,2589687,52,10
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,305,305,Ralstonia solanacearum,Ralstonia solanacearum,species,0.0,abund,0.0,6998451,44,0
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,317,317,Pseudomonas syringae,Pseudomonas syringae,species,0.0,abund,0.0,7497535,7,2
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,329,329,Ralstonia pickettii,Ralstonia pickettii,species,0.0,abund,0.0,20651746,1,1
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,337,337,Burkholderia glumae,Burkholderia glumae,species,0.0,abund,0.0,10398853,28,12
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,339,339,Xanthomonas campestris,Xanthomonas campestris,species,8.190039999999999e-277,abund,8.190039999999999e-279,28841559,144,32
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,343,343,Xanthomonas translucens,Xanthomonas translucens,species,0.0,abund,0.0,4418924,1,1
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,346,346,Xanthomonas citri,Xanthomonas citri,species,1.41956e-05,abund,1.41956e-07,35872144,376,127
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,347,347,Xanthomonas oryzae,Xanthomonas oryzae,species,0.0,abund,0.0,403144536,36,29
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,353,353,Azotobacter chroococcum,Azotobacter chroococcum,species,0.0,abund,0.0,8125268,1,1
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,358,358,Agrobacterium tumefaciens,Agrobacterium tumefaciens,species,0.0,abund,0.0,14416562,87,29
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,359,359,Rhizobium rhizogenes,Rhizobium rhizogenes,species,0.0,abund,0.0,5722865,61,4
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,362,362,Agrobacterium radiobacter,Agrobacterium radiobacter,species,0.0,abund,0.0,6444937,6,4
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,373,373,Agrobacterium vitis,Agrobacterium vitis,species,0.0,abund,0.0,114117648,14,5
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,375,375,Bradyrhizobium japonicum,Bradyrhizobium japonicum,species,0.0,abund,0.0,1035569,1,0
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,380,380,Sinorhizobium fredii,Sinorhizobium fredii,species,0.00010330099999999999,abund,1.03301e-06,9980598,82,54
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,382,382,Sinorhizobium meliloti,Sinorhizobium meliloti,species,0.00021078099999999997,abund,2.10781e-06,7559081,180,40
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,384,384,Rhizobium leguminosarum,Rhizobium leguminosarum,species,0.0,abund,0.0,17898560,55,7
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,399,399,Neorhizobium galegae,Neorhizobium galegae,species,0.0,abund,0.0,14461065,457,11
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,428,428,Methylosinus sporium,Methylosinus sporium,species,0.0,abund,0.0,18708799,5,2
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,436,436,Novacetimonas hansenii,Novacetimonas hansenii,species,0.0,abund,0.0,1035541,6,3
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,438,438,Acetobacter pasteurianus,Acetobacter pasteurianus,species,0.0,abund,0.0,9600575,3,2
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,442,442,Gluconobacter oxydans,Gluconobacter oxydans,species,0.0,abund,0.0,22732327,30,2
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,446,446,Legionella pneumophila,Legionella pneumophila,species,0.0,abund,0.0,10551012,30,12
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,450,450,Legionella longbeachae,Legionella longbeachae,species,0.0,abund,0.0,2067778,13,8
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,454,454,Legionella israelensis,Legionella israelensis,species,0.0,abund,0.0,32836259,4,1
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,470,470,Acinetobacter baumannii,Acinetobacter baumannii,species,0.103786,abund,0.00103786,7015917,14483,5498
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,485,485,Neisseria gonorrhoeae,Neisseria gonorrhoeae,species,0.000876583,abund,8.76583e-06,4260387,184,60
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,487,487,Neisseria meningitidis,Neisseria meningitidis,species,0.0,abund,0.0,1296051,3,2
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,511,511,Alcaligenes faecalis,Alcaligenes faecalis,species,0.0,abund,0.0,1035531,2,1
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,519,519,Bordetella parapertussis,Bordetella parapertussis,species,0.0,abund,0.0,1561130,18,17
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,520,520,Bordetella pertussis,Bordetella pertussis,species,9.31445e-129,abund,9.31445e-131,3925493,232,38
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,521,521,Bordetella avium,Bordetella avium,species,0.0,abund,0.0,1035578,5,1
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,529,529,Brucella anthropi,Brucella anthropi,species,0.0,abund,0.0,1875415,3,1
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,536,536,Chromobacterium violaceum,Chromobacterium violaceum,species,0.0,abund,0.0,1035563,1,1
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,542,542,Zymomonas mobilis,Zymomonas mobilis,species,0.0,abund,0.0,14230655,5,1
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,545,545,Citrobacter koseri,Citrobacter koseri,species,0.0,abund,0.0,8604520,41,14
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,546,546,Citrobacter freundii,Citrobacter freundii,species,0.0947678,abund,0.000947678,1035517,566,69
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,548,548,Klebsiella aerogenes,Klebsiella aerogenes,species,0.0,abund,0.0,2775578,16,4
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,549,549,Pantoea agglomerans,Pantoea agglomerans,species,0.0,abund,0.0,5870648,27,9
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,550,550,Enterobacter cloacae,Enterobacter cloacae,species,0.0,abund,0.0,7020681,54,10
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,552,552,Erwinia amylovora,Erwinia amylovora,species,0.0,abund,0.0,5407467,11,7
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,553,553,Pantoea ananatis,Pantoea ananatis,species,0.000164824,abund,1.64824e-06,6227999,53,22
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,554,554,Pectobacterium carotovorum,Pectobacterium carotovorum,species,0.0,abund,0.0,2308912,3,0
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,562,562,Escherichia coli,Escherichia coli,species,1.655660304,abund,0.01655660304,10835100,138674,28400
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,563,563,Shimwellia blattae,Shimwellia blattae,species,0.0,abund,0.0,1035558,3,0
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,564,564,Escherichia fergusonii,Escherichia fergusonii,species,0.0,abund,0.0,10773854,203,52
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,565,565,Atlantibacter hermannii,Atlantibacter hermannii,species,0.0,abund,0.0,35411946,6,3
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,569,569,Hafnia alvei,Hafnia alvei,species,0.0,abund,0.0,1035572,2,0
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,571,571,Klebsiella oxytoca,Klebsiella oxytoca,species,0.0,abund,0.0,251533391,31,12
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,573,573,Klebsiella pneumoniae,Klebsiella pneumoniae,species,0.0,abund,0.0,37677919,3802,874
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,575,575,Raoultella planticola,Raoultella planticola,species,0.0,abund,0.0,146320262,11,1
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,577,577,Raoultella terrigena,Raoultella terrigena,species,0.0,abund,0.0,9018339,54,0
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,582,582,Morganella morganii,Morganella morganii,species,0.0,abund,0.0,31823894,95,25
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,584,584,Proteus mirabilis,Proteus mirabilis,species,0.0,abund,0.0,2497269,52,19
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,585,585,Proteus vulgaris,Proteus vulgaris,species,0.0,abund,0.0,39250216,92,8
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,587,587,Providencia rettgeri,Providencia rettgeri,species,7.779e-176,abund,7.779000000000001e-178,2843363,331,14
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,588,588,Providencia stuartii,Providencia stuartii,species,0.0,abund,0.0,9208590,6,4
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,615,615,Serratia marcescens,Serratia marcescens,species,4.3453099999999997e-116,abund,4.34531e-118,39140225,435,32
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,621,621,Shigella boydii,Shigella boydii,species,0.0,abund,0.0,5917168,158,35
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,622,622,Shigella dysenteriae,Shigella dysenteriae,species,0.0,abund,0.0,9492724,386,127
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,623,623,Shigella flexneri,Shigella flexneri,species,0.0,abund,0.0,9938737,1038,154
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,624,624,Shigella sonnei,Shigella sonnei,species,0.0,abund,0.0,7853205,60,23
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,628,628,Xenorhabdus nematophila,Xenorhabdus nematophila,species,0.0,abund,0.0,3292466,4,2
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,630,630,Yersinia enterocolitica,Yersinia enterocolitica,species,0.0,abund,0.0,19808934,24,11
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,632,632,Yersinia pestis,Yersinia pestis,species,0.0106568,abund,0.000106568,6939953,923,345
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,633,633,Yersinia pseudotuberculosis,Yersinia pseudotuberculosis,species,0.0111398,abund,0.000111398,4226290,3895,216
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,634,634,Yersinia bercovieri,Yersinia bercovieri,species,0.0,abund,0.0,3581626,1,0
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,636,636,Edwardsiella tarda,Edwardsiella tarda,species,0.0,abund,0.0,3122429,78,44
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,644,644,Aeromonas hydrophila,Aeromonas hydrophila,species,0.0,abund,0.0,2615419,97,24
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,645,645,Aeromonas salmonicida,Aeromonas salmonicida,species,0.0,abund,0.0,16650647,30,6
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,648,648,Aeromonas caviae,Aeromonas caviae,species,1.52894e-05,abund,1.52894e-07,239363017,46,38
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,651,651,Aeromonas media,Aeromonas media,species,2.37168e-243,abund,2.37168e-245,6784661,102,1
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,654,654,Aeromonas veronii,Aeromonas veronii,species,0.0,abund,0.0,1383869,48,7
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,663,663,Vibrio alginolyticus,Vibrio alginolyticus,species,0.222748,abund,0.00222748,15571101,15707,13216
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,666,666,Vibrio cholerae,Vibrio cholerae,species,8.07743e-05,abund,8.07743e-07,13210865,225,72
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,668,668,Aliivibrio fischeri,Aliivibrio fischeri,species,0.0,abund,0.0,12173986,12,1
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,669,669,Vibrio harveyi,Vibrio harveyi,species,0.0,abund,0.0,246655237,31,9
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,670,670,Vibrio parahaemolyticus,Vibrio parahaemolyticus,species,0.00013519900000000002,abund,1.35199e-06,7461511,288,77
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,672,672,Vibrio vulnificus,Vibrio vulnificus,species,0.0,abund,0.0,11383390,92,28
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,675,675,Vibrio cincinnatiensis,Vibrio cincinnatiensis,species,0.0,abund,0.0,31425684,26,7
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,676,676,Vibrio fluvialis,Vibrio fluvialis,species,0.0,abund,0.0,206822540,175,16
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,680,680,Vibrio campbellii,Vibrio campbellii,species,4.9533599999999996e-05,abund,4.95336e-07,20279860,517,42
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,687,687,Vibrio gazogenes,Vibrio gazogenes,species,0.0,abund,0.0,30245066,2,0
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,688,688,Aliivibrio logei,Aliivibrio logei,species,0.0,abund,0.0,33933593,12,0
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,691,691,Vibrio natriegens,Vibrio natriegens,species,0.0,abund,0.0,13649423,36,10
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,714,714,Aggregatibacter actinomycetemcomitans,Aggregatibacter actinomycetemcomitans,species,0.0,abund,0.0,4691488,92,6
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,715,715,Actinobacillus pleuropneumoniae,Actinobacillus pleuropneumoniae,species,0.0,abund,0.0,2117924,5,1
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,727,727,Haemophilus influenzae,Haemophilus influenzae,species,0.00242938,abund,2.42938e-05,2136774,268,214
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,728,728,Avibacterium paragallinarum,Avibacterium paragallinarum,species,0.0,abund,0.0,80526193,7,4
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,729,729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,species,6.954209999999999e-188,abund,6.95421e-190,2071182,64,11
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,735,735,Haemophilus parahaemolyticus,Haemophilus parahaemolyticus,species,0.0,abund,0.0,16490301,11,2
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,738,738,Glaesserella parasuis,Glaesserella parasuis,species,0.0,abund,0.0,2462766,23,4
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,747,747,Pasteurella multocida,Pasteurella multocida,species,0.0,abund,0.0,5334695,2503,37
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,750,750,Gallibacterium anatis,Gallibacterium anatis,species,0.0,abund,0.0,1796660,1,0
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,753,753,Pasteurella canis,Pasteurella canis,species,0.0,abund,0.0,22458919,3,2
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,777,777,Coxiella burnetii,Coxiella burnetii,species,0.0,abund,0.0,4875319,73,19
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,779,779,Ehrlichia ruminantium,Ehrlichia ruminantium,species,0.0,abund,0.0,2588974,26,22
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,783,783,Rickettsia rickettsii,Rickettsia rickettsii,species,0.0,abund,0.0,1864060,17,0
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,803,803,Bartonella quintana,Bartonella quintana,species,0.0,abund,0.0,8212069,93,10
Centrifuge,unified,Centrifuge_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,813,813,Chlamydia trachomatis,Chlamydia trachomatis,species,0.0,abund,0.0,1729471,33,1
