tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,genomeSize,numReads,numUniqueReads
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,487,487,Neisseria meningitidis,Neisseria meningitidis,species,1.7694000000000001e-15,abund,1.7694e-17,1296051,23,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,500,500,Thermomicrobium roseum,Thermomicrobium roseum,species,0.0,abund,0.0,8653902,5,4
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,504,504,Kingella kingae,Kingella kingae,species,0.0,abund,0.0,9320224,9,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,511,511,Alcaligenes faecalis,Alcaligenes faecalis,species,0.0,abund,0.0,1035531,2,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,519,519,Bordetella parapertussis,Bordetella parapertussis,species,6.257939999999999e-15,abund,6.25794e-17,1561130,14,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,520,520,Bordetella pertussis,Bordetella pertussis,species,3.0042e-13,abund,3.0042e-15,3925493,1650,22
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,529,529,Brucella anthropi,Brucella anthropi,species,0.00100874,abund,1.00874e-05,1875415,275,11
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,536,536,Chromobacterium violaceum,Chromobacterium violaceum,species,4.664179999999999e-18,abund,4.6641799999999993e-20,1035563,349,57
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,542,542,Zymomonas mobilis,Zymomonas mobilis,species,1.0781800000000594e-19,abund,1.0781800000000594e-21,14230655,523,8
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,546,546,Citrobacter freundii,Citrobacter freundii,species,4.25351,abund,0.0425351,1035517,16067,7586
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,548,548,Klebsiella aerogenes,Klebsiella aerogenes,species,0.0,abund,0.0,2775578,96,15
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,549,549,Pantoea agglomerans,Pantoea agglomerans,species,0.000313551,abund,3.13551e-06,5870648,5629,1137
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,550,550,Enterobacter cloacae,Enterobacter cloacae,species,1.49725e-16,abund,1.49725e-18,7020681,27,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,552,552,Erwinia amylovora,Erwinia amylovora,species,1.7445199999999997e-18,abund,1.7445199999999998e-20,5407467,7,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,553,553,Pantoea ananatis,Pantoea ananatis,species,2.1604199999999996e-18,abund,2.1604199999999997e-20,6227999,70,4
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,562,562,Escherichia coli,Escherichia coli,species,1.396793133000001,abund,0.01396793133000001,10835100,129556,55148
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,564,564,Escherichia fergusonii,Escherichia fergusonii,species,0.009736950000000001,abund,9.73695e-05,10773854,5546,1965
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,565,565,Atlantibacter hermannii,Atlantibacter hermannii,species,0.0,abund,0.0,35411946,2,1
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,566,566,Pseudescherichia vulneris,Pseudescherichia vulneris,species,0.0,abund,0.0,5254495,8,0
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,571,571,Klebsiella oxytoca,Klebsiella oxytoca,species,0.0,abund,0.0,251533391,2,1
Centrifuge,unified,Centrifuge_unified,simulated,simulated,ont,sim_ont,573,573,Klebsiella pneumoniae,Klebsiella pneumoniae,species,0.14239637700000002,abund,0.00142396377,37677919,86493,51399
