taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	numReads	numDirectReads	sample_id	sample_id_core	assay	tool	db_mode	tool_db
816	816	                    Bacteroides	Bacteroides	genus	24.6	abund	24.6	550783	12838	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
909656	909656	                    Phocaeicola	Phocaeicola	genus	6.08	abund	6.08	136175	253	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
239759	239759	                    Alistipes	Alistipes	genus	4.37	abund	4.37	97905	245	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1647173	1647173	                    Acetobacteroides	Acetobacteroides	genus	0.0	abund	0.0	11	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
375288	375288	                    Parabacteroides	Parabacteroides	genus	3.9	abund	3.9	87339	684	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
195950	195950	                    Tannerella	Tannerella	genus	0.0	abund	0.0	28	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
283168	283168	                    Odoribacter	Odoribacter	genus	0.24	abund	0.24	5323	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
574697	574697	                    Butyricimonas	Butyricimonas	genus	0.13	abund	0.13	2869	103	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
838	838	                    Prevotella	Prevotella	genus	0.1	abund	0.1	2264	179	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2974251	2974251	                    Segatella	Segatella	genus	0.04	abund	0.04	999	13	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
577309	577309	                    Paraprevotella	Paraprevotella	genus	0.03	abund	0.03	689	2	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
558436	558436	                    Xylanibacter	Xylanibacter	genus	0.0	abund	0.0	105	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2974257	2974257	                    Hoylesella	Hoylesella	genus	0.0	abund	0.0	103	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2884814	2884814	                    Pseudoprevotella	Pseudoprevotella	genus	0.0	abund	0.0	19	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
397864	397864	                    Barnesiella	Barnesiella	genus	0.15	abund	0.15	3405	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1348911	1348911	                    Coprobacter	Coprobacter	genus	0.0	abund	0.0	100	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
836	836	                    Porphyromonas	Porphyromonas	genus	0.04	abund	0.04	903	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
156973	156973	                    Dysgonomonas	Dysgonomonas	genus	0.01	abund	0.01	250	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
307628	307628	                    Petrimonas	Petrimonas	genus	0.0	abund	0.0	37	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
294702	294702	                    Proteiniphilum	Proteiniphilum	genus	0.0	abund	0.0	24	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2815786	2815786	                    Sodaliphilus	Sodaliphilus	genus	0.01	abund	0.01	179	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1918540	1918540	                    Muribaculum	Muribaculum	genus	0.0	abund	0.0	22	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2518495	2518495	                    Duncaniella	Duncaniella	genus	0.0	abund	0.0	15	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2518497	2518497	                    Paramuribaculum	Paramuribaculum	genus	0.0	abund	0.0	2	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
346096	346096	                    Paludibacter	Paludibacter	genus	0.0	abund	0.0	10	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2760873	2760873	                    Tenuifilum	Tenuifilum	genus	0.0	abund	0.0	3	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2678352	2678352	                    Maribellus	Maribellus	genus	0.01	abund	0.01	130	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1471399	1471399	                    Draconibacterium	Draconibacterium	genus	0.0	abund	0.0	18	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1573808	1573808	                    Mangrovibacterium	Mangrovibacterium	genus	0.0	abund	0.0	4	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2792393	2792393	                    Aquipluma	Aquipluma	genus	0.0	abund	0.0	4	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
3374594	3374594	                    Halosquirtibacter	Halosquirtibacter	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
866673	866673	                    Marinifilum	Marinifilum	genus	0.0	abund	0.0	6	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2060722	2060722	                    Labilibaculum	Labilibaculum	genus	0.0	abund	0.0	5	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
237	237	                    Flavobacterium	Flavobacterium	genus	0.04	abund	0.04	858	138	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
76831	76831	                    Myroides	Myroides	genus	0.0	abund	0.0	99	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
52959	52959	                    Polaribacter	Polaribacter	genus	0.0	abund	0.0	95	10	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1016	1016	                    Capnocytophaga	Capnocytophaga	genus	0.0	abund	0.0	94	18	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
104267	104267	                    Tenacibaculum	Tenacibaculum	genus	0.0	abund	0.0	90	2	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
527198	527198	                    Mariniflexile	Mariniflexile	genus	0.0	abund	0.0	68	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
178469	178469	                    Arenibacter	Arenibacter	genus	0.0	abund	0.0	65	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2058174	2058174	                    Antarcticibacterium	Antarcticibacterium	genus	0.0	abund	0.0	62	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
292691	292691	                    Christiangramia	Christiangramia	genus	0.0	abund	0.0	58	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
104264	104264	                    Cellulophaga	Cellulophaga	genus	0.0	abund	0.0	56	8	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
393005	393005	                    Tamlana	Tamlana	genus	0.0	abund	0.0	40	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
143222	143222	                    Salegentibacter	Salegentibacter	genus	0.0	abund	0.0	29	23	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
286104	286104	                    Winogradskyella	Winogradskyella	genus	0.0	abund	0.0	29	1	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2715289	2715289	                    Amniculibacterium	Amniculibacterium	genus	0.0	abund	0.0	27	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
417127	417127	                    Zunongwangia	Zunongwangia	genus	0.0	abund	0.0	27	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
290174	290174	                    Aquimarina	Aquimarina	genus	0.0	abund	0.0	23	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
444459	444459	                    Flagellimonas	Flagellimonas	genus	0.0	abund	0.0	22	7	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
326319	326319	                    Dokdonia	Dokdonia	genus	0.0	abund	0.0	20	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
252306	252306	                    Robiginitalea	Robiginitalea	genus	0.0	abund	0.0	19	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
561367	561367	                    Salinimicrobium	Salinimicrobium	genus	0.0	abund	0.0	19	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
363408	363408	                    Nonlabens	Nonlabens	genus	0.0	abund	0.0	18	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
225842	225842	                    Formosa	Formosa	genus	0.0	abund	0.0	17	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
252356	252356	                    Maribacter	Maribacter	genus	0.0	abund	0.0	16	5	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
216431	216431	                    Croceibacter	Croceibacter	genus	0.0	abund	0.0	16	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2700084	2700084	                    Urechidicola	Urechidicola	genus	0.0	abund	0.0	13	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
3400365	3400365	                    Allotamlana	Allotamlana	genus	0.0	abund	0.0	13	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
221065	221065	                    Kordia	Kordia	genus	0.0	abund	0.0	11	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
112040	112040	                    Zobellia	Zobellia	genus	0.0	abund	0.0	11	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1649495	1649495	                    Seonamhaeicola	Seonamhaeicola	genus	0.0	abund	0.0	10	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
444051	444051	                    Mesoflavibacter	Mesoflavibacter	genus	0.0	abund	0.0	10	6	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
291183	291183	                    Lacinutrix	Lacinutrix	genus	0.0	abund	0.0	10	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
261827	261827	                    Algibacter	Algibacter	genus	0.0	abund	0.0	9	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
369400	369400	                    Flaviramulus	Flaviramulus	genus	0.0	abund	0.0	8	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1209327	1209327	                    Flavivirga	Flavivirga	genus	0.0	abund	0.0	8	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
153265	153265	                    Aequorivita	Aequorivita	genus	0.0	abund	0.0	7	3	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1204360	1204360	                    Siansivirga	Siansivirga	genus	0.0	abund	0.0	7	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
343334	343334	                    Costertonia	Costertonia	genus	0.0	abund	0.0	6	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
358023	358023	                    Lutibacter	Lutibacter	genus	0.0	abund	0.0	5	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
283735	283735	                    Leeuwenhoekiella	Leeuwenhoekiella	genus	0.0	abund	0.0	5	4	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2953860	2953860	                    Candidatus Arcticimaribacter	Candidatus Arcticimaribacter	genus	0.0	abund	0.0	4	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
111500	111500	                    Allomuricauda	Allomuricauda	genus	0.0	abund	0.0	4	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2822394	2822394	                    Patiriisocius	Patiriisocius	genus	0.0	abund	0.0	4	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
561555	561555	                    Zhouia	Zhouia	genus	0.0	abund	0.0	3	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1434045	1434045	                    Sinomicrobium	Sinomicrobium	genus	0.0	abund	0.0	3	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1211036	1211036	                    Mangrovimonas	Mangrovimonas	genus	0.0	abund	0.0	3	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
49277	49277	                    Psychroserpens	Psychroserpens	genus	0.0	abund	0.0	3	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2861660	2861660	                    Pseudalgibacter	Pseudalgibacter	genus	0.0	abund	0.0	2	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2706948	2706948	                    Aureibaculum	Aureibaculum	genus	0.0	abund	0.0	2	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
336276	336276	                    Olleya	Olleya	genus	0.0	abund	0.0	2	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2967089	2967089	                    Abyssalbus	Abyssalbus	genus	0.0	abund	0.0	2	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2987594	2987594	                    Rasiella	Rasiella	genus	0.0	abund	0.0	2	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1649460	1649460	                    Hwangdonia	Hwangdonia	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2893197	2893197	                    Aegicerativicinus	Aegicerativicinus	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2907134	2907134	                      Constantimarinum	Constantimarinum	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2049301	2049301	                    Changchengzhania	Changchengzhania	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2045416	2045416	                    Oceanihabitans	Oceanihabitans	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1386924	1386924	                    Aestuariibaculum	Aestuariibaculum	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
379070	379070	                    Gilvibacter	Gilvibacter	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
387658	387658	                    Marixanthomonas	Marixanthomonas	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
449810	449810	                    Lutimonas	Lutimonas	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
283785	283785	                    Bizionia	Bizionia	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
59732	59732	                      Chryseobacterium	Chryseobacterium	genus	0.01	abund	0.01	271	53	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2782231	2782231	                      Kaistella	Kaistella	genus	0.0	abund	0.0	93	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
28250	28250	                    Ornithobacterium	Ornithobacterium	genus	0.0	abund	0.0	46	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
501783	501783	                    Cloacibacterium	Cloacibacterium	genus	0.0	abund	0.0	37	34	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
308865	308865	                    Elizabethkingia	Elizabethkingia	genus	0.0	abund	0.0	27	7	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
34084	34084	                    Riemerella	Riemerella	genus	0.0	abund	0.0	21	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
59734	59734	                    Empedobacter	Empedobacter	genus	0.0	abund	0.0	21	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1433995	1433995	                    Cruoricaptor	Cruoricaptor	genus	0.0	abund	0.0	10	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1778601	1778601	                    Apibacter	Apibacter	genus	0.0	abund	0.0	8	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1013	1013	                    Weeksella	Weeksella	genus	0.0	abund	0.0	4	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
59735	59735	                    Bergeyella	Bergeyella	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2766734	2766734	                    Faecalibacter	Faecalibacter	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
332102	332102	                    Fluviicola	Fluviicola	genus	0.0	abund	0.0	32	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
34098	34098	                    Blattabacterium	Blattabacterium	genus	0.0	abund	0.0	29	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2828338	2828338	                    Croceimicrobium	Croceimicrobium	genus	0.0	abund	0.0	23	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
267986	267986	                    Owenweeksia	Owenweeksia	genus	0.0	abund	0.0	2	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2975260	2975260	                    Parvicella	Parvicella	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
89966	89966	                    Hymenobacter	Hymenobacter	genus	0.01	abund	0.01	190	22	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
299566	299566	                    Adhaeribacter	Adhaeribacter	genus	0.01	abund	0.01	131	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
323449	323449	                    Pontibacter	Pontibacter	genus	0.0	abund	0.0	40	1	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1379908	1379908	                    Rufibacter	Rufibacter	genus	0.0	abund	0.0	5	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1649474	1649474	                    Nibribacter	Nibribacter	genus	0.0	abund	0.0	2	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
390846	390846	                    Echinicola	Echinicola	genus	0.0	abund	0.0	89	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
246875	246875	                    Algoriphagus	Algoriphagus	genus	0.0	abund	0.0	78	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
280472	280472	                    Aquiflexum	Aquiflexum	genus	0.0	abund	0.0	6	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
68288	68288	                    Cyclobacterium	Cyclobacterium	genus	0.0	abund	0.0	5	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1511649	1511649	                    Mongoliitalea	Mongoliitalea	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
107	107	                    Spirosoma	Spirosoma	genus	0.0	abund	0.0	78	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
978	978	                    Cytophaga	Cytophaga	genus	0.0	abund	0.0	59	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
455076	455076	                    Rhodocytophaga	Rhodocytophaga	genus	0.0	abund	0.0	3	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
120831	120831	                    Dyadobacter	Dyadobacter	genus	0.0	abund	0.0	42	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2674996	2674996	                    Tellurirhabdus	Tellurirhabdus	genus	0.0	abund	0.0	38	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
105	105	                    Runella	Runella	genus	0.0	abund	0.0	11	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
332157	332157	                    Larkinella	Larkinella	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
869806	869806	                    Marivirga	Marivirga	genus	0.0	abund	0.0	75	2	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
3051458	3051458	                    Chondrinema	Chondrinema	genus	0.0	abund	0.0	36	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
59739	59739	                    Flammeovirga	Flammeovirga	genus	0.0	abund	0.0	20	1	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1649461	1649461	                    Imperialibacter	Imperialibacter	genus	0.0	abund	0.0	6	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
396811	396811	                    Fulvivirga	Fulvivirga	genus	0.0	abund	0.0	38	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1433993	1433993	                    Chryseolinea	Chryseolinea	genus	0.0	abund	0.0	2	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
312278	312278	                    Emticicia	Emticicia	genus	0.0	abund	0.0	17	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2975149	2975149	                    Marinilongibacter	Marinilongibacter	genus	0.0	abund	0.0	4	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
319458	319458	                    Leadbetterella	Leadbetterella	genus	0.0	abund	0.0	3	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2173039	2173039	                    Arcticibacterium	Arcticibacterium	genus	0.0	abund	0.0	2	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1097443	1097443	                    Aureibacter	Aureibacter	genus	0.0	abund	0.0	15	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
59740	59740	                    Persicobacter	Persicobacter	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1077254	1077254	                    Tunicatimonas	Tunicatimonas	genus	0.0	abund	0.0	5	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1522128	1522128	                    Catalinimonas	Catalinimonas	genus	0.0	abund	0.0	5	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1001222	1001222	                    Porifericola	Porifericola	genus	0.0	abund	0.0	3	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1937972	1937972	                    Bernardetia	Bernardetia	genus	0.0	abund	0.0	9	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
156993	156993	                    Reichenbachiella	Reichenbachiella	genus	0.0	abund	0.0	5	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
273135	273135	                    Candidatus Cardinium	Candidatus Cardinium	genus	0.0	abund	0.0	2	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
2676247	2676247	                    Aquirufa	Aquirufa	genus	0.0	abund	0.0	2	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
84567	84567	                    Pedobacter	Pedobacter	genus	0.01	abund	0.01	288	3	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
28453	28453	                    Sphingobacterium	Sphingobacterium	genus	0.01	abund	0.01	153	22	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
376469	376469	                    Olivibacter	Olivibacter	genus	0.01	abund	0.01	128	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
423349	423349	                    Mucilaginibacter	Mucilaginibacter	genus	0.0	abund	0.0	98	11	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1288026	1288026	                    Arcticibacter	Arcticibacter	genus	0.0	abund	0.0	2	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1773450	1773450	                    Anseongella	Anseongella	genus	0.0	abund	0.0	2	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
929509	929509	                    Solitalea	Solitalea	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1649482	1649482	                    Pseudopedobacter	Pseudopedobacter	genus	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
3088889	3088889	                    Aurantibacillus	Aurantibacillus	genus	0.0	abund	0.0	2	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
79328	79328	                    Chitinophaga	Chitinophaga	genus	0.01	abund	0.01	209	6	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
1769012	1769012	                    Arachidicoccus	Arachidicoccus	genus	0.0	abund	0.0	92	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
3389990	3389990	                    Mycovorax	Mycovorax	genus	0.0	abund	0.0	77	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	unified	Kraken2_unified
