taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	genomeSize	numReads	numUniqueReads	sample_id	sample_id_core	assay	tool	db_mode	tool_db
128	128	Isosphaera pallida	Isosphaera pallida	species	0.0	abund	0.0	5529304	54	47	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	default	Centrifuge_default
134	134	Methylocystis parvus	Methylocystis parvus	species	0.0	abund	0.0	4529043	71	41	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	default	Centrifuge_default
139	139	Borreliella burgdorferi	Borreliella burgdorferi	species	0.0	abund	0.0	1329613	37	10	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	default	Centrifuge_default
140	140	Borrelia hermsii	Borrelia hermsii	species	0.0	abund	0.0	922280	22	4	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	default	Centrifuge_default
141	141	Borrelia parkeri	Borrelia parkeri	species	0.0	abund	0.0	1030684	30	17	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	default	Centrifuge_default
142	142	Borrelia turicatae	Borrelia turicatae	species	0.0	abund	0.0	1165365	19	2	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	default	Centrifuge_default
143	143	Borrelia anserina	Borrelia anserina	species	0.0	abund	0.0	1042690	12	9	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	default	Centrifuge_default
154	154	Spirochaeta thermophila	Spirochaeta thermophila	species	0.0	abund	0.0	2516433	206	39	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	default	Centrifuge_default
158	158	Treponema denticola	Treponema denticola	species	0.0	abund	0.0	2843201	101	52	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	default	Centrifuge_default
159	159	Brachyspira hyodysenteriae	Brachyspira hyodysenteriae	species	0.0	abund	0.0	3055339	852	87	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	default	Centrifuge_default
160	160	Treponema pallidum	Treponema pallidum	species	0.0	abund	0.0	1139017	1708	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	default	Centrifuge_default
162	162	Treponema phagedenis	Treponema phagedenis	species	0.0	abund	0.0	17151030	422	6	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	default	Centrifuge_default
167	167	Treponema succinifaciens	Treponema succinifaciens	species	0.0127457	abund	0.000127457	2897425	273	224	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	default	Centrifuge_default
172	172	Leptospira biflexa	Leptospira biflexa	species	0.0	abund	0.0	3956089	74	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	default	Centrifuge_default
173	173	Leptospira interrogans	Leptospira interrogans	species	0.0	abund	0.0	6128534	226	85	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	default	Centrifuge_default
174	174	Leptospira borgpetersenii	Leptospira borgpetersenii	species	0.0	abund	0.0	4736323	259	76	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	default	Centrifuge_default
