taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	numReads	numDirectReads	sample_id	sample_id_core	assay	tool	db_mode	tool_db
232244	232244	                    Belliella	Belliella	genus	0.0	abund	0.0	1	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
107	107	                    Spirosoma	Spirosoma	genus	0.0	abund	0.0	49	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
869806	869806	                    Marivirga	Marivirga	genus	0.0	abund	0.0	39	1	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
1522128	1522128	                    Catalinimonas	Catalinimonas	genus	0.0	abund	0.0	22	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
1077254	1077254	                    Tunicatimonas	Tunicatimonas	genus	0.0	abund	0.0	3	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
1937972	1937972	                    Bernardetia	Bernardetia	genus	0.0	abund	0.0	22	2	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
312278	312278	                    Emticicia	Emticicia	genus	0.0	abund	0.0	6	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
319458	319458	                    Leadbetterella	Leadbetterella	genus	0.0	abund	0.0	4	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
2173039	2173039	                    Arcticibacterium	Arcticibacterium	genus	0.0	abund	0.0	2	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
2975149	2975149	                    Marinilongibacter	Marinilongibacter	genus	0.0	abund	0.0	2	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
455076	455076	                    Rhodocytophaga	Rhodocytophaga	genus	0.0	abund	0.0	6	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
59740	59740	                    Persicobacter	Persicobacter	genus	0.0	abund	0.0	2	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
1434007	1434007	                    Fulvitalea	Fulvitalea	genus	0.0	abund	0.0	1	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
156993	156993	                    Reichenbachiella	Reichenbachiella	genus	0.0	abund	0.0	2	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
447678	447678	                    Ekhidna	Ekhidna	genus	0.0	abund	0.0	1	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
290180	290180	                    Roseivirga	Roseivirga	genus	0.0	abund	0.0	3	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
2858886	2858886	                    Mangrovivirga	Mangrovivirga	genus	0.0	abund	0.0	2	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
273135	273135	                    Candidatus Cardinium	Candidatus Cardinium	genus	0.0	abund	0.0	1	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
2676247	2676247	                    Aquirufa	Aquirufa	genus	0.0	abund	0.0	1	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
79328	79328	                    Chitinophaga	Chitinophaga	genus	0.0	abund	0.0	108	9	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
3389990	3389990	                    Mycovorax	Mycovorax	genus	0.0	abund	0.0	37	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
649461	649461	                    Lacibacter	Lacibacter	genus	0.0	abund	0.0	29	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
1769012	1769012	                    Arachidicoccus	Arachidicoccus	genus	0.0	abund	0.0	26	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
354354	354354	                    Niastella	Niastella	genus	0.0	abund	0.0	22	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
3114547	3114547	                    Rhizosphaericola	Rhizosphaericola	genus	0.0	abund	0.0	22	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
379899	379899	                    Niabella	Niabella	genus	0.0	abund	0.0	20	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
1860196	1860196	                    Pseudobacter	Pseudobacter	genus	0.0	abund	0.0	5	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
649460	649460	                    Filimonas	Filimonas	genus	0.0	abund	0.0	4	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
2836216	2836216	                    Phnomibacter	Phnomibacter	genus	0.0	abund	0.0	4	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
1004301	1004301	                    Flavihumibacter	Flavihumibacter	genus	0.0	abund	0.0	3	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
1004303	1004303	                    Ferruginibacter	Ferruginibacter	genus	0.0	abund	0.0	3	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
504481	504481	                    Sediminibacterium	Sediminibacterium	genus	0.0	abund	0.0	1	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
1874621	1874621	                    Panacibacter	Panacibacter	genus	0.0	abund	0.0	1	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
2698688	2698688	                    Paraflavitalea	Paraflavitalea	genus	0.0	abund	0.0	1	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
398041	398041	                    Flavisolibacter	Flavisolibacter	genus	0.0	abund	0.0	1	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
365032	365032	                    Aureispira	Aureispira	genus	0.0	abund	0.0	155	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
70994	70994	                    Lewinella	Lewinella	genus	0.0	abund	0.0	3	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
2993541	2993541	                    Neolewinella	Neolewinella	genus	0.0	abund	0.0	2	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
2349	2349	                    Haliscomenobacter	Haliscomenobacter	genus	0.0	abund	0.0	1	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
2923290	2923290	                  Candidatus Sulfidibacterium	Candidatus Sulfidibacterium	genus	0.0	abund	0.0	6	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
256319	256319	                    Chlorobaculum	Chlorobaculum	genus	0.0	abund	0.0	30	12	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
1091	1091	                      Chlorobium	Chlorobium	genus	0.0	abund	0.0	10	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
1099	1099	                      Pelodictyon	Pelodictyon	genus	0.0	abund	0.0	4	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
1101	1101	                    Prosthecochloris	Prosthecochloris	genus	0.0	abund	0.0	2	0	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Kraken2	default	Kraken2_default
