taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	target	lineage	num_unique	num_shared	num_children	num_cumulative	sample_id	sample_id_core	assay	tool	db_mode	tool_db
590	590	Salmonella	Salmonella	genus	0.00176	abund	0.00176	590	1||1224|1236|91347|543|590	0	0	188	188	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
613	613	Serratia	Serratia	genus	1e-05	abund	1e-05	613	1||1224|1236|91347|1903411|613	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
620	620	Shigella	Shigella	genus	0.00107	abund	0.00107	620	1||1224|1236|91347|543|620	0	0	117	117	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
635	635	Edwardsiella	Edwardsiella	genus	1e-05	abund	1e-05	635	1||1224|1236|91347|1903412|635	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
637	637	Arsenophonus	Arsenophonus	genus	1e-05	abund	1e-05	637	1||1224|1236|91347|1903414|637	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
642	642	Aeromonas	Aeromonas	genus	1e-05	abund	1e-05	642	1||1224|1236|135624|84642|642	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
657	657	Photobacterium	Photobacterium	genus	3e-05	abund	3e-05	657	1||1224|1236|135623|641|657	0	0	3	3	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
662	662	Vibrio	Vibrio	genus	5e-05	abund	5e-05	662	1||1224|1236|135623|641|662	0	0	5	5	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
724	724	Haemophilus	Haemophilus	genus	2e-05	abund	2e-05	724	1||1224|1236|135625|712|724	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
780	780	Rickettsia	Rickettsia	genus	3e-05	abund	3e-05	780	1||1224|28211|766|775|780	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
816	816	Bacteroides	Bacteroides	genus	41.89059	abund	41.89059	816	1||976|200643|171549|815|816	0	0	4754265	4754265	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
830	830	Butyrivibrio	Butyrivibrio	genus	6e-05	abund	6e-05	830	1||1239|186801|3085636|186803|830	0	0	6	6	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
836	836	Porphyromonas	Porphyromonas	genus	0.00032	abund	0.00032	836	1||976|200643|171549|171551|836	0	0	16	16	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
838	838	Prevotella	Prevotella	genus	0.01205	abund	0.01205	838	1||976|200643|171549|171552|838	0	0	832	832	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
841	841	Roseburia	Roseburia	genus	0.00039	abund	0.00039	841	1||1239|186801|3085636|186803|841	0	0	31	31	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
848	848	Fusobacterium	Fusobacterium	genus	0.00139	abund	0.00139	848	1||32066|203490|203491|203492|848	0	0	69	69	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
904	904	Acidaminococcus	Acidaminococcus	genus	0.63588	abund	0.63588	904	1||1239|909932|1843488|909930|904	0	0	30257	30257	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
906	906	Megasphaera	Megasphaera	genus	0.00021	abund	0.00021	906	1||1239|909932|1843489|31977|906	0	0	11	11	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
953	953	Wolbachia	Wolbachia	genus	4e-05	abund	4e-05	953	1||1224|28211|766|942|953	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
963	963	Herbaspirillum	Herbaspirillum	genus	1e-05	abund	1e-05	963	1||1224|28216|80840|75682|963	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
970	970	Selenomonas	Selenomonas	genus	3e-05	abund	3e-05	970	1||1239|909932|909929|1843491|970	0	0	2	2	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1101	1101	Prosthecochloris	Prosthecochloris	genus	2e-05	abund	2e-05	1101	1||1090|191410|191411|191412|1101	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1125	1125	Microcystis	Microcystis	genus	1e-05	abund	1e-05	1125	1||1117|3028117|1118|1890449|1125	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1129	1129	Synechococcus	Synechococcus	genus	2e-05	abund	2e-05	1129	1||1117|3028117|1890424|1890426|1129	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1177	1177	Nostoc	Nostoc	genus	2e-05	abund	2e-05	1177	1||1117|3028117|1161|1162|1177	0	0	4	4	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1186	1186	Calothrix	Calothrix	genus	1e-05	abund	1e-05	1186	1||1117|3028117|1161|2661849|1186	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1218	1218	Prochlorococcus	Prochlorococcus	genus	3e-05	abund	3e-05	1218	1||1117|3028117|1890424|2881426|1218	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1243	1243	Leuconostoc	Leuconostoc	genus	0.00562	abund	0.00562	1243	1||1239|91061|186826|33958|1243	0	0	232	232	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1253	1253	Pediococcus	Pediococcus	genus	2e-05	abund	2e-05	1253	1||1239|91061|186826|33958|1253	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1279	1279	Staphylococcus	Staphylococcus	genus	0.06033	abund	0.06033	1279	1||1239|91061|1385|90964|1279	0	0	3195	3195	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1298	1298	Deinococcus	Deinococcus	genus	1e-05	abund	1e-05	1298	1||1297|188787|118964|183710|1298	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1301	1301	Streptococcus	Streptococcus	genus	0.04113	abund	0.04113	1301	1||1239|91061|186826|1300|1301	0	0	1576	1576	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1350	1350	Enterococcus	Enterococcus	genus	0.54523	abund	0.54523	1350	1||1239|91061|186826|81852|1350	0	0	38879	38879	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1357	1357	Lactococcus	Lactococcus	genus	0.0021	abund	0.0021	1357	1||1239|91061|186826|1300|1357	0	0	113	113	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1372	1372	Planococcus	Planococcus	genus	4e-05	abund	4e-05	1372	1||1239|91061|1385|186818|1372	0	0	3	3	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1386	1386	Bacillus	Bacillus	genus	0.00105	abund	0.00105	1386	1||1239|91061|1385|186817|1386	0	0	91	91	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1485	1485	Clostridium	Clostridium	genus	1.3888	abund	1.3888	1485	1||1239|186801|186802|31979|1485	0	0	97193	97193	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1578	1578	Lactobacillus	Lactobacillus	genus	0.00027	abund	0.00027	1578	1||1239|91061|186826|33958|1578	0	0	10	10	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1637	1637	Listeria	Listeria	genus	0.0002	abund	0.0002	1637	1||1239|91061|1385|186820|1637	0	0	13	13	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1654	1654	Actinomyces	Actinomyces	genus	8e-05	abund	8e-05	1654	1||201174|1760|2037|2049|1654	0	0	5	5	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1678	1678	Bifidobacterium	Bifidobacterium	genus	0.00863	abund	0.00863	1678	1||201174|1760|85004|31953|1678	0	0	439	439	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1716	1716	Corynebacterium	Corynebacterium	genus	0.00012	abund	0.00012	1716	1||201174|1760|85007|1653|1716	0	0	6	6	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1730	1730	Eubacterium	Eubacterium	genus	4e-05	abund	4e-05	1730	1||1239|186801|186802|186806|1730	0	0	2	2	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1754	1754	Thermoanaerobacter	Thermoanaerobacter	genus	9e-05	abund	9e-05	1754	1||1239|186801|68295|186814|1754	0	0	5	5	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1763	1763	Mycobacterium	Mycobacterium	genus	1e-05	abund	1e-05	1763	1||201174|1760|85007|1762|1763	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1817	1817	Nocardia	Nocardia	genus	1e-05	abund	1e-05	1817	1||201174|1760|85007|85025|1817	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1827	1827	Rhodococcus	Rhodococcus	genus	2e-05	abund	2e-05	1827	1||201174|1760|85007|85025|1827	0	0	2	2	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1883	1883	Streptomyces	Streptomyces	genus	5e-05	abund	5e-05	1883	1||201174|1760|85011|2062|1883	0	0	9	9	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
2000	2000	Streptosporangium	Streptosporangium	genus	0.0	abund	0.0	2000	1||201174|1760|85012|2004|2000	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
2207	2207	Methanosarcina	Methanosarcina	genus	2e-05	abund	2e-05	2207	1||28890|224756|94695|2206|2207	0	0	2	2	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
2225	2225	Methanococcoides	Methanococcoides	genus	2e-05	abund	2e-05	2225	1||28890|224756|94695|2206|2225	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
2251	2251	Haloferax	Haloferax	genus	1e-05	abund	1e-05	2251	1||28890|183963|2235|1644056|2251	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
2289	2289	Desulfobacter	Desulfobacter	genus	1e-05	abund	1e-05	2289	1||200940|3024418|213118|213119|2289	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
2717	2717	Cardiobacterium	Cardiobacterium	genus	2e-05	abund	2e-05	2717	1||1224|1236|135615|868|2717	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
2737	2737	Vagococcus	Vagococcus	genus	2e-05	abund	2e-05	2737	1||1239|91061|186826|81852|2737	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
2745	2745	Halomonas	Halomonas	genus	1e-05	abund	1e-05	2745	1||1224|1236|135619|28256|2745	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
2747	2747	Carnobacterium	Carnobacterium	genus	0.00069	abund	0.00069	2747	1||1239|91061|186826|186828|2747	0	0	42	42	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
4930	4930	Saccharomyces	Saccharomyces	genus	0.00013	abund	0.00013	4930	1||4890|4891|4892|4893|4930	0	0	30	30	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
4948	4948	Torulaspora	Torulaspora	genus	1e-05	abund	1e-05	4948	1||4890|4891|4892|4893|4948	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
5027	5027	Pyrenophora	Pyrenophora	genus	0.0	abund	0.0	5027	1||4890|147541|92860|28556|5027	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
5052	5052	Aspergillus	Aspergillus	genus	0.0	abund	0.0	5052	1||4890|147545|5042|1131492|5052	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
5140	5140	Neurospora	Neurospora	genus	0.0	abund	0.0	5140	1||4890|147550|5139|5148|5140	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
5206	5206	Cryptococcus	Cryptococcus	genus	1e-05	abund	1e-05	5206	1||5204|155616|5234|1884633|5206	0	0	4	4	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
5296	5296	Puccinia	Puccinia	genus	0.0	abund	0.0	5296	1||5204|162484|5258|5262|5296	0	0	4	4	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
5455	5455	Colletotrichum	Colletotrichum	genus	2e-05	abund	2e-05	5455	1||4890|147550|1028384|681950|5455	0	0	19	19	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
5475	5475	Candida	Candida	genus	1e-05	abund	1e-05	5475	1||4890|3239874|2916678|766764|5475	0	0	3	3	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
5506	5506	Fusarium	Fusarium	genus	0.0	abund	0.0	5506	1||4890|147550|5125|110618|5506	0	0	2	2	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
5529	5529	Metarhizium	Metarhizium	genus	0.0	abund	0.0	5529	1||4890|147550|5125|34397|5529	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
5543	5543	Trichoderma	Trichoderma	genus	0.0	abund	0.0	5543	1||4890|147550|5125|5129|5543	0	0	3	3	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
12916	12916	Acidovorax	Acidovorax	genus	2e-05	abund	2e-05	12916	1||1224|28216|80840|80864|12916	0	0	2	2	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
13075	13075	Globicatella	Globicatella	genus	2e-05	abund	2e-05	13075	1||1239|91061|186826|186827|13075	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
28065	28065	Rhodoferax	Rhodoferax	genus	3e-05	abund	3e-05	28065	1||1224|28216|80840|80864|28065	0	0	3	3	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
28231	28231	Geobacter	Geobacter	genus	1e-05	abund	1e-05	28231	1||200940|3031651|3031668|213422|28231	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
28250	28250	Ornithobacterium	Ornithobacterium	genus	2e-05	abund	2e-05	28250	1||976|117743|200644|2762318|28250	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
28253	28253	Marinomonas	Marinomonas	genus	1e-05	abund	1e-05	28253	1||1224|1236|135619|135620|28253	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
28453	28453	Sphingobacterium	Sphingobacterium	genus	3e-05	abund	3e-05	28453	1||976|117747|200666|84566|28453	0	0	3	3	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
28884	28884	Hydrogenovibrio	Hydrogenovibrio	genus	1e-05	abund	1e-05	28884	1||1224|1236|72273|135616|28884	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
28895	28895	Thermoanaerobacterium	Thermoanaerobacterium	genus	2e-05	abund	2e-05	28895	1||1239|186801|68295|186814|28895	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
29002	29002	Cercospora	Cercospora	genus	0.0	abund	0.0	29002	1||4890|147541|2726947|93133|29002	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
29465	29465	Veillonella	Veillonella	genus	0.003	abund	0.003	29465	1||1239|909932|1843489|31977|29465	0	0	138	138	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
32008	32008	Burkholderia	Burkholderia	genus	1e-05	abund	1e-05	32008	1||1224|28216|80840|119060|32008	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
32067	32067	Leptotrichia	Leptotrichia	genus	2e-05	abund	2e-05	32067	1||32066|203490|203491|1129771|32067	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
32207	32207	Rothia	Rothia	genus	0.00013	abund	0.00013	32207	1||201174|1760|85006|1268|32207	0	0	7	7	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
33024	33024	Phascolarctobacterium	Phascolarctobacterium	genus	8e-05	abund	8e-05	33024	1||1239|909932|1843488|909930|33024	0	0	4	4	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
33042	33042	Coprococcus	Coprococcus	genus	3e-05	abund	3e-05	33042	1||1239|186801|3085636|186803|33042	0	0	2	2	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
33196	33196	Botrytis	Botrytis	genus	0.0	abund	0.0	33196	1||4890|147548|5178|28983|33196	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
33882	33882	Microbacterium	Microbacterium	genus	1e-05	abund	1e-05	33882	1||201174|1760|85006|85023|33882	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
34037	34037	Rahnella	Rahnella	genus	1e-05	abund	1e-05	34037	1||1224|1236|91347|1903411|34037	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
34072	34072	Variovorax	Variovorax	genus	1e-05	abund	1e-05	34072	1||1224|28216|80840|80864|34072	0	0	2	2	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
34084	34084	Riemerella	Riemerella	genus	0.00026	abund	0.00026	34084	1||976|117743|200644|2762318|34084	0	0	12	12	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
34448	34448	Marasmius	Marasmius	genus	0.0	abund	0.0	34448	1||5204|155619|5338|654128|34448	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
35753	35753	Dactylosporangium	Dactylosporangium	genus	0.0	abund	0.0	35753	1||201174|1760|85008|28056|35753	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
35798	35798	Nitrosospira	Nitrosospira	genus	1e-05	abund	1e-05	35798	1||1224|28216|32003|206379|35798	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
36913	36913	Lodderomyces	Lodderomyces	genus	0.00011	abund	0.00011	36913	1||4890|3239874|2916678|766764|36913	0	0	38	38	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
40222	40222	Methylophaga	Methylophaga	genus	1e-05	abund	1e-05	40222	1||1224|1236|72273|135616|40222	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
40544	40544	Sutterella	Sutterella	genus	1.77135	abund	1.77135	40544	1||1224|28216|80840|995019|40544	0	0	108574	108574	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
44011	44011	Ferrimonas	Ferrimonas	genus	9e-05	abund	9e-05	44011	1||1224|1236|135622|267892|44011	0	0	8	8	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
44013	44013	Polynucleobacter	Polynucleobacter	genus	2e-05	abund	2e-05	44013	1||1224|28216|80840|119060|44013	0	0	1	1	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
