taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	genomeSize	numReads	numUniqueReads	sample_id	sample_id_core	assay	tool	db_mode	tool_db
745	745	Pasteurella	Pasteurella	genus	2.9834900000000003e-27	abund	2.9834900000000004e-29	2875151	1074	572	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
768	768	Anaplasma	Anaplasma	genus	0.0	abund	0.0	1206806	507	56	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
773	773	Bartonella	Bartonella	genus	0.0	abund	0.0	1830994	1901	559	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
776	776	Coxiella	Coxiella	genus	0.0	abund	0.0	2072642	324	111	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
780	780	Rickettsia	Rickettsia	genus	0.0	abund	0.0	1252916	1162	265	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
810	810	Chlamydia	Chlamydia	genus	0.0	abund	0.0	1271055	735	264	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
816	816	Bacteroides	Bacteroides	genus	22.848689888000003	abund	0.22848689888	5275069	8989372	4991526	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
830	830	Butyrivibrio	Butyrivibrio	genus	2.0480400000000004e-242	abund	2.0480400000000003e-244	4404886	2316	1526	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
832	832	Fibrobacter	Fibrobacter	genus	0.0	abund	0.0	7685639	789	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
836	836	Porphyromonas	Porphyromonas	genus	0.0012355	abund	1.2355e-05	2657841	14282	10332	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
838	838	Prevotella	Prevotella	genus	0.0003794019	abund	3.794019e-06	3023914	35005	8940	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
841	841	Roseburia	Roseburia	genus	0.3360028	abund	0.003360028	4042736	142810	81763	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
843	843	Wolinella	Wolinella	genus	0.0	abund	0.0	2110355	150	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
846	846	Oxalobacter	Oxalobacter	genus	0.18578176999999998	abund	0.0018578177	2433653	36934	1650	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
848	848	Fusobacterium	Fusobacterium	genus	0.0	abund	0.0	3161642	8667	2901	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
862	862	Syntrophomonas	Syntrophomonas	genus	0.0	abund	0.0	2936195	380	329	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
869	869	Dichelobacter	Dichelobacter	genus	0.0	abund	0.0	1389350	94	59	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
872	872	Desulfovibrio	Desulfovibrio	genus	0.4131500665	abund	0.004131500665	3919658	1415438	1397578	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
890	890	Desulfuromonas	Desulfuromonas	genus	0.0	abund	0.0	0	1769	1098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
893	893	Desulfobulbus	Desulfobulbus	genus	0.0	abund	0.0	0	2	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
896	896	Desulfococcus	Desulfococcus	genus	0.0	abund	0.0	3944167	1694	489	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
898	898	Desulfomicrobium	Desulfomicrobium	genus	0.0	abund	0.0	3363015	3179	2422	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
904	904	Acidaminococcus	Acidaminococcus	genus	3.70035e-05	abund	3.70035e-07	2408767	2981	2312	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
906	906	Megasphaera	Megasphaera	genus	0.00141782	abund	1.41782e-05	2491645	5497	963	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
911	911	Nitrobacter	Nitrobacter	genus	0.0	abund	0.0	4206807	581	308	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
914	914	Nitrosomonas	Nitrosomonas	genus	0.0	abund	0.0	2796959	925	598	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
919	919	Thiobacillus	Thiobacillus	genus	0.0	abund	0.0	2909809	444	269	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
933	933	Thiomicrospira	Thiomicrospira	genus	0.0	abund	0.0	2045407	437	328	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
939	939	Hydrogenobacter	Hydrogenobacter	genus	0.0	abund	0.0	3486067	183	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
943	943	Ehrlichia	Ehrlichia	genus	0.0	abund	0.0	2264626	399	116	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
953	953	Wolbachia	Wolbachia	genus	0.0	abund	0.0	1231799	595	91	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
958	958	Bdellovibrio	Bdellovibrio	genus	0.0	abund	0.0	3359107	1022	430	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
963	963	Herbaspirillum	Herbaspirillum	genus	0.0	abund	0.0	5363540	5098	891	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
970	970	Selenomonas	Selenomonas	genus	4.01062e-05	abund	4.01062e-07	3100147	8748	6281	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
992	992	Flexibacter	Flexibacter	genus	0.0	abund	0.0	4919337	273	238	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1007	1007	Saprospira	Saprospira	genus	0.0	abund	0.0	4400185	213	170	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1013	1013	Weeksella	Weeksella	genus	0.0	abund	0.0	2272954	219	108	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1016	1016	Capnocytophaga	Capnocytophaga	genus	0.0	abund	0.0	2592165	3948	1354	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1021	1021	Beggiatoa	Beggiatoa	genus	0.0	abund	0.0	0	378	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1041	1041	Erythrobacter	Erythrobacter	genus	0.0	abund	0.0	3052398	2672	1011	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1051	1051	Ectothiorhodospira	Ectothiorhodospira	genus	0.0	abund	0.0	0	453	262	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1060	1060	Rhodobacter	Rhodobacter	genus	0.0	abund	0.0	4425548	3893	1905	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1068	1068	Rhodomicrobium	Rhodomicrobium	genus	0.0	abund	0.0	4014469	370	186	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1073	1073	Rhodopseudomonas	Rhodopseudomonas	genus	0.0	abund	0.0	5494465	4998	1864	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1081	1081	Rhodospirillum	Rhodospirillum	genus	0.0	abund	0.0	4371641	1936	570	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1091	1091	Chlorobium	Chlorobium	genus	0.0	abund	0.0	2634484	1882	1373	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1099	1099	Pelodictyon	Pelodictyon	genus	0.0	abund	0.0	2364842	910	690	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1101	1101	Prosthecochloris	Prosthecochloris	genus	0.0	abund	0.0	2579695	322	185	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1107	1107	Chloroflexus	Chloroflexus	genus	0.0	abund	0.0	5263745	530	117	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1111	1111	Porphyrobacter	Porphyrobacter	genus	0.0	abund	0.0	0	669	275	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1125	1125	Microcystis	Microcystis	genus	0.0	abund	0.0	5224138	744	120	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1129	1129	Synechococcus	Synechococcus	genus	0.0	abund	0.0	2744871	4693	2330	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1142	1142	Synechocystis	Synechocystis	genus	0.0	abund	0.0	3570073	259	84	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1152	1152	Pseudanabaena	Pseudanabaena	genus	0.0	abund	0.0	4885680	482	377	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1158	1158	Oscillatoria	Oscillatoria	genus	0.0	abund	0.0	8038262	426	301	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1163	1163	Anabaena	Anabaena	genus	0.0	abund	0.0	7063285	718	304	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1177	1177	Nostoc	Nostoc	genus	0.0	abund	0.0	9602270	1915	1150	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1186	1186	Calothrix	Calothrix	genus	0.0	abund	0.0	6960392	510	385	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1190	1190	Fischerella	Fischerella	genus	0.0	abund	0.0	0	187	104	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
1205	1205	Trichodesmium	Trichodesmium	genus	0.0	abund	0.0	7750108	226	191	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	default	Centrifuge_default
