taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	genomeSize	numReads	numUniqueReads	taxRank_raw	sample_id	sample_id_core	assay	tool	db_mode	tool_db
6	6	Azorhizobium	Azorhizobium	genus	0.0	abund	0.0	5369772	15	15	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
10	10	Cellvibrio	Cellvibrio	genus	0.0	abund	0.0	5004593	45	41	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
13	13	Dictyoglomus	Dictyoglomus	genus	0.0	abund	0.0	1907773	7	7	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
16	16	Methylophilus	Methylophilus	genus	0.0	abund	0.0	4227422	46	45	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
18	18	Pelobacter	Pelobacter	genus	0.0	abund	0.0	4241119	10	10	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
20	20	Phenylobacterium	Phenylobacterium	genus	0.0	abund	0.0	4283605	92	92	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
22	22	Shewanella	Shewanella	genus	0.0	abund	0.0	5248939	434	292	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
32	32	Myxococcus	Myxococcus	genus	0.0	abund	0.0	9689087	285	242	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
40	40	Stigmatella	Stigmatella	genus	0.0	abund	0.0	10260756	41	41	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
42	42	Cystobacter	Cystobacter	genus	0.0	abund	0.0	24084199	63	36	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
44	44	Melittangium	Melittangium	genus	0.0	abund	0.0	9910435	5	5	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
47	47	Archangium	Archangium	genus	0.0	abund	0.0	13013056	166	147	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
50	50	Chondromyces	Chondromyces	genus	0.0	abund	0.0	11388132	138	138	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
53	53	Nannocystis	Nannocystis	genus	0.0	abund	0.0	13228663	9	9	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
55	55	Polyangium	Polyangium	genus	0.0	abund	0.0	12320079	86	86	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
59	59	Vitreoscilla	Vitreoscilla	genus	0.0	abund	0.0	3197431	11	11	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
68	68	Lysobacter	Lysobacter	genus	0.0	abund	0.0	4912193	156	103	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
71	71	Simonsiella	Simonsiella	genus	0.0	abund	0.0	2469862	7	2	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
75	75	Caulobacter	Caulobacter	genus	0.0	abund	0.0	4714861	308	285	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
81	81	Hyphomicrobium	Hyphomicrobium	genus	0.0	abund	0.0	4274880	43	22	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
85	85	Hyphomonas	Hyphomonas	genus	0.0	abund	0.0	3626595	32	32	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
88	88	Leptothrix	Leptothrix	genus	0.0	abund	0.0	4909403	30	30	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
93	93	Stella	Stella	genus	0.0	abund	0.0	5832650	4	4	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
96	96	Gallionella	Gallionella	genus	0.0	abund	0.0	3162471	4	4	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
99	99	Ancylobacter	Ancylobacter	genus	0.0	abund	0.0	4669516	56	56	genus	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	unified	Centrifuger_unified
