tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,tax_abund_raw,seq_abund_raw
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,848,848,Fusobacterium,Fusobacterium,genus,5.6707,fraction_reads,1.004,5.6707
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,1350,1350,Enterococcus,Enterococcus,genus,0.0049,fraction_reads,0.0007,0.0049
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,1678,1678,Bifidobacterium,Bifidobacterium,genus,4.3407,fraction_reads,0.9242,4.3407
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2172,2172,Methanobrevibacter_A,Methanobrevibacter,genus,0.119,fraction_reads,0.0286,0.119
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,5475,5475,Candida,Candida,genus,1.3828,fraction_reads,0.0431,1.3828
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,29465,29465,Veillonella,Veillonella,genus,15.4788,fraction_reads,3.1501,15.4788
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,186777,186777,Muvirus,Muvirus,genus,0.0238,fraction_reads,0.2671,0.0238
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,216851,216851,Faecalibacterium,Faecalibacterium,genus,11.489,fraction_reads,1.7409,11.489
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,239934,239934,Akkermansia,Akkermansia,genus,1.4885,fraction_reads,0.2487,1.4885
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,375288,375288,Parabacteroides,Parabacteroides,genus,0.0119,fraction_reads,0.0012,0.0119
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,577309,577309,Paraprevotella,Paraprevotella,genus,0.0045,fraction_reads,0.0005,0.0045
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,909656,909656,Phocaeicola,Phocaeicola,genus,0.006,fraction_reads,0.0005,0.006
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,1870884,1870884,Clostridioides,Clostridioides,genus,1.8056,fraction_reads,0.1934,1.8056
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2732980,2732980,Felsduovirus,Felsduovirus,genus,0.1208,fraction_reads,1.3724,0.1208
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2742598,2742598,Limosilactobacillus,Limosilactobacillus,genus,5.04,fraction_reads,1.1882,5.04
