tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,tax_abund_raw,seq_abund_raw
Sylph,default,Sylph_default,simulated,simulated,ont,sim_ont,0,0,Acetatifactor intestinalis,Acetatifactor intestinalis,species,0.7201,fraction_reads,0.2109,0.7201
Sylph,default,Sylph_default,simulated,simulated,ont,sim_ont,0,0,Bariatricus comes,Bariatricus comes,species,0.8532,fraction_reads,0.2201,0.8532
Sylph,default,Sylph_default,simulated,simulated,ont,sim_ont,0,0,Bariatricus sp004560705,Bariatricus sp004560705,species,0.692,fraction_reads,0.2201,0.692
Sylph,default,Sylph_default,simulated,simulated,ont,sim_ont,0,0,Bifidobacterium infantis,Bifidobacterium infantis,species,0.6857,fraction_reads,0.2109,0.6857
Sylph,default,Sylph_default,simulated,simulated,ont,sim_ont,0,0,Bifidobacterium vaginale,Bifidobacterium vaginale,species,0.4042,fraction_reads,0.2109,0.4042
Sylph,default,Sylph_default,simulated,simulated,ont,sim_ont,0,0,Dysosmobacter faecalis,Dysosmobacter faecalis,species,0.826,fraction_reads,0.2109,0.826
Sylph,default,Sylph_default,simulated,simulated,ont,sim_ont,0,0,Faecalibacterium sp900758465,Faecalibacterium sp900758465,species,0.7123,fraction_reads,0.2201,0.7123
Sylph,default,Sylph_default,simulated,simulated,ont,sim_ont,0,0,Olsenella_F sp001189515,Olsenella sp001189515,species,0.7789,fraction_reads,0.2109,0.7789
Sylph,default,Sylph_default,simulated,simulated,ont,sim_ont,0,0,Otoolea saccharolyticum_A,Otoolea saccharolyticum,species,0.9511,fraction_reads,0.2109,0.9511
Sylph,default,Sylph_default,simulated,simulated,ont,sim_ont,0,0,Pauljensenia odontolytica,Pauljensenia odontolytica,species,0.5953,fraction_reads,0.2109,0.5953
Sylph,default,Sylph_default,simulated,simulated,ont,sim_ont,0,0,Scatomonas hejianensis,Scatomonas hejianensis,species,0.9574,fraction_reads,0.2109,0.9574
