taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	genomeSize	numReads	numUniqueReads	norm_abund	classified_fraction	sample_id	sample_id_core	assay	tool	db_mode	tool_db
6	6	Azorhizobium	Azorhizobium	genus	0.0	abund	0.0	8303437	96	38	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
10	10	Cellvibrio	Cellvibrio	genus	0.0	abund	0.0	5456382	1099	209	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
13	13	Dictyoglomus	Dictyoglomus	genus	0.0	abund	0.0	1035567	116	100	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
16	16	Methylophilus	Methylophilus	genus	0.0	abund	0.0	0	209	130	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
18	18	Pelobacter	Pelobacter	genus	0.0	abund	0.0	5684294	260	123	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
20	20	Phenylobacterium	Phenylobacterium	genus	0.0	abund	0.0	3434371	648	355	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
22	22	Shewanella	Shewanella	genus	0.0159551	abund	0.000159551	2480118	12457	7278	0.01595510509199045	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
32	32	Myxococcus	Myxococcus	genus	0.0	abund	0.0	3299975	806	303	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
40	40	Stigmatella	Stigmatella	genus	0.0	abund	0.0	1035569	95	72	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
42	42	Cystobacter	Cystobacter	genus	0.0	abund	0.0	0	320	113	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
44	44	Melittangium	Melittangium	genus	0.0	abund	0.0	1035558	82	30	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
47	47	Archangium	Archangium	genus	0.000528789	abund	5.28789e-06	0	3438	2853	0.0005287891687603674	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
50	50	Chondromyces	Chondromyces	genus	0.0	abund	0.0	0	50	33	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
53	53	Nannocystis	Nannocystis	genus	0.0	abund	0.0	0	76	37	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
55	55	Polyangium	Polyangium	genus	0.0	abund	0.0	0	133	87	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
59	59	Vitreoscilla	Vitreoscilla	genus	0.0	abund	0.0	0	293	133	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
68	68	Lysobacter	Lysobacter	genus	0.0	abund	0.0	0	2780	1051	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
71	71	Simonsiella	Simonsiella	genus	0.0	abund	0.0	17308306	137	59	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
75	75	Caulobacter	Caulobacter	genus	0.0	abund	0.0	2388828	3308	1078	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
81	81	Hyphomicrobium	Hyphomicrobium	genus	0.0	abund	0.0	1035563	793	265	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
85	85	Hyphomonas	Hyphomonas	genus	0.0	abund	0.0	1035568	1156	577	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
88	88	Leptothrix	Leptothrix	genus	0.0	abund	0.0	1035574	108	86	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
93	93	Stella	Stella	genus	0.0	abund	0.0	1035557	95	63	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
96	96	Gallionella	Gallionella	genus	0.0	abund	0.0	1035565	28	16	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
99	99	Ancylobacter	Ancylobacter	genus	1.6169511500999998e-17	abund	1.6169511501e-19	1035570	1560	424	1.6169516661418807e-17	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
105	105	Runella	Runella	genus	0.0	abund	0.0	3821145	275	88	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
107	107	Spirosoma	Spirosoma	genus	0.00117395	abund	1.17395e-05	0	11207	1828	0.0011739503746602772	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
113	113	Gemmata	Gemmata	genus	0.0	abund	0.0	3106835	777	235	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
118	118	Planctomyces	Planctomyces	genus	0.0	abund	0.0	0	199	103	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
123	123	Pirellula	Pirellula	genus	0.0	abund	0.0	1035567	11	9	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
127	127	Isosphaera	Isosphaera	genus	0.0	abund	0.0	3898761	80	51	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
133	133	Methylocystis	Methylocystis	genus	1.14742e-05	abund	1.14742e-07	47685817	5830	941	1.1474203661933601e-05	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
138	138	Borrelia	Borrelia	genus	0.0123607958	abund	0.000123607958	5575759	34214	16329	0.012360799744886223	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
146	146	Spirochaeta	Spirochaeta	genus	0.0	abund	0.0	1035567	223	168	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
157	157	Treponema	Treponema	genus	0.0009315291300000055	abund	9.315291300000055e-06	9463158	26259	8968	0.0009315294272928731	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
171	171	Leptospira	Leptospira	genus	0.009962969000000002	abund	9.962969000000001e-05	12188794	385570	28564	0.00996297217963178	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
179	179	Leptospirillum	Leptospirillum	genus	0.0	abund	0.0	2595813	240	40	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
187	187	Aquaspirillum	Aquaspirillum	genus	0.0	abund	0.0	0	64	40	0.0	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
191	191	Azospirillum	Azospirillum	genus	0.00482844	abund	4.82844e-05	39434868	211347	76646	0.004828441540972502	0.999999680855098	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuge	unified	Centrifuge_unified
