taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	genomeSize	numReads	numUniqueReads	norm_abund	classified_fraction	sample_id	sample_id_core	assay	tool	db_mode	tool_db
622681	622681	Candidatus Planktophila	Candidatus Planktophila	genus	0.0	abund	0.0	1328793	646	24	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
623276	623276	Maritalea	Maritalea	genus	0.0	abund	0.0	3703346	1	1	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
644652	644652	Gordonibacter	Gordonibacter	genus	0.0	abund	0.0	6589736	58	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
648800	648800	Solibacillus	Solibacillus	genus	0.0	abund	0.0	3984229	21	15	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
648802	648802	Rummeliibacillus	Rummeliibacillus	genus	0.0	abund	0.0	3420739	1	1	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
649460	649460	Filimonas	Filimonas	genus	0.0	abund	0.0	7814405	40	38	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
651456	651456	Kosmotoga	Kosmotoga	genus	0.0	abund	0.0	2302126	1	1	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
651660	651660	Paenisporosarcina	Paenisporosarcina	genus	0.0	abund	0.0	3972524	7	1	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
658061	658061	Candidatus Koribacter	Candidatus Koribacter	genus	0.0	abund	0.0	5650368	2	2	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
665874	665874	Limnohabitans	Limnohabitans	genus	0.0	abund	0.0	2948795	64	20	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
666508	666508	Phycisphaera	Phycisphaera	genus	0.0	abund	0.0	3884382	8	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
669357	669357	Geminocystis	Geminocystis	genus	0.0	abund	0.0	4042078	23	19	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
670486	670486	Dehalogenimonas	Dehalogenimonas	genus	0.0	abund	0.0	1686510	1	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
674734	674734	Alloactinosynnema	Alloactinosynnema	genus	0.0	abund	0.0	0	4	2	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
680115	680115	Phikzvirus	Phikzvirus	genus	0.0	abund	0.0	280334	2	2	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
685950	685950	Fervidicoccus	Fervidicoccus	genus	0.0	abund	0.0	1319206	10	8	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
692606	692606	Cyprinivirus	Cyprinivirus	genus	0.0	abund	0.0	291144	2	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
697025	697025	Hoyosella	Hoyosella	genus	0.0	abund	0.0	4863490	2	2	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
697331	697331	Basfia	Basfia	genus	0.0	abund	0.0	2314078	21	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
698776	698776	Cellulosilyticum	Cellulosilyticum	genus	0.8618060000000001	abund	0.00861806	4714237	22536	22490	0.8715863050195705	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
745364	745364	Luteipulveratus	Luteipulveratus	genus	0.0	abund	0.0	5420910	10	5	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
748770	748770	Dolichospermum	Dolichospermum	genus	0.0	abund	0.0	0	1	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
762296	762296	Methylovulum	Methylovulum	genus	0.0	abund	0.0	0	5	4	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
795750	795750	Ignavibacterium	Ignavibacterium	genus	0.0	abund	0.0	3658997	6	2	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
861914	861914	Fibrella	Fibrella	genus	0.0	abund	0.0	6408035	2	2	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
875170	875170	Celeribacter	Celeribacter	genus	0.0	abund	0.0	4969388	3	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
885864	885864	Jeongeupia	Jeongeupia	genus	0.0	abund	0.0	3788814	5	2	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
929509	929509	Solitalea	Solitalea	genus	0.0	abund	0.0	5202069	1	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
940557	940557	Granulicella	Granulicella	genus	0.0	abund	0.0	5503984	6	2	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
946234	946234	Flavonifractor	Flavonifractor	genus	0.0	abund	0.0	7803870	185	170	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
986106	986106	Acidiferrobacter	Acidiferrobacter	genus	0.0	abund	0.0	3398398	1	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
990721	990721	Christensenella	Christensenella	genus	0.0	abund	0.0	2969292	10	10	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1054211	1054211	Sulfuritalea	Sulfuritalea	genus	0.0	abund	0.0	3802648	254	232	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1055323	1055323	Aeribacillus	Aeribacillus	genus	0.0	abund	0.0	4089457	12	5	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1055688	1055688	Sandaracinus	Sandaracinus	genus	0.0	abund	0.0	10327335	6	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1055692	1055692	Chitinolyticbacter	Chitinolyticbacter	genus	0.0	abund	0.0	4325960	1	1	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1069494	1069494	Trueperella	Trueperella	genus	0.0	abund	0.0	2272494	67	6	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1078904	1078904	Candidatus Nitrosotalea	Candidatus Nitrosotalea	genus	0.0	abund	0.0	1805304	4	3	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1084558	1084558	Oceanicoccus	Oceanicoccus	genus	0.0	abund	0.0	4472079	4	4	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1097466	1097466	Defluviimonas	Defluviimonas	genus	0.0	abund	0.0	4987611	1	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1100891	1100891	Paenalcaligenes	Paenalcaligenes	genus	0.0	abund	0.0	2688496	1	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1129704	1129704	Kyrpidia	Kyrpidia	genus	0.0	abund	0.0	3384766	2	2	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1134403	1134403	Melioribacter	Melioribacter	genus	0.0	abund	0.0	3300414	9	7	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1155738	1155738	Moorea	Moorea	genus	0.0	abund	0.0	9708656	2	1	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1159901	1159901	Deltacoronavirus	Deltacoronavirus	genus	0.0	abund	0.0	26223	1	1	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1161127	1161127	Murdochiella	Murdochiella	genus	0.0	abund	0.0	3342982	14	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1164882	1164882	Lachnoanaerobaculum	Lachnoanaerobaculum	genus	0.0	abund	0.0	5620882	1286	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1172191	1172191	Catenovulum	Catenovulum	genus	0.0	abund	0.0	4868003	2	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1182780	1182780	Magnetospira	Magnetospira	genus	0.0	abund	0.0	4052370	6	5	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1184396	1184396	Mesotoga	Mesotoga	genus	0.0	abund	0.0	2975953	1	1	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1184606	1184606	Austwickia	Austwickia	genus	0.0	abund	0.0	3631970	4	1	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1193324	1193324	Alkalitalea	Alkalitalea	genus	0.0	abund	0.0	4775573	25	12	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1204360	1204360	Siansivirga	Siansivirga	genus	0.0	abund	0.0	3303986	277	272	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1209327	1209327	Flavivirga	Flavivirga	genus	0.0	abund	0.0	5665358	6	6	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1217416	1217416	Halioglobus	Halioglobus	genus	0.0	abund	0.0	4116357	183	174	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1223423	1223423	Neokomagataea	Neokomagataea	genus	0.0	abund	0.0	2577002	6	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1247519	1247519	Spongiibacterium	Spongiibacterium	genus	0.0	abund	0.0	3772469	4	4	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1263978	1263978	Candidatus Endolissoclinum	Candidatus Endolissoclinum	genus	0.0	abund	0.0	1481191	3	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1287916	1287916	Euzebyella	Euzebyella	genus	0.0	abund	0.0	4707469	4	4	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1295327	1295327	Croceicoccus	Croceicoccus	genus	0.0	abund	0.0	4109188	24	21	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1298971	1298971	Vi1virus	Vi1virus	genus	0.0	abund	0.0	157308	1	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1329200	1329200	Fictibacillus	Fictibacillus	genus	0.0	abund	0.0	4055461	5	5	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1330545	1330545	Lelliottia	Lelliottia	genus	0.0	abund	0.0	13557172	5	2	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1330546	1330546	Pluralibacter	Pluralibacter	genus	0.0	abund	0.0	16305844	1328	376	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1330547	1330547	Kosakonia	Kosakonia	genus	2.5798200000000002e-12	abund	2.57982e-14	4857324	372	4	2.609097385508558e-12	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1331051	1331051	Candidatus Saccharimonas	Candidatus Saccharimonas	genus	0.0	abund	0.0	1013781	6	5	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1335631	1335631	Frischella	Frischella	genus	0.0	abund	0.0	2692351	1	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1379908	1379908	Rufibacter	Rufibacter	genus	0.0	abund	0.0	5413467	6	2	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1381133	1381133	Candidatus Profftella	Candidatus Profftella	genus	0.0	abund	0.0	927880	4	0	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
1382931	1382931	Ardenticatena	Ardenticatena	genus	0.0	abund	0.0	5033966	2	2	0.0	0.9887787302723271	DYN_0036_D05_report	DYN_0036_D05	pacbio	Centrifuge	default	Centrifuge_default
