taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	genomeSize	numReads	numUniqueReads	norm_abund	classified_fraction	sample_id	sample_id_core	assay	tool	db_mode	tool_db
194	194	Campylobacter	Campylobacter	genus	0.0091018566	abund	9.1018566e-05	6638245	74358	17546	0.009102148021481817	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
209	209	Helicobacter	Helicobacter	genus	0.4487873339999999	abund	0.004487873339999999	3274938	88754	3425	0.4488017031859411	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
222	222	Achromobacter	Achromobacter	genus	2.2772200000000002e-20	abund	2.27722e-22	3559180	230	76	2.27729291158892e-20	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
226	226	Alteromonas	Alteromonas	genus	3.56931e-20	abund	3.56931e-22	6501773	1536	1179	3.569424281476295e-20	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
234	234	Brucella	Brucella	genus	0.32943180299999997	abund	0.00329431803	7061239	76131	36782	0.32944235068366573	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
237	237	Flavobacterium	Flavobacterium	genus	0.000530946000127135	abund	5.30946000127135e-06	3664044	1298	281	0.0005309629998533361	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
262	262	Francisella	Francisella	genus	1.34535e-53	abund	1.34535e-55	4628354	395	98	1.3453930751557393e-53	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
265	265	Paracoccus	Paracoccus	genus	0.0	abund	0.0	23818239	958	367	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
270	270	Thermus	Thermus	genus	0.02436299	abund	0.00024362990000000002	3672245	24104	13492	0.02436377004949532	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
279	279	Xanthobacter	Xanthobacter	genus	0.0	abund	0.0	0	81	29	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
283	283	Comamonas	Comamonas	genus	0.007321085999999999	abund	7.321085999999999e-05	1553374	12747	7203	0.007321320405113636	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
286	286	Pseudomonas	Pseudomonas	genus	0.034736161001176456	abund	0.0003473616100117646	6009714	196122	23805	0.034737273176851866	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
338	338	Xanthomonas	Xanthomonas	genus	0.0036675923000000538	abund	3.667592300000054e-05	24303767	37637	5032	0.0036677097282599943	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
352	352	Azotobacter	Azotobacter	genus	0.0	abund	0.0	5041647	68	11	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
357	357	Agrobacterium	Agrobacterium	genus	0.0029331081	abund	2.9331081e-05	16283238	24754	8255	0.002933202011687076	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
374	374	Bradyrhizobium	Bradyrhizobium	genus	0.0	abund	0.0	8563390	711	175	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
379	379	Rhizobium	Rhizobium	genus	0.0002347599	abund	2.347599e-06	5722865	4322	1031	0.00023476741649701107	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
404	404	Methylobacillus	Methylobacillus	genus	0.0	abund	0.0	4142461	4	0	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
407	407	Methylobacterium	Methylobacterium	genus	8.40629e-48	abund	8.40629e-50	4098002	574	66	8.406559150965132e-48	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
413	413	Methylococcus	Methylococcus	genus	0.0	abund	0.0	2071196	16	6	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
416	416	Methylomonas	Methylomonas	genus	0.0	abund	0.0	9929041	48	11	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
425	425	Methylosinus	Methylosinus	genus	0.0	abund	0.0	5897155	24	3	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
429	429	Methylobacter	Methylobacter	genus	0.0	abund	0.0	1035565	7	5	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
434	434	Acetobacter	Acetobacter	genus	0.00505154	abund	5.05154e-05	6986888	8013	3410	0.005051701739229363	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
441	441	Gluconobacter	Gluconobacter	genus	0.0016381100000000001	abund	1.63811e-05	11883942	58965	12375	0.0016381624486887193	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
445	445	Legionella	Legionella	genus	0.04132702	abund	0.0004132702	9575041	7567	5700	0.04132834320052235	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
461	461	Fluoribacter	Fluoribacter	genus	0.0	abund	0.0	11290902	9	6	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
469	469	Acinetobacter	Acinetobacter	genus	0.31506666330062466	abund	0.0031506666330062467	6017296	373002	91370	0.3150767510440297	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
475	475	Moraxella	Moraxella	genus	4.03006e-17	abund	4.03006e-19	1035572	1031	265	4.030189033680558e-17	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
482	482	Neisseria	Neisseria	genus	0.3655248449	abund	0.0036552484489999998	1755348	178918	6735	0.36553654820369097	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
497	497	Psychrobacter	Psychrobacter	genus	4.11583e-59	abund	4.11583e-61	3710440	485	99	4.115961779847806e-59	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
499	499	Thermomicrobium	Thermomicrobium	genus	0.0	abund	0.0	8653902	36	18	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
507	507	Alcaligenes	Alcaligenes	genus	0.0	abund	0.0	1035531	158	19	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
517	517	Bordetella	Bordetella	genus	0.00292638	abund	2.92638e-05	2349188	2149	853	0.0029264736962680738	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
522	522	Acidiphilium	Acidiphilium	genus	5.21595e-05	abund	5.21595e-07	7230484	280	39	5.216117003276902e-05	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
528	528	Ochrobactrum	Ochrobactrum	genus	2.7866799999999997e-46	abund	2.78668e-48	0	80	21	2.7867692233805294e-46	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
532	532	Beijerinckia	Beijerinckia	genus	0.0	abund	0.0	2209941	5	0	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
535	535	Chromobacterium	Chromobacterium	genus	6.164439999999999e-63	abund	6.164439999999999e-65	1035563	181	48	6.164637371846021e-63	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
538	538	Eikenella	Eikenella	genus	0.0	abund	0.0	3106648	16	10	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
541	541	Zymomonas	Zymomonas	genus	0.0	abund	0.0	14230655	91	40	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
544	544	Citrobacter	Citrobacter	genus	5.99035001445003	abund	0.0599035001445003	4584307	160407	10758	5.990541812316612	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
547	547	Enterobacter	Enterobacter	genus	0.0027792353000302985	abund	2.7792353000302984e-05	39650554	71555	35257	0.0027793242850478665	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
551	551	Erwinia	Erwinia	genus	0.0	abund	0.0	5671472	592	213	0.0	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
561	561	Escherichia	Escherichia	genus	0.6930916362100003	abund	0.006930916362100002	10786223	639124	253095	0.6931138274837739	0.999967983218782	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuge	unified	Centrifuge_unified
