tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,lineage_raw,query_name,query_md5,query_filename,fraction_raw,f_weighted_raw,bp_match_at_rank,query_ani_at_rank,total_weighted_hashes
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,,5476,Candida albicans,Candida albicans,species,0.23586475483969999,abund_weighted,0.002358647548397,;Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida;Candida albicans,,b40cbcea,/dodo/eh58/bakeoff/data/ZymoMockD6331/pacbio/SRR13128014.fastq,0.0294078478557994,0.002358647548397,12587000,0.8924740320478272,17878466
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,,4932,Saccharomyces cerevisiae,Saccharomyces cerevisiae,species,0.19222007078234998,abund_weighted,0.0019222007078235,;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces cerevisiae,,b40cbcea,/dodo/eh58/bakeoff/data/ZymoMockD6331/pacbio/SRR13128014.fastq,0.0225225751433945,0.0019222007078235,9640000,0.8848275708421312,17878466
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,,562,Escherichia coli,Escherichia coli,species,17.23357026268361,abund_weighted,0.1723357026268361,;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli,,b40cbcea,/dodo/eh58/bakeoff/data/ZymoMockD6331/pacbio/SRR13128014.fastq,0.019391843743794,0.1723357026268361,8300000,0.8805659875835876,17878466
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,,817,Bacteroides fragilis,Bacteroides fragilis,species,20.29887799098647,abund_weighted,0.2029887799098647,;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis,,b40cbcea,/dodo/eh58/bakeoff/data/ZymoMockD6331/pacbio/SRR13128014.fastq,0.0118079973832692,0.2029887799098647,5054000,0.8665869347682413,17878466
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,,1496,Clostridioides difficile,Clostridioides difficile,species,2.53419392916595,abund_weighted,0.0253419392916595,;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Clostridioides;Clostridioides difficile,,b40cbcea,/dodo/eh58/bakeoff/data/ZymoMockD6331/pacbio/SRR13128014.fastq,0.009520694368188,0.0253419392916595,4075000,0.8605889433293841,17878466
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,,301301,Roseburia hominis,Roseburia hominis,species,5.20438386604309,abund_weighted,0.0520438386604309,;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia hominis,,b40cbcea,/dodo/eh58/bakeoff/data/ZymoMockD6331/pacbio/SRR13128014.fastq,0.008156256205974,0.0520438386604309,3491000,0.8563055077358867,17878466
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,,239935,Akkermansia muciniphila,Akkermansia muciniphila,species,2.00601103025281,abund_weighted,0.0200601103025281,;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila,,b40cbcea,/dodo/eh58/bakeoff/data/ZymoMockD6331/pacbio/SRR13128014.fastq,0.0066866815415347,0.0200601103025281,2862000,0.8508353090637201,17878466
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,,853,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,species,14.02999004500721,abund_weighted,0.1402999004500721,;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;Faecalibacterium prausnitzii,,b40cbcea,/dodo/eh58/bakeoff/data/ZymoMockD6331/pacbio/SRR13128014.fastq,0.0065535086387159,0.1402999004500721,2805000,0.8502833470534862,17878466
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,,28128,Prevotella corporis,Prevotella corporis,species,8.31424239641141,abund_weighted,0.0831424239641141,;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella corporis,,b40cbcea,/dodo/eh58/bakeoff/data/ZymoMockD6331/pacbio/SRR13128014.fastq,0.006340899267549,0.0831424239641141,2714000,0.8493792369148536,17878466
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,,851,Fusobacterium nucleatum,Fusobacterium nucleatum,species,4.28550189932402,abund_weighted,0.0428550189932402,;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium nucleatum,,b40cbcea,/dodo/eh58/bakeoff/data/ZymoMockD6331/pacbio/SRR13128014.fastq,0.0055769073513778,0.0428550189932402,2387000,0.8458688148476968,17878466
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,,28901,Salmonella enterica,Salmonella enterica,species,0.0302934267403,abund_weighted,0.000302934267403,;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica,,b40cbcea,/dodo/eh58/bakeoff/data/ZymoMockD6331/pacbio/SRR13128014.fastq,0.0051890704765019,0.000302934267403,2221000,0.8439043235715772,17878466
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,,423477,Veillonella rogosae,Veillonella rogosae,species,19.06178080378932,abund_weighted,0.1906178080378932,;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;Veillonella rogosae,,b40cbcea,/dodo/eh58/bakeoff/data/ZymoMockD6331/pacbio/SRR13128014.fastq,0.0050115066060768,0.1906178080378932,2145000,0.8429570151954167,17878466
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,,1680,Bifidobacterium adolescentis,Bifidobacterium adolescentis,species,1.9794707219288201,abund_weighted,0.0197947072192882,;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium adolescentis,,b40cbcea,/dodo/eh58/bakeoff/data/ZymoMockD6331/pacbio/SRR13128014.fastq,0.0048830064366903,0.0197947072192882,2090000,0.8422509814076545,17878466
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,,2173,Methanobrevibacter smithii,Methanobrevibacter smithii,species,0.061862130677200006,abund_weighted,0.000618621306772,;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter smithii,,b40cbcea,/dodo/eh58/bakeoff/data/ZymoMockD6331/pacbio/SRR13128014.fastq,0.0042685419903508,0.000618621306772,1827000,0.8386049181953664,17878466
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,,1613,Limosilactobacillus fermentum,Limosilactobacillus fermentum,species,0.92023555041019,abund_weighted,0.0092023555041019,;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus fermentum,,b40cbcea,/dodo/eh58/bakeoff/data/ZymoMockD6331/pacbio/SRR13128014.fastq,0.0042171419225961,0.0092023555041019,1805000,0.838277258516027,17878466
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,,1351,Enterococcus faecalis,Enterococcus faecalis,species,0.0008557781187714874,abund_weighted,8.557781187714874e-06,;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecalis,,b40cbcea,/dodo/eh58/bakeoff/data/ZymoMockD6331/pacbio/SRR13128014.fastq,0.0003551277408502,8.557781187714874e-06,152000,0.7739663583800064,17878466
Sourmash,unified,Sourmash_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,,0,unclassified,unclassified,species,3.6106453428386898,abund_weighted,0.0361064534283869,unclassified,,b40cbcea,/dodo/eh58/bakeoff/data/ZymoMockD6331/pacbio/SRR13128014.fastq,0.8501103933273366,0.0361064534283869,363860000,,17878466
