tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,numReads,numDirectReads
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,853,853,                  Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,species,14.23326388378395,abund,14.23,424029,415248
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2929495,2929495,                    Faecalibacterium sp. I4-3-84,Faecalibacterium sp. I4-3-84,species,0.007418245729221947,abund,0.01,221,221
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2929494,2929494,                    Faecalibacterium sp. I4-1-79,Faecalibacterium sp. I4-1-79,species,0.003725906225989304,abund,0.0,111,111
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2929492,2929492,                    Faecalibacterium sp. I3-3-33,Faecalibacterium sp. I3-3-33,species,0.003490939166692681,abund,0.0,104,104
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,3141184,3141184,                    Faecalibacterium sp. i21-0019-B1,Faecalibacterium sp. i21-0019-B1,species,0.0023496705929662272,abund,0.0,70,70
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2929489,2929489,                    Faecalibacterium sp. IP-3-29,Faecalibacterium sp. IP-3-29,species,0.0019804366426429635,abund,0.0,59,59
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2929493,2929493,                    Faecalibacterium sp. I3-3-89,Faecalibacterium sp. I3-3-89,species,0.0013762356330230762,abund,0.0,41,41
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2929488,2929488,                    Faecalibacterium sp. IP-1-18,Faecalibacterium sp. IP-1-18,species,0.0013426689102664156,abund,0.0,40,40
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,3141185,3141185,                    Faecalibacterium sp. i25-0019-C1,Faecalibacterium sp. i25-0019-C1,species,0.0013091021875097555,abund,0.0,39,39
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2929490,2929490,                    Faecalibacterium sp. I2-3-92,Faecalibacterium sp. I2-3-92,species,0.0011748352964831136,abund,0.0,35,35
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,3030638,3030638,                  Faecalibacterium taiwanense,Faecalibacterium taiwanense,species,0.011949753301371099,abund,0.01,356,356
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,411483,411483,                  Faecalibacterium duncaniae,Faecalibacterium duncaniae,species,0.003725906225989304,abund,0.0,111,111
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2929491,2929491,                  Faecalibacterium wellingii,Faecalibacterium wellingii,species,0.0011412685737264535,abund,0.0,34,34
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,169435,169435,                  Anaerotruncus colihominis,Anaerotruncus colihominis,species,0.001544069246806378,abund,0.0,46,46
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,657323,657323,                    Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,species,0.0013091021875097555,abund,0.0,39,39
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,3233380,3233380,                    Ruminococcus sp. JE7B6,Ruminococcus sp. JE7B6,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,3233381,3233381,                    Ruminococcus sp. JL13D9,Ruminococcus sp. JL13D9,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,1264,1264,                  Ruminococcus albus,Ruminococcus albus,species,3.356672275666039e-05,abund,0.0,1,0
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,1160721,1160721,                  Ruminococcus bicirculans (ex Wegman et al. 2014),Ruminococcus bicirculans (ex Wegman et al. 2014),species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,292800,292800,                  Flavonifractor plautii,Flavonifractor plautii,species,0.0009063015144298305,abund,0.0,27,27
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2093857,2093857,                  Dysosmobacter welbionis,Dysosmobacter welbionis,species,0.0006377677323765474,abund,0.0,19,19
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2714353,2714353,                  Vescimonas fastidiosa,Vescimonas fastidiosa,species,0.00023496705929662275,abund,0.0,7,7
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2714355,2714355,                  Vescimonas coprocola,Vescimonas coprocola,species,0.00013426689102664157,abund,0.0,4,4
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,1550024,1550024,                  Ruthenibacterium lactatiformans,Ruthenibacterium lactatiformans,species,0.00030210050480994355,abund,0.0,9,9
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2714358,2714358,                  Pusillibacter faecalis,Pusillibacter faecalis,species,0.00026853378205328313,abund,0.0,8,8
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2108523,2108523,                  Lawsonibacter asaccharolyticus,Lawsonibacter asaccharolyticus,species,0.00026853378205328313,abund,0.0,8,8
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,3136601,3136601,                  Owariibacterium komagatae,Owariibacterium komagatae,species,0.00013426689102664157,abund,0.0,4,4
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,214851,214851,                  Subdoligranulum variabile,Subdoligranulum variabile,species,6.713344551332078e-05,abund,0.0,2,2
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,512298,512298,                    uncultured Subdoligranulum sp.,uncultured Subdoligranulum sp.,species,6.713344551332078e-05,abund,0.0,2,2
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2109687,2109687,                    Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,species,0.00010070016826998118,abund,0.0,3,3
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2763056,2763056,                  Oscillibacter hominis,Oscillibacter hominis,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2779352,2779352,                  Pseudoflavonifractor gallinarum,Pseudoflavonifractor gallinarum,species,0.00013426689102664157,abund,0.0,4,4
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2780922,2780922,                  Solibaculum mannosilyticum,Solibaculum mannosilyticum,species,0.00010070016826998118,abund,0.0,3,3
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,3388458,3388458,                    Caproicibacterium sp. XB2,Caproicibacterium sp. XB2,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,3070656,3070656,                    Paludicola sp. MB14-C6,Paludicola sp. MB14-C6,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,1522,1522,                  [Clostridium] innocuum,[Clostridium] innocuum,species,0.001275535464753095,abund,0.0,38,38
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2212991,2212991,                    Clostridium sp. AWRP,Clostridium sp. AWRP,species,0.00013426689102664157,abund,0.0,4,4
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,411486,411486,                    Clostridium sp. M62/1,Clostridium sp. M62/1,species,0.00010070016826998118,abund,0.0,3,3
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,641107,641107,                    Clostridium sp. DL-VIII,Clostridium sp. DL-VIII,species,6.713344551332078e-05,abund,0.0,2,2
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,1042156,1042156,                    Clostridium sp. SY8519,Clostridium sp. SY8519,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,1155388,1155388,                    Clostridium sp. C1,Clostridium sp. C1,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2483110,2483110,                    Clostridium sp. JN-1,Clostridium sp. JN-1,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,3236840,3236840,                    Clostridium sp. BJN0013,Clostridium sp. BJN0013,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,1502,1502,                  Clostridium perfringens,Clostridium perfringens,species,0.00030210050480994355,abund,0.0,9,7
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,238834,238834,                  Clostridium estertheticum,Clostridium estertheticum,species,0.00020140033653996236,abund,0.0,6,6
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,1491,1491,                  Clostridium botulinum,Clostridium botulinum,species,0.00013426689102664157,abund,0.0,4,2
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,84022,84022,                  Clostridium aceticum,Clostridium aceticum,species,6.713344551332078e-05,abund,0.0,2,2
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,36845,36845,                  Clostridium intestinale,Clostridium intestinale,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,1513,1513,                  Clostridium tetani,Clostridium tetani,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,1520,1520,                  Clostridium beijerinckii,Clostridium beijerinckii,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,217159,217159,                  Clostridium carboxidivorans,Clostridium carboxidivorans,species,3.356672275666039e-05,abund,0.0,1,0
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,394958,394958,                  Clostridium taeniosporum,Clostridium taeniosporum,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,360422,360422,                  Clostridium tagluense,Clostridium tagluense,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,341220,341220,                  Lactonifactor longoviformis,Lactonifactor longoviformis,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,3298609,3298609,                    Haloimpatiens sp. FM7315,Haloimpatiens sp. FM7315,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,1297617,1297617,                  Intestinimonas butyriciproducens,Intestinimonas butyriciproducens,species,0.0004699341185932455,abund,0.0,14,14
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2610895,2610895,                    Flintibacter sp. KGMB00164,Flintibacter sp. KGMB00164,species,0.00040280067307992473,abund,0.0,12,12
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2086584,2086584,                  Massilistercora timonensis,Massilistercora timonensis,species,0.00040280067307992473,abund,0.0,12,12
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,3050072,3050072,                    Proteiniborus sp. MB09-C3,Proteiniborus sp. MB09-C3,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,938288,938288,                  Fenollaria massiliensis,Fenollaria massiliensis,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,53442,53442,                  Eubacterium callanderi,Eubacterium callanderi,species,0.00040280067307992473,abund,0.0,12,12
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,1736,1736,                  Eubacterium limosum,Eubacterium limosum,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,39490,39490,                  Eubacterium ramulus,Eubacterium ramulus,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,39496,39496,                  Eubacterium ventriosum,Eubacterium ventriosum,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2841528,2841528,                    Eubacterium sp. MSJ-33,Eubacterium sp. MSJ-33,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,1796620,1796620,                  Acutalibacter muris,Acutalibacter muris,species,0.00030210050480994355,abund,0.0,9,9
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,2576756,2576756,                  Caproicibacter fermentans,Caproicibacter fermentans,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,3110227,3110227,                    Caproicibacter sp. BJN0012,Caproicibacter sp. BJN0012,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,3030017,3030017,                    Caproiciproducens sp. CPB-2,Caproiciproducens sp. CPB-2,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,3014267,3014267,                  Agathobaculum massiliense,Agathobaculum massiliense,species,0.00010070016826998118,abund,0.0,3,3
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,3079302,3079302,                    Agathobaculum sp. NTUH-O15-33,Agathobaculum sp. NTUH-O15-33,species,6.713344551332078e-05,abund,0.0,2,2
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,3079303,3079303,                    Intestinibacillus sp. NTUH-41-i26,Intestinibacillus sp. NTUH-41-i26,species,3.356672275666039e-05,abund,0.0,1,1
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,1564,1564,                  Desulforamulus ruminis,Desulforamulus ruminis,species,6.713344551332078e-05,abund,0.0,2,0
Kraken2,unified,Kraken2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Zymo,1561005,1561005,                  Acididesulfobacillus acetoxydans,Acididesulfobacillus acetoxydans,species,3.356672275666039e-05,abund,0.0,1,1
