tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,target,lineage,num_unique,num_shared,num_children,num_cumulative,norm_abund,classified_fraction
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,199,199,Campylobacter concisus,Campylobacter concisus,species,0.72169,abund,0.72169,199,1||29547|3031852|213849|72294|194|199,5502,0,0,5502,0.7286147546279845,0.9904959999999999
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,726,726,Haemophilus haemolyticus,Haemophilus haemolyticus,species,0.79016,abund,0.79016,726,1||1224|1236|135625|712|724|726,5812,0,0,5812,0.7977417374729427,0.9904959999999999
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,727,727,Haemophilus influenzae,Haemophilus influenzae,species,0.80517,abund,0.80517,727,1||1224|1236|135625|712|724|727,5700,0,0,5700,0.8128957613155431,0.9904959999999999
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,729,729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,species,0.8189,abund,0.8189,729,1||1224|1236|135625|712|724|729,6456,0,0,6456,0.8267575033114722,0.9904959999999999
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,732,732,Aggregatibacter aphrophilus,Aggregatibacter aphrophilus,species,0.78815,abund,0.78815,732,1||1224|1236|135625|712|416916|732,7032,0,0,7032,0.7957124511355926,0.9904959999999999
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,735,735,Haemophilus parahaemolyticus,Haemophilus parahaemolyticus,species,0.7828,abund,0.7828,735,1||1224|1236|135625|712|724|735,6294,0,0,6294,0.790311116854586,0.9904959999999999
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,817,817,Bacteroides fragilis,Bacteroides fragilis,species,0.00059,abund,0.00059,817,1||976|200643|171549|815|816|817,12,0,0,12,0.000595661163699803,0.9904959999999999
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,818,818,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,species,0.80525,abund,0.80525,818,1||976|200643|171549|815|816|818,19958,0,0,19958,0.81297652893096,0.9904959999999999
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,820,820,Bacteroides uniformis,Bacteroides uniformis,species,0.73155,abund,0.73155,820,1||976|200643|171549|815|816|820,13638,0,0,13638,0.7385693632281201,0.9904959999999999
Ganon2,unified,Ganon2_unified,simulated,simulated,pacbio,sim_pacbio,821,821,Phocaeicola vulgatus,Phocaeicola vulgatus,species,0.79752,abund,0.79752,821,1||976|200643|171549|815|909656|821,15870,0,0,15870,0.8051723580912997,0.9904959999999999
