tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,target,lineage,num_unique,num_shared,num_children,num_cumulative
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,2857061,2857061,Escherichia sp. TC-EC600-tetX4,Escherichia sp. TC-EC600-tetX4,species,0.00033,fraction_reads,0.00033,2857061,1||1224|1236|91347|543|561|2857061,1,0,0,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,2929495,2929495,Faecalibacterium sp. I4-3-84,Faecalibacterium sp. I4-3-84,species,0.00033,fraction_reads,0.00033,2929495,1||1239|186801|186802|216572|216851|2929495,1,0,0,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,3037987,3037987,Akkermansia sp. BCRC 18949,Akkermansia sp. BCRC 18949,species,0.00465,fraction_reads,0.00465,3037987,1||74201|203494|48461|1647988|239934|3037987,14,0,0,14
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,3055805,3055805,Cellulosilyticum sp. ST5,Cellulosilyticum sp. ST5,species,0.00066,fraction_reads,0.00066,3055805,1||1239|186801|3085636|3018741|698776|3055805,2,0,0,2
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,3141185,3141185,Faecalibacterium sp. i25-0019-C1,Faecalibacterium sp. i25-0019-C1,species,0.00033,fraction_reads,0.00033,3141185,1||1239|186801|186802|216572|216851|3141185,1,0,0,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,3238625,3238625,Streptomyces sp. R11,Streptomyces sp. R11,species,0.00033,fraction_reads,0.00033,3238625,1||201174|1760|85011|2062|1883|3238625,1,0,0,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,194,194,Campylobacter,Campylobacter,genus,0.00133,fraction_reads,0.00133,194,1||29547|3031852|213849|72294|194,0,0,4,4
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,286,286,Pseudomonas,Pseudomonas,genus,0.00199,fraction_reads,0.00199,286,1||1224|1236|72274|135621|286,0,0,6,6
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,544,544,Citrobacter,Citrobacter,genus,0.00432,fraction_reads,0.00432,544,1||1224|1236|91347|543|544,0,0,13,13
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,547,547,Enterobacter,Enterobacter,genus,0.0083,fraction_reads,0.0083,547,1||1224|1236|91347|543|547,0,0,25,25
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,561,561,Escherichia,Escherichia,genus,17.30161,fraction_reads,17.30161,561,1||1224|1236|91347|543|561,0,0,52096,52096
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,570,570,Klebsiella,Klebsiella,genus,0.05912,fraction_reads,0.05912,570,1||1224|1236|91347|543|570,0,0,178,178
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,581,581,Morganella,Morganella,genus,0.00066,fraction_reads,0.00066,581,1||1224|1236|91347|1903414|581,0,0,2,2
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,590,590,Salmonella,Salmonella,genus,0.01959,fraction_reads,0.01959,590,1||1224|1236|91347|543|590,0,0,59,59
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,620,620,Shigella,Shigella,genus,0.00764,fraction_reads,0.00764,620,1||1224|1236|91347|543|620,0,0,23,23
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,816,816,Bacteroides,Bacteroides,genus,19.53571,fraction_reads,19.53571,816,1||976|200643|171549|815|816,0,0,58823,58823
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,838,838,Prevotella,Prevotella,genus,7.94706,fraction_reads,7.94706,838,1||976|200643|171549|171552|838,0,0,23929,23929
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,841,841,Roseburia,Roseburia,genus,1.56191,fraction_reads,1.56191,841,1||1239|186801|3085636|186803|841,0,0,4703,4703
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,848,848,Fusobacterium,Fusobacterium,genus,4.51138,fraction_reads,4.51138,848,1||32066|203490|203491|203492|848,0,0,13584,13584
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1279,1279,Staphylococcus,Staphylococcus,genus,0.00033,fraction_reads,0.00033,1279,1||1239|91061|1385|90964|1279,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1350,1350,Enterococcus,Enterococcus,genus,0.00664,fraction_reads,0.00664,1350,1||1239|91061|186826|81852|1350,0,0,20,20
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1386,1386,Bacillus,Bacillus,genus,0.00033,fraction_reads,0.00033,1386,1||1239|91061|1385|186817|1386,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1485,1485,Clostridium,Clostridium,genus,0.00465,fraction_reads,0.00465,1485,1||1239|186801|186802|31979|1485,0,0,14,14
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1637,1637,Listeria,Listeria,genus,0.00033,fraction_reads,0.00033,1637,1||1239|91061|1385|186820|1637,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1654,1654,Actinomyces,Actinomyces,genus,0.00199,fraction_reads,0.00199,1654,1||201174|1760|2037|2049|1654,0,0,6,6
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1678,1678,Bifidobacterium,Bifidobacterium,genus,0.16307,fraction_reads,0.16307,1678,1||201174|1760|85004|31953|1678,0,0,491,491
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1883,1883,Streptomyces,Streptomyces,genus,0.00033,fraction_reads,0.00033,1883,1||201174|1760|85011|2062|1883,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,2172,2172,Methanobrevibacter,Methanobrevibacter,genus,0.03985,fraction_reads,0.03985,2172,1||28890|183925|2158|2159|2172,0,0,120,120
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,4930,4930,Saccharomyces,Saccharomyces,genus,0.25274,fraction_reads,0.25274,4930,1||4890|4891|4892|4893|4930,0,0,761,761
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,5052,5052,Aspergillus,Aspergillus,genus,0.00033,fraction_reads,0.00033,5052,1||4890|147545|5042|1131492|5052,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,5475,5475,Candida,Candida,genus,0.001,fraction_reads,0.001,5475,1||4890|3239874|2916678|766764|5475,0,0,3,3
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,29465,29465,Veillonella,Veillonella,genus,16.05653,fraction_reads,16.05653,29465,1||1239|909932|1843489|31977|29465,0,0,48347,48347
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,35832,35832,Bilophila,Bilophila,genus,0.00033,fraction_reads,0.00033,35832,1||200940|3031449|213115|194924|35832,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,40544,40544,Sutterella,Sutterella,genus,0.00166,fraction_reads,0.00166,40544,1||1224|28216|80840|995019|40544,0,0,5,5
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,84111,84111,Eggerthella,Eggerthella,genus,0.00066,fraction_reads,0.00066,84111,1||201174|84998|1643822|1643826|84111,0,0,2,2
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,133925,133925,Olsenella,Olsenella,genus,0.00033,fraction_reads,0.00033,133925,1||201174|84998|84999|1643824|133925,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,189330,189330,Dorea,Dorea,genus,0.00066,fraction_reads,0.00066,189330,1||1239|186801|3085636|186803|189330,0,0,2,2
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,216851,216851,Faecalibacterium,Faecalibacterium,genus,9.51695,fraction_reads,9.51695,216851,1||1239|186801|186802|216572|216851,0,0,28656,28656
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,239759,239759,Alistipes,Alistipes,genus,0.0176,fraction_reads,0.0176,239759,1||976|200643|171549|171550|239759,0,0,53,53
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,239934,239934,Akkermansia,Akkermansia,genus,1.70007,fraction_reads,1.70007,239934,1||74201|203494|48461|1647988|239934,0,0,5119,5119
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,283168,283168,Odoribacter,Odoribacter,genus,0.001,fraction_reads,0.001,283168,1||976|200643|171549|1853231|283168,0,0,3,3
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,290174,290174,Aquimarina,Aquimarina,genus,0.00033,fraction_reads,0.00033,290174,1||976|117743|200644|49546|290174,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,375288,375288,Parabacteroides,Parabacteroides,genus,0.04583,fraction_reads,0.04583,375288,1||976|200643|171549|2005525|375288,0,0,138,138
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,447792,447792,Phytobacter,Phytobacter,genus,0.00731,fraction_reads,0.00731,447792,1||1224|1236|91347|543|447792,0,0,22,22
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,572511,572511,Blautia,Blautia,genus,0.00133,fraction_reads,0.00133,572511,1||1239|186801|3085636|186803|572511,0,0,4,4
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,698776,698776,Cellulosilyticum,Cellulosilyticum,genus,0.00133,fraction_reads,0.00133,698776,1||1239|186801|3085636|3018741|698776,0,0,4,4
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,909656,909656,Phocaeicola,Phocaeicola,genus,0.02424,fraction_reads,0.02424,909656,1||976|200643|171549|815|909656,0,0,73,73
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,946234,946234,Flavonifractor,Flavonifractor,genus,0.00033,fraction_reads,0.00033,946234,1||1239|186801|186802|216572|946234,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1172191,1172191,Catenovulum,Catenovulum,genus,0.00033,fraction_reads,0.00033,1172191,1||1224|1236|135622|72275|1172191,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1322061,1322061,Rhizoctonia,Rhizoctonia,genus,0.00033,fraction_reads,0.00033,1322061,1||5204|155619|36064|5250|1322061,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1348911,1348911,Coprobacter,Coprobacter,genus,0.00033,fraction_reads,0.00033,1348911,1||976|200643|171549|2005519|1348911,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1392389,1392389,Intestinimonas,Intestinimonas,genus,0.00199,fraction_reads,0.00199,1392389,1||1239|186801|186802||1392389,0,0,6,6
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1505657,1505657,Intestinibacter,Intestinibacter,genus,0.00199,fraction_reads,0.00199,1505657,1||1239|186801|3082720|186804|1505657,0,0,6,6
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1649459,1649459,Hungatella,Hungatella,genus,0.00033,fraction_reads,0.00033,1649459,1||1239|186801|3085636|186803|1649459,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1766253,1766253,Agathobacter,Agathobacter,genus,0.00133,fraction_reads,0.00133,1766253,1||1239|186801|3085636|186803|1766253,0,0,4,4
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1870884,1870884,Clostridioides,Clostridioides,genus,1.67815,fraction_reads,1.67815,1870884,1||1239|186801|3082720|186804|1870884,0,0,5053,5053
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1905344,1905344,Ruthenibacterium,Ruthenibacterium,genus,0.00033,fraction_reads,0.00033,1905344,1||1239|186801|186802|216572|1905344,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1906945,1906945,Parageobacillus,Parageobacillus,genus,0.00033,fraction_reads,0.00033,1906945,1||1239|91061|1385|3120669|1906945,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1918536,1918536,Longicatena,Longicatena,genus,0.00033,fraction_reads,0.00033,1918536,1||1239|526524|526525|128827|1918536,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,2172004,2172004,Lawsonibacter,Lawsonibacter,genus,0.001,fraction_reads,0.001,2172004,1||1239|186801|186802|216572|2172004,0,0,3,3
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,2316020,2316020,Mediterraneibacter,Mediterraneibacter,genus,0.00797,fraction_reads,0.00797,2316020,1||1239|186801|3085636|186803|2316020,0,0,24,24
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,2719313,2719313,Enterocloster,Enterocloster,genus,0.00166,fraction_reads,0.00166,2719313,1||1239|186801|3085636|186803|2719313,0,0,5,5
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,2742598,2742598,Limosilactobacillus,Limosilactobacillus,genus,4.23175,fraction_reads,4.23175,2742598,1||1239|91061|186826|33958|2742598,0,0,12742,12742
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,2749267,2749267,Amedibacterium,Amedibacterium,genus,0.00033,fraction_reads,0.00033,2749267,1||1239|526524|526525|128827|2749267,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,2759736,2759736,Lacticaseibacillus,Lacticaseibacillus,genus,0.001,fraction_reads,0.001,2759736,1||1239|91061|186826|33958|2759736,0,0,3,3
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,2888809,2888809,Novisyntrophococcus,Novisyntrophococcus,genus,0.00033,fraction_reads,0.00033,2888809,1||1239|186801|3085636|186803|2888809,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,2941495,2941495,Otoolea,Otoolea,genus,0.00033,fraction_reads,0.00033,2941495,1||1239|186801|3085636|186803|2941495,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,2944198,2944198,Wansuia,Wansuia,genus,0.00033,fraction_reads,0.00033,2944198,1||1239|186801|3085636|186803|2944198,0,0,1,1
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,3025755,3025755,Thomasclavelia,Thomasclavelia,genus,0.00033,fraction_reads,0.00033,3025755,1||1239|526524|526525|2810280|3025755,0,0,1,1
