tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,tax_abund_raw,seq_abund_raw,norm_abund,classified_fraction
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,2172,2172,Methanobrevibacter_A,Methanobrevibacter,genus,0.0105,abund,0.0105,0.0483,0.07762999327206727,0.135257
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,5475,5475,Candida,Candida,genus,0.0127,abund,0.0127,0.4499,0.0938953251957385,0.135257
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,29465,29465,Veillonella,Veillonella,genus,3.9861,abund,3.9861,21.6592,29.470563445884505,0.135257
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,186777,186777,Muvirus,Muvirus,genus,0.3914,abund,0.3914,0.0386,2.893750415874964,0.135257
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,216851,216851,Faecalibacterium,Faecalibacterium,genus,1.0348,abund,1.0348,7.5524,7.650620670279542,0.135257
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,239759,239759,Alistipes,Alistipes,genus,0.0017,abund,0.0017,0.016,0.012568665577382317,0.135257
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,239934,239934,Akkermansia,Akkermansia,genus,0.2953,abund,0.2953,1.9548,2.1832511441182345,0.135257
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,375288,375288,Parabacteroides,Parabacteroides,genus,0.0046,abund,0.0046,0.0527,0.03400933038585803,0.135257
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,909656,909656,Phocaeicola,Phocaeicola,genus,0.0025,abund,0.0025,0.0322,0.018483331731444584,0.135257
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1392389,1392389,Intestinimonas,Intestinimonas,genus,0.0013,abund,0.0013,0.0105,0.009611332500351184,0.135257
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,1870884,1870884,Clostridioides,Clostridioides,genus,0.1949,abund,0.1949,2.0118,1.4409605417834197,0.135257
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,2732980,2732980,Felsduovirus,Felsduovirus,genus,1.4948,abund,1.4948,0.1455,11.051553708865345,0.135257
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,2742598,2742598,Limosilactobacillus,Limosilactobacillus,genus,0.2956,abund,0.2956,1.3865,2.1854691439260074,0.135257
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,2840598,2840598,Scatomorpha,Scatomorpha,genus,0.0016,abund,0.0016,0.009,0.011829332308124534,0.135257
Sylph,default,Sylph_default,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,2840635,2840635,Scatavimonas,Scatavimonas,genus,0.0025,abund,0.0025,0.0159,0.018483331731444584,0.135257
