tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,tax_abund_raw,seq_abund_raw
Sylph,unified,Sylph_unified,simulated,simulated,ont,sim_ont,199,199,Campylobacter concisus,Campylobacter concisus,species,0.4253,fraction_reads,0.7463,0.4253
Sylph,unified,Sylph_unified,simulated,simulated,ont,sim_ont,726,726,Haemophilus haemolyticus,Haemophilus haemolyticus,species,0.4666,fraction_reads,0.7787,0.4666
Sylph,unified,Sylph_unified,simulated,simulated,ont,sim_ont,727,727,Haemophilus influenzae,Haemophilus influenzae,species,0.437,fraction_reads,0.7463,0.437
Sylph,unified,Sylph_unified,simulated,simulated,ont,sim_ont,729,729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,species,0.5165,fraction_reads,0.7787,0.5165
Sylph,unified,Sylph_unified,simulated,simulated,ont,sim_ont,732,732,Aggregatibacter aphrophilus,Aggregatibacter aphrophilus,species,0.5401,fraction_reads,0.7463,0.5401
Sylph,unified,Sylph_unified,simulated,simulated,ont,sim_ont,735,735,Haemophilus parahaemolyticus,Haemophilus parahaemolyticus,species,0.4838,fraction_reads,0.7463,0.4838
Sylph,unified,Sylph_unified,simulated,simulated,ont,sim_ont,818,818,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,species,1.5203,fraction_reads,0.7787,1.5203
Sylph,unified,Sylph_unified,simulated,simulated,ont,sim_ont,820,820,Bacteroides uniformis,Bacteroides uniformis,species,1.0885,fraction_reads,0.7463,1.0885
Sylph,unified,Sylph_unified,simulated,simulated,ont,sim_ont,821,821,Phocaeicola vulgatus,Phocaeicola vulgatus,species,1.2452,fraction_reads,0.7787,1.2452
Sylph,unified,Sylph_unified,simulated,simulated,ont,sim_ont,823,823,Parabacteroides distasonis,Parabacteroides distasonis,species,1.29,fraction_reads,0.7787,1.29
Sylph,unified,Sylph_unified,simulated,simulated,ont,sim_ont,851,851,Fusobacterium nucleatum,Fusobacterium nucleatum,species,0.5038,fraction_reads,0.7463,0.5038
Sylph,unified,Sylph_unified,simulated,simulated,ont,sim_ont,853,853,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,species,0.6919,fraction_reads,0.7787,0.6919
Sylph,unified,Sylph_unified,simulated,simulated,ont,sim_ont,1255,1255,Pediococcus pentosaceus,Pediococcus pentosaceus,species,0.4235,fraction_reads,0.7463,0.4235
Sylph,unified,Sylph_unified,simulated,simulated,ont,sim_ont,1302,1302,Streptococcus gordonii,Streptococcus gordonii,species,0.5056,fraction_reads,0.7463,0.5056
Sylph,unified,Sylph_unified,simulated,simulated,ont,sim_ont,1303,1303,Streptococcus oralis,Streptococcus oralis,species,0.4464,fraction_reads,0.7463,0.4464
Sylph,unified,Sylph_unified,simulated,simulated,ont,sim_ont,1304,1304,Streptococcus salivarius,Streptococcus salivarius,species,0.5109,fraction_reads,0.7463,0.5109
