tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,target,lineage,num_unique,num_shared,num_children,num_cumulative,norm_abund,classified_fraction
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,562,562,Escherichia coli,Escherichia coli,species,16.57873,fraction_reads,16.57873,562,1||1224|1236|91347|543|561|562,459369,0,0,459369,16.633155347612927,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,623,623,Shigella flexneri,Shigella flexneri,species,0.00054,fraction_reads,0.00054,623,1||1224|1236|91347|543|620|623,15,0,0,15,0.0005417727345647694,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,624,624,Shigella sonnei,Shigella sonnei,species,0.00014,fraction_reads,0.00014,624,1||1224|1236|91347|543|620|624,4,0,0,4,0.0001404595978501254,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,817,817,Bacteroides fragilis,Bacteroides fragilis,species,19.64525,fraction_reads,19.64525,817,1||976|200643|171549|815|816|817,544337,0,0,544337,19.709742247608403,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,818,818,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,species,0.00115,fraction_reads,0.00115,818,1||976|200643|171549|815|816|818,32,0,0,32,0.0011537752680546014,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,821,821,Phocaeicola vulgatus,Phocaeicola vulgatus,species,7e-05,fraction_reads,7e-05,821,1||976|200643|171549|815|909656|821,2,0,0,2,7.02297989250627e-05,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,851,851,Fusobacterium nucleatum,Fusobacterium nucleatum,species,5.20497,fraction_reads,5.20497,851,1||32066|203490|203491|203492|848|851,144221,0,0,144221,5.222057093014052,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,853,853,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,species,19.59472,fraction_reads,19.59472,853,1||1239|186801|186802|216572|216851|853,542937,0,0,542937,19.659046365612923,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1280,1280,Staphylococcus aureus,Staphylococcus aureus,species,4e-05,fraction_reads,4e-05,1280,1||1239|91061|1385|90964|1279|1280,1,0,0,1,4.0131313671464405e-05,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1351,1351,Enterococcus faecalis,Enterococcus faecalis,species,0.00065,fraction_reads,0.00065,1351,1||1239|91061|186826|81852|1350|1351,18,0,0,18,0.0006521338471612966,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1352,1352,Enterococcus faecium,Enterococcus faecium,species,0.00011,fraction_reads,0.00011,1352,1||1239|91061|186826|81852|1350|1352,3,0,0,3,0.00011036111259652712,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1496,1496,Clostridioides difficile,Clostridioides difficile,species,2.70218,fraction_reads,2.70218,1496,1||1239|186801|3082720|186804|1870884|1496,74873,0,0,74873,2.7110508294189417,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1502,1502,Clostridium perfringens,Clostridium perfringens,species,7e-05,fraction_reads,7e-05,1502,1||1239|186801|186802|31979|1485|1502,2,0,0,2,7.02297989250627e-05,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1613,1613,Limosilactobacillus fermentum,Limosilactobacillus fermentum,species,1.05109,fraction_reads,1.05109,1613,1||1239|91061|186826|33958|2742598|1613,29124,0,0,29124,1.054540562173488,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1680,1680,Bifidobacterium adolescentis,Bifidobacterium adolescentis,species,2.03206,fraction_reads,2.03206,1680,1||201174|1760|85004|31953|1678|1680,56305,0,0,56305,2.038730931480899,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2173,2173,Methanobrevibacter smithii,Methanobrevibacter smithii,species,0.05551,fraction_reads,0.05551,2173,1||28890|183925|2158|2159|2172|2173,1538,0,0,1538,0.05569223054757472,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,4932,4932,Saccharomyces cerevisiae,Saccharomyces cerevisiae,species,0.19857,fraction_reads,0.19857,4932,1||4890|4891|4892|4893|4930|4932,5502,0,0,5502,0.19922187389356716,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,5476,5476,Candida albicans,Candida albicans,species,0.21849,fraction_reads,0.21849,5476,1||4890|3239874|2916678|766764|5475|5476,6054,0,0,6054,0.21920726810195643,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,27291,27291,Saccharomyces paradoxus,Saccharomyces paradoxus,species,0.00018,fraction_reads,0.00018,27291,1||4890|4891|4892|4893|4930|27291,5,0,0,5,0.00018059091152158982,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,28128,28128,Prevotella corporis,Prevotella corporis,species,7.77373,fraction_reads,7.77373,28128,1||976|200643|171549|171552|838|28128,215397,0,0,215397,7.799249925681823,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,28901,28901,Salmonella enterica,Salmonella enterica,species,0.01584,fraction_reads,0.01584,28901,1||1224|1236|91347|543|590|28901,439,0,0,439,0.015892000213899905,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,39491,39491,Agathobacter rectalis,Agathobacter rectalis,species,4e-05,fraction_reads,4e-05,39491,1||1239|186801|3085636|186803|1766253|39491,1,0,0,1,4.0131313671464405e-05,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,76859,76859,Fusobacterium animalis,Fusobacterium animalis,species,0.02422,fraction_reads,0.02422,76859,1||32066|203490|203491|203492|848|76859,671,0,0,671,0.024299510428071693,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,166486,166486,Roseburia intestinalis,Roseburia intestinalis,species,0.00018,fraction_reads,0.00018,166486,1||1239|186801|3085636|186803|841|166486,5,0,0,5,0.00018059091152158982,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,239935,239935,Akkermansia muciniphila,Akkermansia muciniphila,species,2.03076,fraction_reads,2.03076,239935,1||74201|203494|48461|1647988|239934|239935,56269,0,0,56269,2.0374266637865763,0.9967278999999999
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,301301,301301,Roseburia hominis,Roseburia hominis,species,5.79432,fraction_reads,5.79432,301301,1||1239|186801|3085636|186803|841|301301,160551,0,0,160551,5.8133418358209905,0.9967278999999999
