tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,target,lineage,num_unique,num_shared,num_children,num_cumulative,norm_abund,classified_fraction
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,200,200,Campylobacter curvus,Campylobacter curvus,species,0.00033,fraction_reads,0.00033,200,1||29547|3031852|213849|72294|194|200,1,0,0,1,0.0003880147647848617,0.8504831
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,287,287,Pseudomonas aeruginosa,Pseudomonas aeruginosa,species,0.00199,fraction_reads,0.00199,287,1||1224|1236|72274|135621|286|287,6,0,0,6,0.002339846611884469,0.8504831
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,562,562,Escherichia coli,Escherichia coli,species,17.3036,fraction_reads,17.3036,562,1||1224|1236|91347|543|561|562,52102,0,0,52102,20.3456129816101,0.8504831
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,571,571,Klebsiella oxytoca,Klebsiella oxytoca,species,0.00066,fraction_reads,0.00066,571,1||1224|1236|91347|543|570|571,2,0,0,2,0.0007760295295697234,0.8504831
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,573,573,Klebsiella pneumoniae,Klebsiella pneumoniae,species,0.05613,fraction_reads,0.05613,573,1||1224|1236|91347|543|570|573,169,0,0,169,0.06599778408295237,0.8504831
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,582,582,Morganella morganii,Morganella morganii,species,0.00066,fraction_reads,0.00066,582,1||1224|1236|91347|1903414|581|582,2,0,0,2,0.0007760295295697234,0.8504831
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,621,621,Shigella boydii,Shigella boydii,species,0.00066,fraction_reads,0.00066,621,1||1224|1236|91347|543|620|621,2,0,0,2,0.0007760295295697234,0.8504831
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,622,622,Shigella dysenteriae,Shigella dysenteriae,species,0.00033,fraction_reads,0.00033,622,1||1224|1236|91347|543|620|622,1,0,0,1,0.0003880147647848617,0.8504831
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,623,623,Shigella flexneri,Shigella flexneri,species,0.00897,fraction_reads,0.00897,623,1||1224|1236|91347|543|620|623,27,0,0,27,0.010546946788243059,0.8504831
Ganon2,unified,Ganon2_unified,ZymoMockD6331,ZymoMockD6331,ont,D6331_Qiagen,624,624,Shigella sonnei,Shigella sonnei,species,0.00033,fraction_reads,0.00033,624,1||1224|1236|91347|543|620|624,1,0,0,1,0.0003880147647848617,0.8504831
