tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,numReads,numDirectReads
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,853,853,                  Faecalibacterium_prausnitzii,Faecalibacterium prausnitzii,species,19.594901605401695,fraction_reads,19.59,542942,542935
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,3030638,3030638,                  Faecalibacterium_taiwanense,Faecalibacterium taiwanense,species,0.010502256902527147,fraction_reads,0.01,291,291
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2929489,2929489,                    Faecalibacterium_sp._IP-3-29,Faecalibacterium_sp._IP-3-29,species,0.001263158046695705,fraction_reads,0.0,35,35
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,3141185,3141185,                    Faecalibacterium_sp._i25-0019-C1,Faecalibacterium_sp._i25-0019-C1,species,0.0002165413794335494,fraction_reads,0.0,6,6
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2929493,2929493,                    Faecalibacterium_sp._I3-3-89,Faecalibacterium_sp._I3-3-89,species,0.0001082706897167747,fraction_reads,0.0,3,3
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2929492,2929492,                    Faecalibacterium_sp._I3-3-33,Faecalibacterium_sp._I3-3-33,species,7.218045981118314e-05,fraction_reads,0.0,2,2
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2929495,2929495,                    Faecalibacterium_sp._I4-3-84,Faecalibacterium_sp._I4-3-84,species,3.609022990559157e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,411483,411483,                  Faecalibacterium_duncaniae,Faecalibacterium duncaniae,species,3.609022990559157e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2714353,2714353,                  Vescimonas_fastidiosa,Vescimonas fastidiosa,species,7.218045981118314e-05,fraction_reads,0.0,2,2
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2714355,2714355,                  Vescimonas_coprocola,Vescimonas coprocola,species,3.609022990559157e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,411486,411486,                    Clostridium_sp._M62/1,Clostridium_sp._M62/1,species,0.00014436091962236627,fraction_reads,0.0,4,4
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1502,1502,                  Clostridium_perfringens,Clostridium perfringens,species,7.218045981118314e-05,fraction_reads,0.0,2,2
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1522,1522,                  [Clostridium]_innocuum,[Clostridium]_innocuum,species,3.609022990559157e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,39490,39490,                  Eubacterium_ramulus,Eubacterium ramulus,species,7.218045981118314e-05,fraction_reads,0.0,2,2
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,53442,53442,                  Eubacterium_callanderi,Eubacterium callanderi,species,3.609022990559157e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,301301,301301,                  Roseburia_hominis,Roseburia hominis,species,5.789594681454999,fraction_reads,5.79,160420,160418
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,166486,166486,                  Roseburia_intestinalis,Roseburia intestinalis,species,3.609022990559157e-05,fraction_reads,0.0,1,0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,301302,301302,                  Roseburia_faecis,Roseburia faecis,species,3.609022990559157e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,33039,33039,                  [Ruminococcus]_torques,[Ruminococcus]_torques,species,0.00018045114952795784,fraction_reads,0.0,5,0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,33038,33038,                  Mediterraneibacter_gnavus,Mediterraneibacter gnavus,species,3.609022990559157e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2763670,2763670,                  Wujia_chipingensis,Wujia chipingensis,species,0.00014436091962236627,fraction_reads,0.0,4,4
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,39491,39491,                  Agathobacter_rectalis,Agathobacter rectalis,species,0.0001082706897167747,fraction_reads,0.0,3,3
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1496,1496,                  Clostridioides_difficile,Clostridioides difficile,species,2.702508595790508,fraction_reads,2.7,74882,72064
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,423477,423477,                  Veillonella_rogosae,Veillonella rogosae,species,16.787623072195256,fraction_reads,16.79,465157,465157
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1613,1613,                  Limosilactobacillus_fermentum,Limosilactobacillus fermentum,species,1.0555309540488367,fraction_reads,1.06,29247,29247
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1351,1351,                  Enterococcus_faecalis,Enterococcus faecalis,species,0.0005413534485838734,fraction_reads,0.0,15,15
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1314,1314,                  Streptococcus_pyogenes,Streptococcus pyogenes,species,3.609022990559157e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1280,1280,                  Staphylococcus_aureus,Staphylococcus aureus,species,3.609022990559157e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,86661,86661,                  Bacillus_cereus_group,Bacillus cereus_group,species,3.609022990559157e-05,fraction_reads,0.0,1,0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1396,1396,                    Bacillus_cereus,Bacillus cereus,species,3.609022990559157e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1680,1680,                  Bifidobacterium_adolescentis,Bifidobacterium adolescentis,species,1.011500873564015,fraction_reads,1.01,28027,27690
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2985571,2985571,                    Bifidobacterium_sp._KRGSERBCFTRI,Bifidobacterium_sp._KRGSERBCFTRI,species,0.3457804927254728,fraction_reads,0.35,9581,9581
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,216816,216816,                  Bifidobacterium_longum,Bifidobacterium longum,species,0.00018045114952795784,fraction_reads,0.0,5,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1454229,1454229,                  Bifidobacterium_faecale,Bifidobacterium faecale,species,3.609022990559157e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,544580,544580,                  Actinomyces_oris,Actinomyces oris,species,0.010033083913754456,fraction_reads,0.01,278,278
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2886375,2886375,                    Spiroplasma_endosymbiont_of_Phyllotreta_cruciferae,Spiroplasma endosymbiont_of Phyllotreta_cruciferae,species,0.006279700003572933,fraction_reads,0.01,174,174
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,817,817,                      Bacteroides_fragilis,Bacteroides fragilis,species,19.67271214107815,fraction_reads,19.67,545098,545070
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,818,818,                      Bacteroides_thetaiotaomicron,Bacteroides thetaiotaomicron,species,0.0027067672429193675,fraction_reads,0.0,75,75
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,28116,28116,                      Bacteroides_ovatus,Bacteroides ovatus,species,0.0021293235644299024,fraction_reads,0.0,59,59
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,820,820,                      Bacteroides_uniformis,Bacteroides uniformis,species,0.00014436091962236627,fraction_reads,0.0,4,4
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,821,821,                      Phocaeicola_vulgatus,Phocaeicola vulgatus,species,0.006424060923195299,fraction_reads,0.01,178,178
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,28128,28128,                      Prevotella_corporis,Prevotella corporis,species,7.751495669352862,fraction_reads,7.75,214781,214781
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,823,823,                      Parabacteroides_distasonis,Parabacteroides distasonis,species,0.0015879701158460291,fraction_reads,0.0,44,0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2585118,2585118,                      Alistipes_communis,Alistipes communis,species,0.00014436091962236627,fraction_reads,0.0,4,4
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,538949,538949,                        uncultured_Alistipes_sp.,uncultured Alistipes_sp.,species,3.609022990559157e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2606626,2606626,                      Sodaliphilus_pleomorphus,Sodaliphilus pleomorphus,species,3.609022990559157e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2686361,2686361,                        Polaribacter_sp._L3A8,Polaribacter_sp._L3A8,species,3.609022990559157e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,562,562,                  Escherichia_coli,Escherichia coli,species,15.60126503473865,fraction_reads,15.6,432285,390801
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2860337,2860337,                    Escherichia_sp._TM-G17TGC,Escherichia_sp._TM-G17TGC,species,0.010033083913754456,fraction_reads,0.01,278,278
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2857061,2857061,                    Escherichia_sp._TC-EC600-tetX4,Escherichia_sp._TC-EC600-tetX4,species,0.004330827588670988,fraction_reads,0.0,120,120
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2725997,2725997,                    Escherichia_sp._SCLE84,Escherichia_sp._SCLE84,species,0.0003969925289615073,fraction_reads,0.0,11,11
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,564,564,                  Escherichia_fergusonii,Escherichia fergusonii,species,0.0003248120691503241,fraction_reads,0.0,9,6
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,208962,208962,                  Escherichia_albertii,Escherichia albertii,species,3.609022990559157e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,623,623,                  Shigella_flexneri,Shigella flexneri,species,0.04186466669048622,fraction_reads,0.04,1160,1157
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,621,621,                  Shigella_boydii,Shigella boydii,species,0.004655639657821312,fraction_reads,0.0,129,128
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,624,624,                  Shigella_sonnei,Shigella sonnei,species,0.00252631609339141,fraction_reads,0.0,70,70
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,622,622,                  Shigella_dysenteriae,Shigella dysenteriae,species,0.0006135339083950566,fraction_reads,0.0,17,17
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,28901,28901,                  Salmonella_enterica,Salmonella enterica,species,0.007975940809135735,fraction_reads,0.01,221,134
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,3390273,3390273,                    Klebsiella_pneumoniae_complex,Klebsiella pneumoniae_complex,species,0.001082706897167747,fraction_reads,0.0,30,0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,573,573,                      Klebsiella_pneumoniae,Klebsiella pneumoniae,species,0.0010466166672621555,fraction_reads,0.0,29,21
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1463165,1463165,                      Klebsiella_quasipneumoniae,Klebsiella quasipneumoniae,species,3.609022990559157e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,571,571,                    Klebsiella_oxytoca,Klebsiella oxytoca,species,7.218045981118314e-05,fraction_reads,0.0,2,2
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,54291,54291,                    Raoultella_ornithinolytica,Raoultella ornithinolytica,species,3.609022990559157e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,354276,354276,                  Enterobacter_cloacae_complex,Enterobacter cloacae_complex,species,0.0009383459775453808,fraction_reads,0.0,26,0
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,158836,158836,                    Enterobacter_hormaechei,Enterobacter hormaechei,species,0.0005413534485838734,fraction_reads,0.0,15,13
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,550,550,                    Enterobacter_cloacae,Enterobacter cloacae,species,0.0001082706897167747,fraction_reads,0.0,3,3
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,208224,208224,                    Enterobacter_kobei,Enterobacter kobei,species,0.0001082706897167747,fraction_reads,0.0,3,3
