tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,numReads,numDirectReads
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,853,853,                  Faecalibacterium_prausnitzii,Faecalibacterium prausnitzii,species,20.980144043111864,fraction_reads,20.98,415166,415163
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,3030638,3030638,                  Faecalibacterium_taiwanense,Faecalibacterium taiwanense,species,0.012279847103269978,fraction_reads,0.01,243,243
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,2929489,2929489,                    Faecalibacterium_sp._IP-3-29,Faecalibacterium_sp._IP-3-29,species,0.0016170992070149764,fraction_reads,0.0,32,32
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,3141185,3141185,                    Faecalibacterium_sp._i25-0019-C1,Faecalibacterium_sp._i25-0019-C1,species,0.00025267175109609005,fraction_reads,0.0,5,5
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,2929493,2929493,                    Faecalibacterium_sp._I3-3-89,Faecalibacterium_sp._I3-3-89,species,0.00015160305065765403,fraction_reads,0.0,3,3
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,2714358,2714358,                  Pusillibacter_faecalis,Pusillibacter faecalis,species,5.0534350219218014e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,411486,411486,                    Clostridium_sp._M62/1,Clostridium_sp._M62/1,species,0.00020213740087687205,fraction_reads,0.0,4,4
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,39490,39490,                  Eubacterium_ramulus,Eubacterium ramulus,species,5.0534350219218014e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,53442,53442,                  Eubacterium_callanderi,Eubacterium callanderi,species,5.0534350219218014e-05,fraction_reads,0.0,1,1
Centrifuger,unified,Centrifuger_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,301301,301301,                  Roseburia_hominis,Roseburia hominis,species,5.689561422481317,fraction_reads,5.69,112588,112587
