taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	genomeSize	numReads	numUniqueReads	taxRank_raw	norm_abund	classified_fraction	sample_id	sample_id_core	assay	tool	db_mode	tool_db
46205	46205	Pseudobutyrivibrio	Pseudobutyrivibrio	genus	0.0	abund	0.0	3559436	93	93	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
46239	46239	Mesoplasma	Mesoplasma	genus	0.0	abund	0.0	766288	17	10	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
46254	46254	Oenococcus	Oenococcus	genus	0.0	abund	0.0	1685631	7	3	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
46255	46255	Weissella	Weissella	genus	0.0	abund	0.0	2293905	42	21	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
46352	46352	Agrococcus	Agrococcus	genus	0.0	abund	0.0	2703417	8	8	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
46913	46913	Devosia	Devosia	genus	0.0	abund	0.0	4283793	72	70	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
47251	47251	Leptolyngbya	Leptolyngbya	genus	0.0	abund	0.0	6082197	18	12	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
47420	47420	Hydrogenophaga	Hydrogenophaga	genus	0.0	abund	0.0	5520245	55	45	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
47670	47670	Lautropia	Lautropia	genus	0.0	abund	0.0	3153791	13	13	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
48073	48073	Microbulbifer	Microbulbifer	genus	0.0	abund	0.0	4453833	62	61	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
48075	48075	Marinobacterium	Marinobacterium	genus	0.0	abund	0.0	4062276	29	29	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
48736	48736	Ralstonia	Ralstonia	genus	0.0	abund	0.0	6176643	93	42	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
49082	49082	Candidatus_Arthromitus	Candidatus Arthromitus	genus	0.0	abund	0.0	1505867	7	3	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
49277	49277	Psychroserpens	Psychroserpens	genus	0.0	abund	0.0	4071078	5	5	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
49894	49894	Acetomicrobium	Acetomicrobium	genus	0.0	abund	0.0	2154088	4	4	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
50709	50709	Acidocella	Acidocella	genus	0.0	abund	0.0	3681490	10	10	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
51196	51196	Syntrophobotulus	Syntrophobotulus	genus	0.0	abund	0.0	3372057	19	19	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
51366	51366	Salinivibrio	Salinivibrio	genus	0.0	abund	0.0	5302665	8	5	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
51514	51514	Dehalobacterium	Dehalobacterium	genus	0.0	abund	0.0	3722192	23	23	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
51668	51668	Tetragenococcus	Tetragenococcus	genus	0.0	abund	0.0	2502423	30	23	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
52959	52959	Polaribacter	Polaribacter	genus	0.0	abund	0.0	3723593	69	66	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
52972	52972	Polaromonas	Polaromonas	genus	0.0	abund	0.0	4604553	31	30	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
53246	53246	Pseudoalteromonas	Pseudoalteromonas	genus	0.0	abund	0.0	4988406	81	59	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
53318	53318	Desulfocapsa	Desulfocapsa	genus	0.0	abund	0.0	3987444	4	4	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
2662752	53335	Kalamiella	Kalamiella	genus	0.0	abund	0.0	4965913	5	3	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
53335	53335	Pantoea	Pantoea	genus	0.0	abund	0.0	4823041	122	68	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
53357	53357	Intrasporangium	Intrasporangium	genus	0.0	abund	0.0	3994909	6	0	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
53365	53365	Catellatospora	Catellatospora	genus	0.0	abund	0.0	8326988	13	13	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
53392	53392	Thiodictyon	Thiodictyon	genus	0.0	abund	0.0	7620109	13	13	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
53457	53457	Janibacter	Janibacter	genus	0.0	abund	0.0	3442134	31	28	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
53460	53460	Nakamurella	Nakamurella	genus	0.0	abund	0.0	4965854	15	15	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
53572	53572	Deferribacter	Deferribacter	genus	0.0	abund	0.0	2383808	4	4	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
53634	53634	Acidimicrobium	Acidimicrobium	genus	0.0	abund	0.0	2152417	2	2	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
53945	53945	Octadecabacter	Octadecabacter	genus	0.0	abund	0.0	4266210	9	9	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
54066	54066	Xylophilus	Xylophilus	genus	0.0	abund	0.0	5775521	9	9	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
54247	54247	Hyperthermus	Hyperthermus	genus	0.0	abund	0.0	1665105	3	3	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
54258	54258	Ignicoccus	Ignicoccus	genus	0.0	abund	0.0	1343396	2	2	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
54260	54260	Ferroglobus	Ferroglobus	genus	0.0	abund	0.0	2174753	2	2	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
54298	54298	Chroococcidiopsis	Chroococcidiopsis	genus	0.0	abund	0.0	6543066	3	0	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
54304	54304	Planktothrix	Planktothrix	genus	0.0	abund	0.0	8158660	11	7	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
55079	55079	Aneurinibacillus	Aneurinibacillus	genus	0.0	abund	0.0	4174940	38	36	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
55080	55080	Brevibacillus	Brevibacillus	genus	0.0	abund	0.0	5572894	176	125	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
55968	55968	Leucobacter	Leucobacter	genus	0.0	abund	0.0	3494524	46	36	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
56112	56112	Dehalobacter	Dehalobacter	genus	0.0	abund	0.0	3005976	31	2	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
56433	56433	Couchioplanes	Couchioplanes	genus	0.0	abund	0.0	8182094	18	17	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
56635	56635	Aeropyrum	Aeropyrum	genus	0.0	abund	0.0	1624642	1	1	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
56688	56688	Halorubrum	Halorubrum	genus	0.0	abund	0.0	3251458	43	41	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
57493	57493	Kocuria	Kocuria	genus	0.0	abund	0.0	2988273	50	33	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
57494	57494	Nesterenkonia	Nesterenkonia	genus	0.0	abund	0.0	2691432	9	9	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
57495	57495	Dermacoccus	Dermacoccus	genus	0.0	abund	0.0	3093689	9	9	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
57499	57499	Kytococcus	Kytococcus	genus	0.0	abund	0.0	2743798	7	1	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
57665	57665	Sulfurospirillum	Sulfurospirillum	genus	0.0	abund	0.0	2701750	35	29	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
57739	57739	Vogesella	Vogesella	genus	0.0	abund	0.0	3873653	6	6	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
58050	58050	Moritella	Moritella	genus	0.0	abund	0.0	4808219	6	4	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
59195	59195	Rickettsiella	Rickettsiella	genus	0.0	abund	0.0	1699613	3	3	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
59282	59282	Blastochloris	Blastochloris	genus	0.0	abund	0.0	3754794	14	8	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
59613	59613	Skermania	Skermania	genus	0.0	abund	0.0	4191647	5	5	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
59732	59732	Chryseobacterium	Chryseobacterium	genus	0.0	abund	0.0	4894428	303	219	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
59734	59734	Empedobacter	Empedobacter	genus	0.0	abund	0.0	3418428	15	13	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
59735	59735	Bergeyella	Bergeyella	genus	0.0	abund	0.0	1993708	1	0	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
59739	59739	Flammeovirga	Flammeovirga	genus	0.0	abund	0.0	6988461	19	14	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
59740	59740	Persicobacter	Persicobacter	genus	0.0	abund	0.0	8149676	5	5	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
59753	59753	Alcanivorax	Alcanivorax	genus	0.0	abund	0.0	3450538	15	10	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
60136	60136	Sulfitobacter	Sulfitobacter	genus	0.0	abund	0.0	4379083	77	69	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
60846	60846	Halogeometricum	Halogeometricum	genus	0.0	abund	0.0	2814524	5	4	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
60892	60892	Desulfobacca	Desulfobacca	genus	0.0	abund	0.0	3262482	2	2	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
60919	60919	Sanguibacter	Sanguibacter	genus	0.0	abund	0.0	3721083	5	5	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
61434	61434	Dehalococcoides	Dehalococcoides	genus	0.0	abund	0.0	1425229	22	11	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
63132	63132	Geitlerinema	Geitlerinema	genus	0.0	abund	0.0	4663564	1	1	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
63742	63742	Natrialba	Natrialba	genus	0.0	abund	0.0	4399776	2	2	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
63743	63743	Natronomonas	Natronomonas	genus	0.0	abund	0.0	3358226	12	12	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
64895	64895	Borreliella	Borreliella	genus	0.0	abund	0.0	1008345	2	1	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
65047	65047	Mitsuaria	Mitsuaria	genus	0.0	abund	0.0	5993806	5	5	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
65097	65097	Euhalothece	Euhalothece	genus	0.0	abund	0.0	3489141	1	1	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
65496	65496	Actinoalloteichus	Actinoalloteichus	genus	0.0	abund	0.0	6752846	16	9	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
65551	65551	Meiothermus	Meiothermus	genus	0.0	abund	0.0	3060994	15	15	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
67572	67572	Psychromonas	Psychromonas	genus	0.0	abund	0.0	3745723	5	5	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
67575	67575	Rheinheimera	Rheinheimera	genus	0.0	abund	0.0	4174424	6	4	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
68287	68287	Mesorhizobium	Mesorhizobium	genus	0.0	abund	0.0	7016066	265	189	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
68288	68288	Cyclobacterium	Cyclobacterium	genus	0.0	abund	0.0	6097623	7	7	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
68335	68335	Coprothermobacter	Coprothermobacter	genus	0.0	abund	0.0	1420964	1	1	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
69474	69474	Orientia	Orientia	genus	0.0	abund	0.0	2197834	2	1	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
69578	69578	Cryobacterium	Cryobacterium	genus	0.0	abund	0.0	4091543	26	23	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
69655	69655	Sulfurisphaera	Sulfurisphaera	genus	0.0	abund	0.0	2694744	3	3	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
69965	69965	Macrococcus	Macrococcus	genus	0.0	abund	0.0	4756524	49	26	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
70411	70411	Frateuria	Frateuria	genus	0.0	abund	0.0	3589167	18	18	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
70774	70774	Hydrogenophilus	Hydrogenophilus	genus	0.0	abund	0.0	2278861	8	8	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
71655	71655	Brenneria	Brenneria	genus	0.0	abund	0.0	4879024	12	12	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
71666	71666	Waddlia	Waddlia	genus	0.0	abund	0.0	2099369	4	4	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
72173	72173	Citromicrobium	Citromicrobium	genus	0.0	abund	0.0	3241509	3	3	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
72763	72763	Tessaracoccus	Tessaracoccus	genus	0.0	abund	0.0	3326373	53	45	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
73029	73029	Dechloromonas	Dechloromonas	genus	0.0	abund	0.0	6018302	23	15	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
73778	73778	Methylocaldum	Methylocaldum	genus	0.0	abund	0.0	6074107	3	3	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
73918	73918	Thermaerobacter	Thermaerobacter	genus	0.0	abund	0.0	2712582	61	54	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
74030	74030	Roseovarius	Roseovarius	genus	0.0	abund	0.0	4370091	42	36	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
74032	74032	Antarctobacter	Antarctobacter	genus	0.0	abund	0.0	5315820	2	2	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
74317	74317	Maricaulis	Maricaulis	genus	0.0	abund	0.0	3363118	1	1	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
74385	74385	Gracilibacillus	Gracilibacillus	genus	0.0	abund	0.0	4746425	26	25	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
74968	74968	Ferroplasma	Ferroplasma	genus	0.0	abund	0.0	1835950	2	1	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
75309	75309	Rhodanobacter	Rhodanobacter	genus	0.0	abund	0.0	7159268	39	23	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
75654	75654	Duganella	Duganella	genus	0.0	abund	0.0	6484025	9	9	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
75687	75687	Neptunomonas	Neptunomonas	genus	0.0	abund	0.0	3809387	2	2	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
75905	75905	Thermocrinis	Thermocrinis	genus	0.0	abund	0.0	1502356	5	5	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
75984	75984	Mannheimia	Mannheimia	genus	0.0	abund	0.0	2646941	45	31	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
76023	76023	Halothece	Halothece	genus	0.0	abund	0.0	4140318	4	4	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
76632	76632	Thermobacillus	Thermobacillus	genus	0.0	abund	0.0	4324898	26	26	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
76634	76634	Mycetocola	Mycetocola	genus	0.0	abund	0.0	3257838	24	23	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
76831	76831	Myroides	Myroides	genus	0.0	abund	0.0	4211030	24	18	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
76833	76833	Actinobaculum	Actinobaculum	genus	0.0	abund	0.0	2762205	2	2	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
76886	76886	Caldivirga	Caldivirga	genus	0.0	abund	0.0	2071004	1	1	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
76890	76890	Asticcacaulis	Asticcacaulis	genus	0.0	abund	0.0	4169675	13	12	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
77021	77021	Cylindrospermopsis	Cylindrospermopsis	genus	0.0	abund	0.0	3845614	3	1	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
78526	78526	Allorhizobium	Allorhizobium	genus	0.0	abund	0.0	5002001	2	2	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
79206	79206	Desulfosporosinus	Desulfosporosinus	genus	0.0	abund	0.0	5209224	24	24	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
79328	79328	Chitinophaga	Chitinophaga	genus	0.0	abund	0.0	8398188	51	42	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
79598	79598	Heliorestis	Heliorestis	genus	0.0	abund	0.0	3172595	3	3	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
79603	79603	Denitrobacterium	Denitrobacterium	genus	0.0	abund	0.0	2440974	58	58	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
80865	80865	Delftia	Delftia	genus	0.0	abund	0.0	6783783	48	20	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
81416	81416	Methanofollis	Methanofollis	genus	0.0	abund	0.0	2730736	1	1	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
81461	81461	Thermanaerovibrio	Thermanaerovibrio	genus	0.0	abund	0.0	1833314	12	12	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
81466	81466	Aminobacterium	Aminobacterium	genus	0.0	abund	0.0	1964817	7	7	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
81682	81682	Methylovorus	Methylovorus	genus	0.0	abund	0.0	2958225	4	2	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
82800	82800	Desemzia	Desemzia	genus	0.0	abund	0.0	2380568	2	2	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
82976	82976	Buttiauxella	Buttiauxella	genus	0.0	abund	0.0	5027275	15	5	genus	0.0	0.9999985999999998	DYN_0007_D01_Zymo_report	DYN_0007_D01	ont_zymo	Centrifuger	default	Centrifuger_default
