taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	numReads	numDirectReads	norm_abund	classified_fraction	sample_id	sample_id_core	assay	tool	db_mode	tool_db
3048127	3048127	                Thermocaproicibacter	Thermocaproicibacter	genus	0.0	abund	0.0	17	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
2038676	2038676	                Paludihabitans	Paludihabitans	genus	0.0	abund	0.0	16	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
3079925	3079925	                Amygdalobacter	Amygdalobacter	genus	0.0	abund	0.0	12	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
253238	253238	                Ethanoligenens	Ethanoligenens	genus	0.0	abund	0.0	9	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
1637257	1637257	                Mageeibacillus	Mageeibacillus	genus	0.0	abund	0.0	8	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
3389389	3389389	                Bengtsoniella	Bengtsoniella	genus	0.0	abund	0.0	2	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
236752	236752	                Fastidiosipila	Fastidiosipila	genus	0.0	abund	0.0	2	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
1730	1730	                Eubacterium	Eubacterium	genus	0.02	abund	0.02	556	0	0.021635655560363475	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
33951	33951	                Acetobacterium	Acetobacterium	genus	0.0	abund	0.0	30	10	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
264995	264995	                Anaerofustis	Anaerofustis	genus	0.0	abund	0.0	6	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
1918385	1918385	                Acutalibacter	Acutalibacter	genus	0.0	abund	0.0	101	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
2576755	2576755	                Caproicibacter	Caproicibacter	genus	0.0	abund	0.0	35	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
1738645	1738645	                Caproiciproducens	Caproiciproducens	genus	0.0	abund	0.0	29	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
36853	36853	                Desulfitobacterium	Desulfitobacterium	genus	0.0	abund	0.0	60	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
79206	79206	                Desulfosporosinus	Desulfosporosinus	genus	0.0	abund	0.0	45	1	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
56112	56112	                Dehalobacter	Dehalobacter	genus	0.0	abund	0.0	27	7	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
51196	51196	                Syntrophobotulus	Syntrophobotulus	genus	0.0	abund	0.0	2	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
2916693	2916693	                Desulforamulus	Desulforamulus	genus	0.0	abund	0.0	26	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
51514	51514	                Dehalobacterium	Dehalobacterium	genus	0.0	abund	0.0	10	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
2282742	2282742	                Desulfofarcimen	Desulfofarcimen	genus	0.0	abund	0.0	9	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
2840454	2840454	                Candidatus Formimonas	Candidatus Formimonas	genus	0.0	abund	0.0	7	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
2651578	2651578	                Thermanaerosceptrum	Thermanaerosceptrum	genus	0.0	abund	0.0	1	0	0.0	0.9244000000000001	DYN_0036_D11_Qiagen_report	DYN_0036_D11	ont_qiagen	Kraken2	unified	Kraken2_unified
