taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	target	lineage	num_unique	num_shared	num_children	num_cumulative	norm_abund	classified_fraction	sample_id	sample_id_core	assay	tool	db_mode	tool_db
1126	1126	Microcystis aeruginosa	Microcystis aeruginosa	species	1e-05	abund	1e-05	1126	1||1117|3028117|1118|1890449|1125|1126	1	0	0	1	1.465883396305241e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1219	1219	Prochlorococcus marinus	Prochlorococcus marinus	species	3e-05	abund	3e-05	1219	1||1117|3028117|1890424|2881426|1218|1219	1	0	0	1	4.397650188915723e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1244	1244	Leuconostoc gelidum	Leuconostoc gelidum	species	0.00331	abund	0.00331	1244	1||1239|91061|186826|33958|1243|1244	136	0	0	136	0.004852074041770348	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1245	1245	Leuconostoc mesenteroides	Leuconostoc mesenteroides	species	0.00047	abund	0.00047	1245	1||1239|91061|186826|33958|1243|1245	20	0	0	20	0.0006889651962634632	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1260	1260	Finegoldia magna	Finegoldia magna	species	2e-05	abund	2e-05	1260	1||1239|1737404|1737405|1570339|150022|1260	1	0	0	1	2.931766792610482e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1280	1280	Staphylococcus aureus	Staphylococcus aureus	species	0.00086	abund	0.00086	1280	1||1239|91061|1385|90964|1279|1280	51	0	0	51	0.001260659720822507	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1281	1281	Staphylococcus carnosus	Staphylococcus carnosus	species	2e-05	abund	2e-05	1281	1||1239|91061|1385|90964|1279|1281	1	0	0	1	2.931766792610482e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1282	1282	Staphylococcus epidermidis	Staphylococcus epidermidis	species	0.05915	abund	0.05915	1282	1||1239|91061|1385|90964|1279|1282	3127	0	0	3127	0.086707002891455	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1283	1283	Staphylococcus haemolyticus	Staphylococcus haemolyticus	species	0.00013	abund	0.00013	1283	1||1239|91061|1385|90964|1279|1283	7	0	0	7	0.0001905648415196813	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
1290	1290	Staphylococcus hominis	Staphylococcus hominis	species	4e-05	abund	4e-05	1290	1||1239|91061|1385|90964|1279|1290	2	0	0	2	5.863533585220964e-05	0.6821825	DYN_0004_D10_Qiagen	DYN_0004_D10	ont_qiagen	ganon2	unified	ganon2_unified
