taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	genomeSize	numReads	numUniqueReads	taxRank_raw	norm_abund	classified_fraction	sample_id	sample_id_core	assay	tool	db_mode	tool_db
2834459	2834459	Allobaculum_mucilyticum	Allobaculum mucilyticum	species	0.0	abund	0.0	3125071	477	477	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2834768	2834768	Pseudochrobactrum_algeriensis	Pseudochrobactrum algeriensis	species	0.0	abund	0.0	11946434	5	0	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2835531	2835531	Streptomyces_sp._EMB24	Streptomyces_sp._EMB24	species	0.0	abund	0.0	7004490	53	53	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2835648	2835648	Hymenobacter_sp._BT18	Hymenobacter_sp._BT18	species	0.0	abund	0.0	4673398	3	3	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2835787	2835787	Polymorphobacter_megasporae	Polymorphobacter megasporae	species	0.0	abund	0.0	4840422	17	17	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2835869	2835869	Paenibacillus_sp._481	Paenibacillus_sp._481	species	0.0	abund	0.0	5661482	16	16	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2836161	2836161	Enterobacter_sp._SGAir0187	Enterobacter_sp._SGAir0187	species	0.0	abund	0.0	4813034	2	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2836373	2836373	Actinoplanes_sp._L3-i22	Actinoplanes_sp._L3-i22	species	0.0	abund	0.0	11675654	10	10	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2836432	2836432	Halorubrum_sp._2020YC2	Halorubrum_sp._2020YC2	species	0.0	abund	0.0	2967305	3	3	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2837969	2837969	Pseudomonas_fitomaticsae	Pseudomonas fitomaticsae	species	0.0	abund	0.0	6482221	5	5	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2838156	2838156	Flavihumibacter_rivuli	Flavihumibacter rivuli	species	0.0	abund	0.0	4279972	2	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2838157	2838157	Flavihumibacter_fluminis_(ex_Park_et_al._2022)	Flavihumibacter fluminis_(ex_Park et_al._2022)	species	0.0	abund	0.0	4965072	12	11	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2838850	2838850	Streptomyces_sp._135	Streptomyces_sp._135	species	0.0	abund	0.0	8584560	6	6	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2838877	2838877	Chryseobacterium_sp._ZHDP1	Chryseobacterium_sp._ZHDP1	species	0.0	abund	0.0	4759359	3	3	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2839024	2839024	Methylobacter_sp._S3L5C	Methylobacter_sp._S3L5C	species	0.0	abund	0.0	4771557	111	111	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2839759	2839759	Enterococcus_innesii	Enterococcus innesii	species	0.0	abund	0.0	3551391	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2839983	2839983	Cupriavidus_sp._EM10	Cupriavidus_sp._EM10	species	0.0	abund	0.0	6609757	13	13	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2840180	2840180	Campylobacter_sp._19-13652	Campylobacter_sp._19-13652	species	0.0	abund	0.0	1780329	2	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2840371	2840371	Gemella_sp._zg-570	Gemella_sp._zg-570	species	0.0	abund	0.0	1371332	29	29	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2840373	2840373	Streptomyces_sp._YPW6	Streptomyces_sp._YPW6	species	0.0	abund	0.0	7411465	137	137	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2840457	2840457	Nocardioides_sp._LMS-CY	Nocardioides_sp._LMS-CY	species	0.0	abund	0.0	5330319	15	15	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2840467	2840467	Mycoavidus_sp._HKI	Mycoavidus_sp._HKI	species	0.0	abund	0.0	2244516	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2840468	2840468	Asticcacaulis_sp._AND118	Asticcacaulis_sp._AND118	species	0.0	abund	0.0	4039136	56	56	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2840469	2840469	Bradyrhizobium_sediminis	Bradyrhizobium sediminis	species	0.0	abund	0.0	16386742	54	44	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2840474	2840474	Gemmobacter_fulva	Gemmobacter fulva	species	0.0	abund	0.0	4644459	11	11	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2841063	2841063	Pseudomonas_sp._SK2	Pseudomonas_sp._SK2	species	0.0	abund	0.0	5445279	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2841064	2841064	Pseudomonas_sp._SK3(2021)	Pseudomonas_sp._SK3(2021)	species	0.0	abund	0.0	6475460	6	6	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2841257	2841257	Halapricum_desulfuricans	Halapricum desulfuricans	species	0.0	abund	0.0	11763585	79	73	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2841264	2841264	Candidatus_Minimicrobia_vallesae	Candidatus Minimicrobia_vallesae	species	0.0	abund	0.0	701787	3	3	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2841528	2841528	Eubacterium_sp._MSJ-33	Eubacterium_sp._MSJ-33	species	0.0	abund	0.0	2879735	230	230	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2841594	2841594	Curtobacterium_sp._L6-1	Curtobacterium_sp._L6-1	species	0.0	abund	0.0	3324501	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2841925	2841925	Vibrio_ostreae	Vibrio ostreae	species	0.0	abund	0.0	4792500	9	9	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2842346	2842346	Pseudomonas_siliginis	Pseudomonas siliginis	species	0.0	abund	0.0	35844686	10	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2842349	2842349	Pseudomonas_asgharzadehiana	Pseudomonas asgharzadehiana	species	0.0	abund	0.0	6094724	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2842350	2842350	Pseudomonas_azerbaijanoriens	Pseudomonas azerbaijanoriens	species	0.0	abund	0.0	6216298	2	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2842354	2842354	Pseudomonas_maumuensis	Pseudomonas maumuensis	species	0.0	abund	0.0	5744916	7	7	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2842355	2842355	Pseudomonas_fakonensis	Pseudomonas fakonensis	species	0.0	abund	0.0	6121980	11	11	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2842356	2842356	Pseudomonas_xanthosomae	Pseudomonas xanthosomae	species	0.0	abund	0.0	5963665	30	30	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2842357	2842357	Pseudomonas_muyukensis	Pseudomonas muyukensis	species	0.0	abund	0.0	5505783	3	3	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2842453	2842453	Amycolatopsis_aidingensis	Amycolatopsis aidingensis	species	0.0	abund	0.0	7595666	6	6	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2842456	2842456	Ralstonia_wenshanensis	Ralstonia wenshanensis	species	0.0	abund	0.0	5292268	6	6	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2843215	2843215	Miltoncostaea_marina	Miltoncostaea marina	species	0.0	abund	0.0	2960737	78	78	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2843216	2843216	Miltoncostaea_oceani	Miltoncostaea oceani	species	0.0	abund	0.0	4290566	32	32	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2843318	2843318	Clostridium_sp._CF011	Clostridium_sp._CF011	species	0.0	abund	0.0	3911405	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2843330	2843330	Elioraea_tepida	Elioraea tepida	species	0.0	abund	0.0	3274709	12	12	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2843653	2843653	Ceceduovirus_cc2	Ceceduovirus_cc2	species	0.0	abund	0.0	230370	2	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2843695	2843695	Tandoganvirus_A403	Tandoganvirus_A403	species	0.0	abund	0.0	39400	2	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2843750	2843750	Claudivirus_aurora	Claudivirus aurora	species	0.0	abund	0.0	24913	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2843753	2843753	Becedseptimavirus_BCD7	Becedseptimavirus_BCD7	species	0.0	abund	0.0	92505	10	10	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2843775	2843775	Klosterneuburgvirus_MGB1	Klosterneuburgvirus_MGB1	species	0.0	abund	0.0	25568	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2843778	2843778	Pemunavirus_PM1	Pemunavirus_PM1	species	0.0	abund	0.0	50229	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2843968	2843968	Yongloolinvirus_CDMH1	Yongloolinvirus_CDMH1	species	0.0	abund	0.0	50659	2	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2843980	2843980	Lubbockvirus_CDHM19	Lubbockvirus_CDHM19	species	0.0	abund	0.0	50907	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2843984	2843984	Sherbrookevirus_MMP04	Sherbrookevirus_MMP04	species	0.0	abund	0.0	29274	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2844279	2844279	Febihevirus_ruminicola	Febihevirus ruminicola	species	0.0	abund	0.0	3723	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2844358	2844358	Radiobacillus_kanasensis	Radiobacillus kanasensis	species	0.0	abund	0.0	3993853	26	26	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2844380	2844380	Collinsella_sp._zg1085	Collinsella_sp._zg1085	species	0.0	abund	0.0	1717312	11	11	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2845137	2845137	Elpedvirus_LpeD	Elpedvirus LpeD	species	0.0	abund	0.0	144449	2	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2845593	2845593	Ilzatvirus_monchoix	Ilzatvirus monchoix	species	0.0	abund	0.0	41350	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2845819	2845819	Flavobacterium_sp._CECT_9288	Flavobacterium_sp._CECT_9288	species	0.0	abund	0.0	3565424	10	10	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2845963	2845963	Pbunavirus_R12	Pbunavirus_R12	species	0.0	abund	0.0	65082	4	4	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2846775	2846775	Subtercola_sp._PAMC28395	Subtercola_sp._PAMC28395	species	0.0	abund	0.0	3205040	13	13	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2846779	2846779	Bacillus_sp._NP247	Bacillus_sp._NP247	species	0.0	abund	0.0	5182724	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2847778	2847778	Atribacter_laminatus	Atribacter laminatus	species	0.0	abund	0.0	3029777	10	10	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2847989	2847989	Geomonas_subterranea	Geomonas subterranea	species	0.0	abund	0.0	4954210	61	61	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2847991	2847991	Geomonas_nitrogeniifigens	Geomonas nitrogeniifigens	species	0.0	abund	0.0	4795816	53	25	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2847992	2847992	Geomonas_oryzisoli	Geomonas oryzisoli	species	0.0	abund	0.0	4813035	102	102	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2849039	2849039	Thermus_sp._PS18	Thermus_sp._PS18	species	0.0	abund	0.0	2366712	11	11	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2849093	2849093	Rhizobium_sp._WYJ-E13	Rhizobium_sp._WYJ-E13	species	0.0	abund	0.0	6900126	48	48	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2849501	2849501	Nocardioides_panacis	Nocardioides panacis	species	0.0	abund	0.0	4839728	12	12	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2849641	2849641	Helicobacter_sp._NHP19-003	Helicobacter_sp._NHP19-003	species	0.0	abund	0.0	1589615	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2849666	2849666	Chitinophaga_sp._MD30B	Chitinophaga_sp._MD30B	species	0.0	abund	0.0	7625581	54	54	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2849779	2849779	Aquihabitans_sp._G128	Aquihabitans_sp._G128	species	0.0	abund	0.0	4809501	12	12	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2849865	2849865	Clostridium_sp._CM027	Clostridium_sp._CM027	species	0.0	abund	0.0	3786268	3	3	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2850441	2850441	Terribacillus_sp._DMT04	Terribacillus_sp._DMT04	species	0.0	abund	0.0	3500554	93	93	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2850561	2850561	Streptomyces_sp._HNA39	Streptomyces_sp._HNA39	species	0.0	abund	0.0	7092370	3	3	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2851567	2851567	Modestobacter_sp._L9-4	Modestobacter_sp._L9-4	species	0.0	abund	0.0	4087813	12	11	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2851598	2851598	Pseudarthrobacter_sp._L1SW	Pseudarthrobacter_sp._L1SW	species	0.0	abund	0.0	4083691	28	28	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2851959	2851959	Chloracidobacterium_aggregatum	Chloracidobacterium aggregatum	species	0.0	abund	0.0	3726425	28	12	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2852098	2852098	Chryseobacterium_faecale	Chryseobacterium faecale	species	0.0	abund	0.0	2612205	7	7	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2852099	2852099	Massilia_sp._HC52	Massilia_sp._HC52	species	0.0	abund	0.0	6719254	26	26	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2852117	2852117	Halomonas_profundi	Halomonas profundi	species	0.0	abund	0.0	3634126	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2853163	2853163	Comamonas_sp._NLF-1-9	Comamonas_sp._NLF-1-9	species	0.0	abund	0.0	2951432	14	14	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2853258	2853258	Paeniglutamicibacter_sp._Y32M11	Paeniglutamicibacter_sp._Y32M11	species	0.0	abund	0.0	4169335	24	24	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2853432	2853432	Allobaculum_sp._Allo2	Allobaculum_sp._Allo2	species	0.0	abund	0.0	2716268	254	254	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2853439	2853439	Sphingobacterium_sp._E70	Sphingobacterium_sp._E70	species	0.0	abund	0.0	6225240	10	10	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2854260	2854260	Porphyrobacter_sp._ULC335	Porphyrobacter_sp._ULC335	species	0.0	abund	0.0	3592968	5	5	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2855394	2855394	Crassaminicella_indica	Crassaminicella indica	species	0.0	abund	0.0	2615889	117	117	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2855441	2855441	Halomonas_sp._18071143	Halomonas_sp._18071143	species	0.0	abund	0.0	3854083	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2855836	2855836	Streptomyces_sp._WY228	Streptomyces_sp._WY228	species	0.0	abund	0.0	8017386	6	6	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2855841	2855841	Polaribacter_sp._NJDZ03	Polaribacter_sp._NJDZ03	species	0.0	abund	0.0	3900058	2	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2856519	2856519	Flavobacterium_litorale	Flavobacterium litorale	species	0.0	abund	0.0	2677700	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2856522	2856522	Chryseobacterium_sp._D764	Chryseobacterium_sp._D764	species	0.0	abund	0.0	4798933	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2856523	2856523	Pedobacter_sp._D749	Pedobacter_sp._D749	species	0.0	abund	0.0	5765288	2	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2856555	2856555	Micrococcus_sp._KD337-16	Micrococcus_sp._KD337-16	species	0.0	abund	0.0	2549906	15	15	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2856608	2856608	Rickettsiella_endosymbiont_of_Dermanyssus_gallinae	Rickettsiella endosymbiont_of Dermanyssus_gallinae	species	0.0	abund	0.0	1852488	14	14	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2856823	2856823	Gymnodinialimonas_ceratoperidinii	Gymnodinialimonas ceratoperidinii	species	0.0	abund	0.0	3604211	12	12	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2857058	2857058	Mycobacterium_sp._SMC-2	Mycobacterium_sp._SMC-2	species	0.0	abund	0.0	5974899	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2857059	2857059	Mycobacterium_sp._SMC-4	Mycobacterium_sp._SMC-4	species	0.0	abund	0.0	5909806	2	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2857060	2857060	Mycobacterium_sp._SMC-8	Mycobacterium_sp._SMC-8	species	0.0	abund	0.0	6837198	29	29	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2857061	2857061	Escherichia_sp._TC-EC600-tetX4	Escherichia_sp._TC-EC600-tetX4	species	0.0	abund	0.0	4585174	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2857064	2857064	Pseudemcibacter_aquimaris	Pseudemcibacter aquimaris	species	0.0	abund	0.0	3343543	17	17	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2857077	2857077	Anthocerotibacter_panamensis	Anthocerotibacter panamensis	species	0.0	abund	0.0	4172883	5	5	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2859001	2859001	Pseudomonas_canavaninivorans	Pseudomonas canavaninivorans	species	0.0	abund	0.0	6457065	37	37	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2859072	2859072	Vibrio_phage_BUCT194	Vibrio phage_BUCT194	species	0.0	abund	0.0	72899	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2859226	2859226	Mycetocola_spongiae	Mycetocola spongiae	species	0.0	abund	0.0	3139384	26	26	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2859228	2859228	Paenibacillus_sp._R14(2021)	Paenibacillus_sp._R14(2021)	species	0.0	abund	0.0	5966402	22	22	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2859768	2859768	Echinicola_marina	Echinicola marina	species	0.0	abund	0.0	5630287	7	7	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2860051	2860051	Blautia_sp._KLE_1732_HM_1032	Blautia_sp._KLE_1732_HM_1032	species	0.00111	abund	1.11e-05	3683521	2	2	species	0.0011099998890000112	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2860258	2860258	Methylococcus_sp._Mc7	Methylococcus_sp._Mc7	species	0.0	abund	0.0	3990070	19	19	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2860285	2860285	Clavibacter_sp._A6099	Clavibacter_sp._A6099	species	0.0	abund	0.0	3177305	2	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2860286	2860286	Achromobacter_sp._ES-001	Achromobacter_sp._ES-001	species	0.0	abund	0.0	6465293	5	5	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2860336	2860336	Devosia_salina	Devosia salina	species	0.0	abund	0.0	4287933	109	109	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2860337	2860337	Escherichia_sp._TM-G17TGC	Escherichia_sp._TM-G17TGC	species	0.0	abund	0.0	4660575	2	2	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2861279	2861279	Arthrobacter_sp._PAMC25284	Arthrobacter_sp._PAMC25284	species	0.0	abund	0.0	3867265	8	8	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2861280	2861280	Microbacterium_sp._PAMC21962	Microbacterium_sp._PAMC21962	species	0.0	abund	0.0	3426035	14	14	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2861281	2861281	Microbacterium_sp._PAMC22086	Microbacterium_sp._PAMC22086	species	0.0	abund	0.0	3298378	1	1	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2861282	2861282	Massilia_sp._NP310	Massilia_sp._NP310	species	0.0	abund	0.0	5970073	71	71	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2861283	2861283	Massilia_sp._PAMC28688	Massilia_sp._PAMC28688	species	0.0	abund	0.0	5417335	9	9	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
2861284	2861284	Janthinobacterium_sp._PAMC25594	Janthinobacterium_sp._PAMC25594	species	0.0	abund	0.0	6491887	23	23	species	0.0	1.0000001	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuger	default	Centrifuger_default
